"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Demonstrating DiffeRT: An Open-Source Library for Optimizing Radio Networks with Differentiable Ray Tracing","J. Eertmans; C. Oestges; L. Jacques","ICTEAM, Université Catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM, Université Catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM, Université Catholique de Louvain, Louvain-la-Neuve, Belgium",2025 IEEE International Conference on Machine Learning for Communication and Networking (ICMLCN),"3 Sep 2025","2025","","","1","2","This proposal presents a demonstration of DiffeRT, an open-source Differentiable Ray Tracing toolbox designed for Machine Learning and optimization applications in the context of radio propagation. Built on the JAX framework for differentiable programming and the Equinox library as a Machine Learning framework, DiffeRT extends its predecessor, DiffeRT2d, to support 3D scenes with enhanced performance and higher- level electromagnetic field computation features. The toolbox is fully scalable to GPUs and TPUs, enabling fast and efficient ray tracing for complex scenarios. Unlike existing alternatives like Sionna, DiffeRT focuses exclusively on ray-tracing functionalities, offering both low-level and high-level APIs for tailored solutions. This demonstration will showcase DiffeRT's unique capabilities, highlighting its suitability for a range of Machine Learning and optimization workflows. The tool is accessible via the Python Package Index (PyPI), and its source code can be obtained from its public repository: https://github.com/jeertmans/DiffeRT.","","979-8-3315-2042-7","10.1109/ICMLCN64995.2025.11139997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11139997","Ray Tracing;Differentiable Programming;Open Source Software;Machine Learning;Radio Propagation","Technological innovation;Three-dimensional displays;Source coding;Scalability;Machine learning;Ray tracing;Radio propagation;Programming;Libraries;Optimization","","1","","10","IEEE","3 Sep 2025","26-29 May 2025","26-29 May 2025","IEEE","IEEE Conferences"
"An Integrated Tool for RNA 3D Structure Prediction and Analysis","L. Yuan; Z. -H. Guo; W. -J. Cao; Y. Luo; Y. -Z. Shi","Research Center of Nonlinear Science, School of Mathematics and Computer Science, Wuhan Textile University, Wuhan, China; Research Center of Nonlinear Science, School of Mathematics and Computer Science, Wuhan Textile University, Wuhan, China; Research Center of Nonlinear Science, School of Mathematics and Computer Science, Wuhan Textile University, Wuhan, China; Research Center of Nonlinear Science, School of Mathematics and Computer Science, Wuhan Textile University, Wuhan, China; Research Center of Nonlinear Science, School of Mathematics and Computer Science, Wuhan Textile University, Wuhan, China",2021 33rd Chinese Control and Decision Conference (CCDC),"30 Nov 2021","2021","","","4293","4297","Since the knowledge of the 3D structures of RNAs is a fundamental prerequisite to completely understand the functions of RNAs. In this work, we have integrated the existing RNA 3D structure prediction models and structural analysis methods (e.g., the DSSR software and the script of rmsd•PyPI) into a new tool to realize the 3D structure prediction and analysis for RNAs with sequences and secondary structures as input. Although only the models with ready-made web server are integrated in the present version of the tool, our test on 3D structures prediction for different RNAs indicates that integrating the existing models is very necessary to accurately predict RNA 3D structures.","1948-9447","978-1-6654-4089-9","10.1109/CCDC52312.2021.9602110","National Nature Science Foundation(grant numbers:11971367,11605125,11947063); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9602110","RNA;3D Structure Prediction;Integration;Structural Analysis","Solid modeling;Analytical models;Three-dimensional displays;Runtime;RNA;Predictive models;Tools","","1","","35","IEEE","30 Nov 2021","22-24 May 2021","22-24 May 2021","IEEE","IEEE Conferences"
"Open-Source Climate Classification Package: kgcPy","X. Yu; J. Ascencio; R. French","Univers, Redwood City, CA, United States; Univers, Redwood City, CA, United States; Univers, Redwood City, CA, United States",2024 IEEE 52nd Photovoltaic Specialist Conference (PVSC),"15 Nov 2024","2024","","","1085","1085","Climate stressors significantly impact the reliability and performance of photovoltaic (PV) systems. The Koppen-Geiger climate zone classification, a well-established system based on vegetation, considers temperature and precipitation to characterize the climate of a specific area. In addressing the need for a versatile tool, we developed an open-source Python package named “kgcPy”(https://pypi.org/project/kgcPy/). This package allows users to determine the climate classification for any latitude and longitude on land globally. Furthermore, we are enhancing this tool by incorporating additional climate information, such as irradiance, creating supplementary climate groups. In addition to its traditional uses, such as environmental analysis for agriculture, our package demonstrates its versatility in machine learning applications. It facilitates data clustering based on environmental factors, providing valuable insights into climate-related considerations for fleet analysis of PV systems.","2995-1755","978-1-6654-6426-0","10.1109/PVSC57443.2024.10749138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10749138","","Photovoltaic systems;Precipitation;Vegetation;Machine learning;Environmental factors;Agriculture;Land surface temperature;Reliability;Meteorology","","1","","0","IEEE","15 Nov 2024","9-14 June 2024","9-14 June 2024","IEEE","IEEE Conferences"
"Stellar migration and chemical enrichment in the milky way disc: a hybrid model","J. W. Johnson; D. H. Weinberg; F. Vincenzo; J. C. Bird; S. R. Loebman; A. M. Brooks; T. R. Quinn; C. R. Christensen; E. J. Griffith","Department of Astronomy, The Ohio State University, 140 W. 18th Ave., Columbus OH 43210, USA; giganano9@gmail.com; Department of Astronomy, The Ohio State University, 140 W. 18th Ave., Columbus OH 43210, USA; Center for Cosmology and Astroparticle Physics (CCAPP), The Ohio State University, 191 W. Woodruff Ave., Columbus OH 43210, USA; Institute for Advanced Study, 1 Einstein Dr., Princeton NJ 08540, USA; Department of Astronomy, The Ohio State University, 140 W. 18th Ave., Columbus OH 43210, USA; Center for Cosmology and Astroparticle Physics (CCAPP), The Ohio State University, 191 W. Woodruff Ave., Columbus OH 43210, USA; Department of Physics & Astronomy, Vanderbilt University, 2301 Vanderbilt Place, Nashville TN 37235, USA; Department of Physics, University of California Merced, 5200 North Lake Rd., Merced, CA, 95343, USA; Department of Physics & Astronomy, Rutgers University, 136 Frelinghuysen Rd., Piscataway NJ 08854, USA; Department of Astronomy, University of Washington, Box 351580, Seattle WA 98195, USA; Department of Physics, Grinnell College, 1116 8th Ave., Grinnell IA 50112, USA; Department of Astronomy, The Ohio State University, 140 W. 18th Ave., Columbus OH 43210, USA",Monthly Notices of the Royal Astronomical Society,"10 Dec 2021","2021","508","3","4484","4511","We develop a hybrid model of galactic chemical evolution that combines a multiring computation of chemical enrichment with a prescription for stellar migration and the vertical distribution of stellar populations informed by a cosmological hydrodynamic disc galaxy simulation. Our fiducial model adopts empirically motivated forms of the star formation law and star formation history, with a gradient in outflow mass loading tuned to reproduce the observed metallicity gradient. With this approach, the model reproduces many of the striking qualitative features of the Milky Way disc's abundance structure: (i) the dependence of the [O/Fe]–[Fe/H] distribution on radius Rgal and mid-plane distance |z|; (ii) the changing shapes of the [O/H] and [Fe/H] distributions with Rgal and |z|; (iii) a broad distribution of [O/Fe] at sub-solar metallicity and changes in the [O/Fe] distribution with Rgal, |z|, and [Fe/H]; (iv) a tight correlation between [O/Fe] and stellar age for [O/Fe] > 0.1; (v) a population of young and intermediate-age α-enhanced stars caused by migration-induced variability in the Type Ia supernova rate; (vi) non-monotonic age–[O/H] and age–[Fe/H] relations, with large scatter and a median age of ∼4 Gyr near solar metallicity. Observationally motivated models with an enhanced star formation rate ∼2 Gyr ago improve agreement with the observed age–[Fe/H] and age–[O/H] relations, but worsen agreement with the observed age–[O/Fe] relation. None of our models predict an [O/Fe] distribution with the distinct bimodality seen in the observations, suggesting that more dramatic evolutionary pathways are required. All code and tables used for our models are publicly available through the Versatile Integrator for Chemical Evolution (VICE; https://pypi.org/project/vice).","1365-2966","","10.1093/mnras/stab2718","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9646755","methods: numerical;galaxies: abundances;galaxies: evolution;galaxies: star formation;galaxies: stellar content","","","","","","","10 Dec 2021","Oct. 2021","","OUP","OUP Journals"
"Open-Source Software PiTCT for Supervisory Control Design","K. Cai; M. Konishi","Department of Core Informatics, Osaka Metropolitan University, Osaka, Japan; NA",2026 18th International Workshop on Discrete Event Systems (WODES),"15 Jul 2026","2026","","","31","36","Supervisory control theory (SCT) of discrete-event systems is a mature theoretical framework with broad applications. This paper presents PiTCT, an open-source Python toolbox that provides easy and script-based access to classical SCT computation. PiTCT is designed as a Python extension of an established automaton-based control tool, exposing fundamental DES modeling, analysis, and supervisor synthesis operations through a lightweight Python interface. By embedding these operations in Python, PiTCT integrates naturally with widely used scientific and visualization packages and supports reproducible, notebook-based workflows. To further lower the entry barrier, PiTCT is distributed via PyPI and is also available through a browser-based JupyterLite service with no local installation required. The paper demonstrates the main features of PiTCT through a running printer example, illustrating how classical SCT concepts can be directly implemented in codes.","","979-8-3315-6204-5","10.1109/WODES69290.2026.11598327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11598327","","Printers;Python;Discrete-event systems;Manuals;Supervisory control;Displays;Modeling;Codes;Packaging;Visualization","","","","16","IEEE","15 Jul 2026","8-10 June 2026","8-10 June 2026","IEEE","IEEE Conferences"
"The pyrat bay framework for exoplanet atmospheric modelling: a population study of Hubble/WFC3 transmission spectra","P. E. Cubillos; J. Blecic","Space Research Institute, Austrian Academy of Sciences, Schmiedlstraße 6, Graz 8042, Austria; pcubillos@fulbrightmail.org; Department of Physics, New York University Abu Dhabi, PO Box 129188 Abu Dhabi, UAE; Center for Astro, Particle, and Planetary Physics (CAP3), New York University Abu Dhabi, PO Box 129188 Abu Dhabi, UAE",Monthly Notices of the Royal Astronomical Society,"20 Jul 2021","2021","505","2","2675","2702","We present the open-source python Radiative-transfer in a Bayesian framework (pyrat bay) framework for exoplanet atmospheric modelling, spectral synthesis, and Bayesian retrieval. The modular design of the code allows the users to generate atmospheric 1D parametric models of the temperature, abundances (in thermochemical equilibrium or constant-with-altitude), and altitude profiles (in hydrostatic equilibrium); sample ExoMol and HITRAN line-by-line cross-sections with custom resolving power and line-wing cutoff values; compute emission or transmission spectra considering cross-sections from molecular line transitions, collision-induced absorption, Rayleigh scattering, grey clouds, and alkali resonance lines; and perform Markov chain Monte Carlo atmospheric retrievals for a given transit or eclipse data set. We benchmarked the pyrat bay framework by reproducing line-by-line sampling of ExoMol cross-sections, producing transmission and emission spectra consistent with petitradtrans models, accurately retrieving the atmospheric properties of simulated transmission and emission observations generated with taurex models, and closely reproducing aura retrieval analyses of the space-based transmission spectrum of HD 209458 b. Finally, we present a retrieval analysis of a population of transiting exoplanets, focusing on those observed in transmission with the HST WFC3/G141 grism. We found that this instrument alone can confidently identify when a data set shows H2O-absorption features; however, it cannot distinguish whether a muted H2O feature is caused by clouds, high atmospheric metallicity, or low H2O abundance. Our results are consistent with previous retrieval analyses. The pyrat bay code is available at PyPI (pip install pyratbay) and conda. The code is heavily documented (https://pyratbay.readthedocs.io) and tested to provide maximum accessibility to the community and long-term development stability.","1365-2966","","10.1093/mnras/stab1405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9491209","radiative transfer;methods: statistical;planets and satellites: atmosphere","","","","","","","20 Jul 2021","Jun. 2021","","OUP","OUP Journals"
"Alpharotate: A Rotation Detection Benchmark Using Tensorflow","X. Yang; Y. Zhou; W. Liao; T. He; J. Yan","MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University; MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University; MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University; COWAROBOT Co. Ltd.; MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University","ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","18 Mar 2024","2024","","","9481","9485","AlphaRotate is an open-source TensorFlow benchmark for performing scalable rotation detection on various datasets. It currently provides more than 16 popular rotation detection models under a single, well-documented API designed for use by both practitioners and researchers. AlphaRotate regards high performance, robustness, sustainability and scalability as the core concept of design, and all models are covered by continuous integration, code coverage, maintainability checks, and visual monitoring and analysis. AlphaRotate can be installed from PyPI and is released under the Apache-2.0 License. Source code is available at https://github.com/yangxue0827/RotationDetection.","2379-190X","979-8-3503-4485-1","10.1109/ICASSP48485.2024.10447404","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10447404","Open source;TensorFlow;Benchmark;Rotation detection","Visualization;Source coding;Scalability;Benchmark testing;Licenses;Signal processing;Robustness","","","","33","IEEE","18 Mar 2024","14-19 April 2024","14-19 April 2024","IEEE","IEEE Conferences"
"SlopsGuard: A Defense Tool Against AI-Hallucinated Package Attacks in Software Supply Chains","D. Kurnaz; İ. K. Sarı; V. Ustaoğlu; E. Zeydan","Kariyer.net Research & Development Center, Istanbul, Turkiye; Kariyer.net Research & Development Center, Istanbul, Turkiye; Kariyer.net Research & Development Center, Istanbul, Turkiye; Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Castelldefels, Spain",NOMS 2026-2026 IEEE Network Operations and Management Symposium,"2 Sep 2026","2026","","","1","3","The proliferation of AI-assisted code generation tools has introduced a novel attack vector termed slopsquatting, where malicious actors register package names that Large Language Models (LLMs) frequently hallucinate. This demo paper presents SlopsGuard, designed to detect and prevent slopsquatting attacks in software supply chains. SlopsGuard implements a multi-layered detection pipeline integrating Levenshtein distancebased similarity analysis, Software Bill of Materials (SBOM) generation, and Common Vulnerabilities and Exposures (CVE) vulnerability scanning. It combines project detection across multiple programming language ecosystems (Python, JavaScript, Java, Rust, Go, Ruby, PHP, C\#, Swift, Dart, Kotlin, and more) with cross-registry validation for all major platforms (PyPI, npm, Maven Central, crates.io, NuGet, Packagist, RubyGems). We demonstrate how SlopsGuard intercepts malicious dependencies before installation, providing actionable risk assessments with Continuous Integration/Continuous Deployment (CI/CD) compatible exit codes. The tool is available as both a command-line utility and containerized service for seamless integration into development workflows.","2374-9709","979-8-3315-9268-4","10.1109/NOMS69089.2026.11668187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11668187","AI hallucination;dependency analysis;package validation;slopsquatting;software supply chain security","Packaging;Codes;Artificial intelligence;Tools;Signal detection;Printing;Ecosystems;Software","","","","8","IEEE","2 Sep 2026","18-22 May 2026","18-22 May 2026","IEEE","IEEE Conferences"
"A Text-To-Text Alignment Algorithm for Better Evaluation of Modern Speech Recognition Systems","L. Borgholt; J. Havtorn; C. Ige; L. Maaløe; Z. -H. Tan","Corti, Copenhagen; Corti, Copenhagen; Corti, Copenhagen; Corti, Copenhagen; Department of Electronic Systems, Aalborg University","ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","21 Apr 2026","2026","","","3476","3480","Modern neural networks have greatly improved performance across speech recognition benchmarks. However, gains are often driven by frequent words with limited semantic weight, which can obscure meaningful differences in word error rate, the primary evaluation metric. Errors in rare terms, named entities, and domain-specific vocabulary are more consequential, but remain hidden by aggregate metrics. This highlights the need for finer-grained error analysis, which depends on accurate alignment between reference and model transcripts. However, conventional alignment methods are not designed for such precision. We propose a novel alignment algorithm that couples dynamic programming with beam search scoring. Compared to traditional text alignment methods, our approach provides more accurate alignment of individual errors, enabling reliable error analysis. The algorithm is made available via PyPI.1","2379-190X","979-8-3315-6701-9","10.1109/ICASSP55912.2026.11463731","Innovation Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11463731","Automatic speech recognition;text alignment;error analysis;dynamic programming;beam search","Open wireless architecture;Protocols;HTTP;Wireless communication;LoRa;Radio access networks;Regional area networks;Data communication;Machine learning;Artificial intelligence","","","","13","IEEE","21 Apr 2026","3-8 May 2026","3-8 May 2026","IEEE","IEEE Conferences"
"gawd: A Differencing Tool for GitHub Actions Workflows","P. R. Mazrae; A. Decan; T. Mens","University of Mons (UMONS), Mons, Belgium; F.R.S.-FNRS Research Associate University of Mons (UMONS), Mons, Belgium; University of Mons (UMONS), Mons, Belgium",2024 IEEE/ACM 21st International Conference on Mining Software Repositories (MSR),"18 Jun 2024","2024","","","682","686","The GitHub social coding platform introduced GitHub Actions as a way to automate different aspects of collaborative software development through the use of workflow files. It is the most popular CI/CD and workflow automation tool for GitHub. To maintain workflow code over time, it is useful to rely on differencing tools to identify the changes made during successive commits. Unfortunately, existing code differencing tools are not able to correctly identify changes made to workflow files. We therefore implemented gawd, a syntactic differencing tool for GitHub Actions workflows. The tool is capable of reporting the addition, deletion, modification and move of syntactic components in workflow files, taking into account the specific syntax of workflows. gawd has been evaluated on manually classified sets of workflow changes taken from existing commits in 40 different GitHub repositories, and was able to successfully identify these changes. gawd is publicly released as an open source Python tool distributed on PyPI.","2574-3864","979-8-4007-0587-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10555706","workflow automation;diff tool;software repository mining;GitHub;software changes;software evolution","Codes;Statistical analysis;Focusing;Syntactics;Software;Libraries;Encoding","","","","28","","18 Jun 2024","15-16 April 2024","15-16 April 2024","IEEE","IEEE Conferences"
"Artifact Appendix for Loglearners: Identifying Compromised AI Functions in Serverless Systems","A. B. Bhutto; E. Elmroth; M. Bhuyan","Department of Computing Science, Umeå University, Umeå, Sweden; Department of Computing Science, Umeå University, Umeå, Sweden; Department of Computing Science, Umeå University, Umeå, Sweden","2026 IEEE 26th International Symposium on Cluster, Cloud and Internet Computing Workshops (CCGridW)","29 Jul 2026","2026","","","87","88","The complete artifact for reproducing the results presented in the paper is provided. The artifact comprises source code, detection-model notebooks, an eBPF-collected system call dataset, and infrastructure scripts to recreate the testbed. It enables the reader to: (i) reproduce all detection experiments (SVM, XGBoost, 1D-CNN, Transformer, GNN) across four feature types (syscall identities, return values, parameters, and combined) and four context window sizes (250, 500, 1000, $2000)$ reported in Table V; (ii) reproduce the exploratory data analysis in Figures 4, 5(a), and 5(b); (iii) inspect the source code of all 30 serverless functions (Table III), including four attack payloads derived from real PyPI malware; (iv) reuse the system call dataset (\~{}1.9 M traces) for independent research; and (v) reproduce the full testbed and data collection pipeline from scratch.","","979-8-3315-7047-7","10.1109/CCGridW69005.2026.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11617588","n/a","Modeling;Signal detection;Graph neural networks;Radio access networks;Regional area networks","","","","0","IEEE","29 Jul 2026","18-21 May 2026","18-21 May 2026","IEEE","IEEE Conferences"
"Groundinsight: open-source software for modeling and analyzing earthing systems","C. Ehlert","Avacon Netz GmbH, Watenstedter Weg 75, Salzgitter, Germany",28th International Conference and Exhibition on Electricity Distribution (CIRED 2025),"11 Nov 2025","2025","2025","","328","332","Earthing systems are essential for ensuring the safety of electrical power grids by providing controlled paths for fault currents and maintaining voltage levels during earth faults. Traditional analysis methods often involve complex calculations and specialized software, which can impede effective design and maintenance. To address these challenges, we introduce Groundinsight, an open-source Python library specifically developed for the calculation and analysis of earthing systems within electrical power grids. Groundinsight features a modular architecture that includes data modeling, computation, and visualization layers, utilizing robust tools such as Pydantic for data validation, NumPy and SciPy for numerical computations, and Matplotlib for result visualisation. Additionally, the library integrates SQLite via SQLAlchemy for efficient data storage and retrieval, and supports advanced data manipulation with Polars DataFrames. We validated Groundinsight using a test network comprising 10 buses interconnected by 20 kV XLPE cables and overhead lines, analysing fault currents across multiple frequencies (50 Hz, 250 Hz, and 350 Hz). The validation demonstrated Groundinsight’s ability to quantify reduction factors in mixed cable and overhead line structures and to assess the significant impact of harmonics on earth fault currents. Groundinsight is an open-source software available on GitHub and PyPi, promoting accessibility and collaboration for enhancing the design and maintenance of safe and efficient electrical power grids.","","978-1-83724-527-7","10.1049/icp.2025.1488","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11237871","","","","","","","","11 Nov 2025","16-19 June 2025","16-19 June 2025","IET","IET Conferences"
"PyClust: Building Meta-Learning Repositories for Clustering","Y. Poulakis; D. Petratos; C. Doulkeridis","Department of Digital Systems, University of Piraeus, Piraeus, Greece; Department of Digital Systems, University of Piraeus, Piraeus, Greece; Department of Digital Systems, University of Piraeus, Piraeus, Greece",2025 IEEE International Conference on Data Mining Workshops (ICDMW),"10 Mar 2026","2025","","","2577","2580","Meta-learning is the principled process of leveraging knowledge from previously solved tasks to improve performance on future, similar ones. This process relies on meta-learning repositories that store dataset descriptors (meta-features) together with algorithm performance evaluations. In the context of clustering, however, there is still a limited availability of modern tools that support systematic meta-feature extraction and efficient evaluation, hindering the construction of rich metalearning repositories. In this paper we present PyClust a toolkit that is used for populating efficiently meta-learning repositories for clustering. PyClust comprises of a standalone python library (PyClustKit, pypi: pyclustkit) and PyClustUI, a graphical tool for meta-learning. Each component supports different use cases for the machine-learning practitioner. PyClustKit supports the extraction of a rich set of meta-features which can be used to capture similarities at dataset level and implements many internal cluster validity indices (CVIs), which are widely used for evaluation of clustering results due to the absence of ground truth in unsupervised learning. PyClustUI is a graphical tool that integrates the capabilities of PyClustKit to enable end-toend meta-learning repository creation and also integrates the necessary methods to support meta-learning model training for algorithm selection, one of the most popular meta-learning tasks.","2375-9259","979-8-3315-8132-9","10.1109/ICDMW69685.2025.00327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11416073","Clustering;meta-learning;algorithm selection;cluster validity indices","Metalearning;Training;Performance evaluation;Systematics;Conferences;Clustering algorithms;Machine learning;Libraries;Data mining;Unsupervised learning","","","","8","IEEE","10 Mar 2026","12-15 Nov. 2025","12-15 Nov. 2025","IEEE","IEEE Conferences"
"geoAnalytics: An Open Source Python Library for Geospatial Data Analytics","V. Kattumuri; U. K. Rage; C. T. Marrimanu; O. Yoshiko; O. Makiko","The University of Aizu, Aizu-Wakamatsu, Japan; The University of Aizu, Aizu-Wakamatsu, Japan; The University of Aizu, Aizu-Wakamatsu, Japan; The University of Aizu, Aizu-Wakamatsu, Japan; The University of Aizu, Aizu-Wakamatsu, Japan","2025 IEEE Space, Aerospace and Defence Conference (SPACE)","25 Sep 2025","2025","","","1","6","This paper proposes geoanalytics, a robust open-source Python library designed for geospatial analysis. This library offers a comprehensive suite of 50-plus algorithms covering both unsupervised and supervised techniques, such as clustering, classification, imputation, pattern mining, and data visualization. The provided algorithms facilitate the users in extracting valuable insights hidden within large-scale geospatial data, empowering data-driven decision-making. A key feature of this library is its seamless integration with popular platforms such as Google Colab and Jupyter Notebook workflows. More importantly, this library is platform-independent and easily manageable via the Python Package Index (PyPI). Our library supports exporting results to standard formats like CSV and raster files, which can be further analyzed in GIS software. Moreover, geoanalytics offers comprehensive documentation, including detailed user guides for installation, usage, data exploration, and analysis.","","979-8-3315-1552-2","10.1109/SPACE65882.2025.11171152","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11171152","Geospatial data;data analytics;clustering;imputation;raster data","Data analysis;Clustering algorithms;Libraries;Imputation;Software;Geospatial analysis;Classification algorithms;Data mining;Standards;Python","","","","28","IEEE","25 Sep 2025","21-23 July 2025","21-23 July 2025","IEEE","IEEE Conferences"
"Control design for hybrid systems with TuLiP: The Temporal Logic Planning toolbox","I. Filippidis; S. Dathathri; S. C. Livingston; N. Ozay; R. M. Murray","California Institute of Technology, Pasadena, CA, USA; California Institute of Technology, Pasadena, CA, USA; University of Michigan, Ann Arbor, MI, US; University of Michigan, Ann Arbor, MI, USA; California Institute of Technology, Pasadena, CA, USA",2016 IEEE Conference on Control Applications (CCA),"13 Oct 2016","2016","","","1030","1041","This tutorial describes TuLiP, the Temporal Logic Planning toolbox, a collection of tools for designing controllers for hybrid systems from specifications in temporal logic. The tools support a workflow that starts from a description of desired behavior, and of the system to be controlled. The system can have discrete state, or be a hybrid dynamical system with a mixed discrete and continuous state space. The desired behavior can be represented with temporal logic and discrete transition systems. The system description can include uncontrollable variables that take discrete or continuous values, and represent disturbances and other environmental factors that affect the dynamics, as well as communication signals that affect controller decisions. A control design problem is solved in phases that involve abstraction, discrete synthesis, and continuous feedback control. Abstraction yields a discrete description of system dynamics in logic. For piecewise affine dynamical systems, this abstraction is constructed automatically, guided by the geometry of the dynamics and under logical constraints from the specification. The resulting logic formulae describe admissible discrete behaviors that capture both controlled and environment variables. The discrete description resulting from abstraction is then conjoined with the desired logic specification. To find a controller, the toolbox solves a game of infinite duration. Existence of a discrete (winning) strategy for the controlled variables in this game is a proof certificate for the existence of a controller for the original problem, which guarantees satisfaction of the specification. This discrete strategy, concretized by using continuous controllers, yields a feedback controller for the original hybrid system. The toolbox frontend is written in Python, with backends in C, Python, and Cython. The tutorial starts with an overview of the theory behind TuLiP, and of its software architecture, organized into specification frontends and backends that implement algorithms for abstraction, solving games, and interfaces to other tools. Then, the main elements for writing a specification for input to TuLiP are introduced. These include logic formulae, discrete transition systems annotated with predicates, and hybrid dynamical systems, with linear or piecewise affine continuous dynamics. The working principles of the algorithms for predicate abstraction and discrete game solving using nested fixpoints are explained, by following the input specification through the various transformations that compile it to a symbolic representation that scales well to solving large games. The tutorial concludes with several design examples that demonstrate the toolbox's capabilities.","","978-1-5090-0755-4","10.1109/CCA.2016.7587949","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7587949","","Games;Heuristic algorithms;Writing;Algorithm design and analysis;Planning;Tutorials;Control systems","","62","","70","IEEE","13 Oct 2016","19-22 Sept. 2016","19-22 Sept. 2016","IEEE","IEEE Conferences"
"Data Engineering for HPC with Python","V. Abeykoon; N. Perera; C. Widanage; S. Kamburugamuve; T. A. Kanewala; H. Maithree; P. Wickramasinghe; A. Uyar; G. Fox","Luddy School of Informatics, Computing and Engineering, IN 47408, USA; Luddy School of Informatics, Computing and Engineering, IN 47408, USA; Luddy School of Informatics, Computing and Engineering, IN 47408, USA; Digital Science Center, Bloomington, IN 47408, USA; Indiana University Alumni, IN 47408, USA; University of Moratuwa, Department of Computer Science and Engineering, Sri Lanka; Luddy School of Informatics, Computing and Engineering, IN 47408, USA; Digital Science Center, Bloomington, IN 47408, USA; Luddy School of Informatics, Computing and Engineering, IN 47408, USA",2020 IEEE/ACM 9th Workshop on Python for High-Performance and Scientific Computing (PyHPC),"30 Dec 2020","2020","","","13","21","Data engineering is becoming an increasingly important part of scientific discoveries with the adoption of deep learning and machine learning. Data engineering deals with a variety of data formats, storage, data extraction, transformation, and data movements. One goal of data engineering is to transform data from original data to vector/matrix/tensor formats accepted by deep learning and machine learning applications. There are many structures such as tables, graphs, and trees to represent data in these data engineering phases. Among them, tables are a versatile and commonly used format to load and process data. In this paper, we present a distributed Python API based on table abstraction for representing and processing data. Unlike existing state-of-the-art data engineering tools written purely in Python, our solution adopts high performance compute kernels in C++, with an in-memory table representation with Cython-based Python bindings. In the core system, we use MPI for distributed memory computations with a data-parallel approach for processing large datasets in HPC clusters.","","978-0-7381-1086-8","10.1109/PyHPC51966.2020.00007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9307942","Python;MPI;HPC;Data Engineering","Data engineering;Python;Kernel;Big Data;Data analysis;Data models;Runtime","","13","","51","IEEE","30 Dec 2020","13-13 Nov. 2020","13-13 Nov. 2020","IEEE","IEEE Conferences"
