"title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Path planning based on improved Deep Deterministic Policy Gradient algorithm","Y. Liu; W. Zhang; F. Chen; J. Li","Inner Mongolia University of Technology, Inner Mongolia University, Hohhot, China; Inner Mongolia University of Technology, Inner Mongolia University, Hohhot, China; Inner Mongolia University of Technology, Inner Mongolia University, Hohhot, China; Inner Mongolia University of Technology, Inner Mongolia University, Hohhot, China","2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference (ITNEC)","6 Jun 2019","2019","","","295","299","Traditional DDPG algorithm experience replay is limited by the fixed replay buffer capacity, which cannot meet the demand for multi-feature data with the improvement of the learning ability of the algorithm. Aiming at the above problems, a variable capacity experience replay sampling method based on learning curve theory is proposed. By adding the learning curve to the DDPG algorithm, the algorithm realizes real-time adjustment of the replay buffer capacity according to its own learning curve, which improves the effectiveness of the sample data on the algorithm training. The simulation environment of path planning is built by using Python and Pyglet library. The simulation results show that the improved algorithm achieves better learning results.","","978-1-5386-6243-4","10.1109/ITNEC.2019.8729369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8729369","Path planning;DDPG;experience replay;learning curve","Training;Robots;Path planning;Neural networks;Reinforcement learning;Heuristic algorithms;Sampling methods","","13","","14","IEEE","6 Jun 2019","15-17 March 2019","15-17 March 2019","IEEE","IEEE Conferences"
"On-demand Virtual Machine Placement in Infrastructure Cloud","M. K. Gupta; A. Jain; T. Amgoth","Department of Computer Science & Engineering, Indian School of Mines, Dhanbad, India; Department of Computer Science & Engineering, Indian School of Mines, Dhanbad, India; Department of Computer Science & Engineering, Indian School of Mines, Dhanbad, India","2018 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","2 Dec 2018","2018","","","1968","1974","Thanks to the virtualization technology, which allow sharing of virtual resources (hardware/software) among the cloud users. With the help of the virtualization technology, cloud computing provides on-demand computing services such as software, infrastructure, and platform as a service to users via the Internet. Virtual machine placement is a hot research topic, which is a process of mapping of virtual machines (VMs) on host machines (HMs) in the cloud. In our work, we propose a new multi-objective on-demand VM placement algorithm in infrastructure cloud referred as OVMP, in which VMs placed in real time with help of a resource-balanced model. The proposed algorithm maximize resource utilization in a balanced manner and also minimize the power consumption and resource wastage of infrastructure cloud. We test the proposed algorithm through simulation using Amazon EC2 Instances and simulation results show that the proposed algorithm performs better than the existing ones in terms of various performance metrics.","","978-1-5386-5314-2","10.1109/ICACCI.2018.8554588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8554588","Infrastructure cloud;Virtualization;On-demand VM placement;Amazon EC2 Instances;Power consumption;Resource wastage;Balanced resource utilization","Cloud computing;Resource management;Power demand;Virtual machining;Virtualization;Real-time systems;Simulation","","2","","17","IEEE","2 Dec 2018","19-22 Sept. 2018","19-22 Sept. 2018","IEEE","IEEE Conferences"
"Mobile Phone Data visualization using Python QGIS API","N. Grujić; O. Novović; S. Brdar; V. Crnojević; M. Govedarica","BioSense Institute, University of Novi Sad, Novi Sad, Serbia; BioSense Institute, University of Novi Sad, Novi Sad, Serbia; BioSense Institute, University of Novi Sad, Novi Sad, Serbia; BioSense Institute, University of Novi Sad, Novi Sad, Serbia; Department of Computing and Control Engineering, University of Novi Sad, Novi Sad, Serbia",2019 18th International Symposium INFOTEH-JAHORINA (INFOTEH),"20 May 2019","2019","","","1","6","Data visualization is a graphical representation which helps in unveiling hidden patterns from large and complex data, so called Big Data. The term Big Data is used for datasets which have wide, varied and transcendental structure and are thus challenging for storing, analyzing and visualizing. Logical interpretation is not possible from raw data, because people are visual by nature. Only thanks to the visualization, the human brain can process, absorb and interpret concurrently plenty of information. Due to the fact that creation of information is growing more rapidly than people's consumption of information and that there is an urgent need for utilization of that information in real time, the automatization of the processing and visualization data is mandatory. Here, we examined how to automatize process of visualization of CDR (Call Detail Record) data using open source Python QGIS API.","","978-1-5386-7073-6","10.1109/INFOTEH.2019.8717767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717767","visualization;PyQGIS;BIG data;CDR data","Data visualization;Urban areas;Telecommunications;Visualization;Big Data;Inspection","","2","","14","IEEE","20 May 2019","20-22 March 2019","20-22 March 2019","IEEE","IEEE Conferences"
"Implementation of cascade classifier technique for gesture control of an ABB industrial manipulator","S. Telang; B. K. Rout; A. Pande","Department of Mechanical Engineering, Birla Institute of Technology and Science, Pilani, India; Department of Mechanical Engineering, Birla Institute of Technology and Science, Pilani, India; Department of Mechanical Engineering, Birla Institute of Technology and Science, Pilani, India",2018 2nd International Conference on Inventive Systems and Control (ICISC),"28 Jun 2018","2018","","","748","753","There have been several attempts already made to control an industrial robot using hand gestures. The current work proposes a different methodology for controlling an industrial robot. Instead of having an external arrangement of controllers, the RobotStudio software which is compatible and intended for ABB robots, is maneuvered to achieve gesture control of robot by connecting it with python programming software. Here, a Python programming software with an OpenCV library is used to acquire coordinates of the hand gesture recognized with the help of Cascade Classifier technique. We have implemented Socket Programming between RobotStudio software and Python software for transmitting those coordinates to the robot and thus accomplish a real time interface between them.","","978-1-5386-0807-4","10.1109/ICISC.2018.8398898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8398898","ABB-IRB1410;RobotStudio;Rapid Programming;Python;OpenCV;Cascade Classifier;Socket Programming","Robot kinematics;Service robots;Programming;Python;Sockets","","1","","22","IEEE","28 Jun 2018","19-20 Jan. 2018","19-20 Jan. 2018","IEEE","IEEE Conferences"
"Leveraging Hardware-Assisted Virtualization for Deterministic Replay on Commodity Multi-Core Processors","S. Ren; L. Tan; C. Li; Z. Xiao; W. Song","Department of Computer Science, Peking University, Beijing, China; Department of Computer Science, Peking University, Beijing, China; Department of Computer Science, Peking University, Beijing, China; Department of Computer Science, Peking University, Beijing, China; Department of Computer Science, Cornell University, Ithaca, NY",IEEE Transactions on Computers,"11 Dec 2017","2018","67","1","45","58","Deterministic replay, which provides the ability to travel backward in time and reconstruct the past execution flow of a multiprocessor system, has many prominent applications. Prior research in this area can be classified into two categories: hardware-only schemes and software-only schemes. While hardware-only schemes deliver high performance, they require significant modifications to the existing hardware. In contrast, software-only schemes work on commodity hardware, but suffer from excessive performance overhead and huge logs. In this article, we present the design and implementation of a novel system, Samsara, which uses the hardware-assisted virtualization (HAV) extensions to achieve efficient deterministic replay without requiring any hardware modification. Unlike prior software schemes which trace every single memory access to record interleaving, Samsara leverages HAV on commodity processors to track the read-set and write-set for implementing a chunk-based recording scheme in software. By doing so, we avoid all memory access detections, which is a major source of overhead in prior works. Evaluation results show that compared with prior software-only schemes, Samsara significantly reduces the log file size to 1/70th on average, and further reduces the recording overhead from about 10x, reported by state-of-the-art works, to 2.1x on average.","1557-9956","","10.1109/TC.2017.2727492","National Natural Science Foundation of China(grant numbers:61572044,61170056); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7982675","Deterministic replay;virtualization;multi-core","Program processors;Hardware;Protocols;Virtualization;Computer architecture;Virtual machine monitors","","5","","41","IEEE","17 Jul 2017","1 Jan. 2018","","IEEE","IEEE Journals"
"Architecture Modelling and Task Scheduling of an Integrated Parallel CNC System in Docker Containers Based on Colored Petri Nets","H. Jin; Y. Wang; Q. Wang; J. Liu; S. Wang; J. Zhang; S. Hao; H. Fu","School of Mechatronics Engineering, Harbin Institute of Technology, Harbin, China; School of Mechatronics Engineering, Harbin Institute of Technology, Harbin, China; School of Mechatronics Engineering, Harbin Institute of Technology, Harbin, China; School of Mechatronics Engineering, Harbin Institute of Technology, Harbin, China; Foxconn Industrial Internet Co., Ltd., Shenzhen, China; Foxconn Industrial Internet Co., Ltd., Shenzhen, China; Foxconn Industrial Internet Co., Ltd., Shenzhen, China; School of Mechatronics Engineering, Harbin Institute of Technology, Harbin, China",IEEE Access,"19 Apr 2019","2019","7","","47535","47549","With the diversification of product types and the development of complex CNC system functions, reconfigurable, and extensible CNC system must be developed to meet the needs of industrial production in the new era. To optimize the original architecture between the CNC system and the machine tool, and to improve the integration level of the industrial control system, an integrated parallel CNC system which could control multiple CNC machine tools based on high performance multi-core processor is proposed in this paper. Based on the virtualize container technology, the functional modules of the CNC system, such as the interpreter module and interpolation module, operate separately on each Docker containers. The system scheduling module uniformly schedules above functional modules and caches the data generated by each module to maximize the processing efficiency and resource utilization. For the modeling of system architecture, the colored Petri nets are used to establish the models of CNC system and task scheduling. Two strategies of task scheduling which based on task dependencies and data flow are presented to determine the priority of system function threads. According to the developed test platform, the real time of the virtual system environment, real-time system environment, and the communication module of integrated CNC are analyzed. Furthermore, test results show that the proposed integrated parallel CNC system has the ability of centralized control of two machine tools synchronously.","2169-3536","","10.1109/ACCESS.2019.2909774","National Natural Science Foundation of China(grant numbers:51805116); Project of Open Intelligent Central Control System funded by Foxconn Industrial Internet Co., Ltd; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8684193","Integrated parallel CNC system;docker containers;colored Petri nets;architecture modelling;task scheduling","Task analysis;Containers;Job shop scheduling;Real-time systems;Machine tools;Multicore processing;Computer numerical control","","3","","19","OAPA","9 Apr 2019","2019","","IEEE","IEEE Journals"
"SDNMA: A Software-Defined, Dynamic Network Manipulation Application to Enhance BGP Functionality","R. Gandotra; L. Perigo","Interdisciplinary Telecom Program, University of Colorado Boulder, Boulder, USA; Interdisciplinary Telecom Program, University of Colorado Boulder, Boulder, USA",2018 IEEE 20th International Conference on High Performance Computing and Communications; IEEE 16th International Conference on Smart City; IEEE 4th International Conference on Data Science and Systems (HPCC/SmartCity/DSS),"24 Jan 2019","2018","","","1007","1014","Software-defined networking (SDN) is reshaping the networking paradigm. The previous studies on SDN show that SDN implementations have advantages over traditional networks. Enhancing the existing SDN functionality to the global network level, this paper examines how utilizing the flexibility and programmability of SDN will benefit both inter-AS and intra-AS Border Gateway Protocol (BGP) functionality. This research proposes a software-defined dynamic network manipulation application (SDNMA) that provides dynamic, real-time, application-based network manipulation when peering with traditional eBGP peers. Our results show that the network-aware application can dynamically manipulate paths in SDN per BGP updates received from neighbors, converge the network if a traditional BGP peering connection is lost, limit the number of iBGP speakers inside the AS, and make application-based traffic engineering decisions based on real-time network information such as throughput, delay, and loss.","","978-1-5386-6614-2","10.1109/HPCC/SmartCity/DSS.2018.00167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622905","BGP, SDN, network programmability, OpenFlow, Ryu, Python, REST, API, network automation, SDN controller","Routing;Manipulator dynamics;Real-time systems;Routing protocols;Virtual machining;Python","","10","","33","IEEE","24 Jan 2019","28-30 June 2018","28-30 June 2018","IEEE","IEEE Conferences"
"rTraffic - a realtime web application for traffic status update in the streets of Bangladesh","S. Paul; P. D. Nath; N. M. Abdus Sattar; H. U. Zaman","Dept. of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Dept. of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh; Dept. of Electr. & Comput. Eng., North South University, Dhaka, Dhaka District, BD; Dept. of Electrical and Computer Engineering, North South University, Dhaka, Bangladesh",2017 International Conference on Research and Innovation in Information Systems (ICRIIS),"10 Aug 2017","2017","","","1","6","As median income rises in Bangladesh, so too does the number of people who own cars. Bangladesh as a nation does not have the resources to maintain the infrastructure for this steadily increasing number of cars hitting the streets. The result is that key intersections are frequently gridlocked causing horrendous traffic jams. This paper introduces rTraffic - a smartphone based web application that aims at making this issue a little more bearable by combining a crowd-sourced data acquisition model and real-time notifications system that suggests users on which routes to take and which routes to avoid. The paper will also discuss about the basic methodology, low-level implementation details and scaling factor considerations for real world deployment and performance benchmarks.","2324-8157","978-1-5090-3035-4","10.1109/ICRIIS.2017.8002457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8002457","Real-time Traffic Notifications;Crowd-sourced Data Model;RESTful Application;Android;Traffic Congestion","Androids;Humanoid robots;Google;Roads;Global Positioning System;Real-time systems;Java","","3","","11","IEEE","10 Aug 2017","16-17 July 2017","16-17 July 2017","IEEE","IEEE Conferences"
"Indian Sign Language Numeral Recognition Using Region of Interest Convolutional Neural Network","T. D. Sajanraj; M. Beena","Dept. of Computer Science & Engineering, Vidya Academy of Science and Technology, Thrissur, Kerala, India; Dept. of Computer Science & Engineering, Vidya Academy of Science and Technology, Thrissur, Kerala, India",2018 Second International Conference on Inventive Communication and Computational Technologies (ICICCT),"27 Sep 2018","2018","","","636","640","Communication provide interaction among the people to exchange the feelings and ideas. The deaf community suffer a lot to interact with the community. Sign language is the way through which the people communicate with each other. In order to provide interaction with normal people there is a system which can convert the sign languages to the understandable form. The purpose of this work is to provide a real-time system which can convert Indian Sign Language (ISL) to the text. Most of the work based on handcrafted feature. In this we are introducing a deep learning approach which can classify the sign using the convolutional neural network. In the first phase we make a classifier model using the numeral signs using the Keras implementation of convolutional neural network using python. In phase two another real-time system which used skin segmentation to find the Region of Interest in the frame which shows the bounding box. The segmented region is feed to the classifier model to predict the sign. The system has attained an accuracy of 99.56% for the same subject and 97.26% in the low light condition. The classifier found to be improving with different background and the angle of the image captured. Our method focus on the RGB camera system.","","978-1-5386-1974-2","10.1109/ICICCT.2018.8473141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8473141","Deep learning;Convolutional neural network;Region of interest;Real-time system","Feature extraction;Gesture recognition;Assistive technology;Convolutional neural networks;Real-time systems;Image segmentation;Image color analysis","","42","","12","IEEE","27 Sep 2018","20-21 April 2018","20-21 April 2018","IEEE","IEEE Conferences"
"Real-Time Object and Personnel Tracking in Indoor Location","A. S. Taşbaş; E. Erdal; S. Özdemir","Bilgisayar Mühendisliği Bölünü, Gazi Üniversitesi, Ankara, Türkiye; Bilgisayar Mühendisliği Bölünü, Gazi Üniversitesi, Ankara, Türkiye; Bilgisayar Mühendisliği Bölünü, Gazi Üniversitesi, Ankara, Türkiye",2019 4th International Conference on Computer Science and Engineering (UBMK),"21 Nov 2019","2019","","","585","590","The low efficiency of GPS technology in indoor environments enables the development of wireless media technologies such as WLAN, RFID, UWB and BLE in these environments. Given the cost and accuracy of these systems, BLE technology is low in cost and easy to locate in the environment. However, accuracy is lower in server-based systems. In order to solve this problem, the system we propose is based on filtering the data, performing RSSI-distance estimation and estimating the position using WCL algorithm. In the system, positions were obtained with an average error of 0.5 m near the gateway, 2.42 m between the gateways and 2.29 m in the middle of the plan.","","978-1-7281-3964-7","10.1109/UBMK.2019.8907062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8907062","Indoor object tracking;personnel tracking;BLE;Beacon;Beacon Gateway;Card beacon;Python;Django;MQTT;Real-time systems","Logic gates;Radiofrequency identification;Kalman filters;Computer science;Global Positioning System;Wireless fidelity;Wireless communication","","4","","","IEEE","21 Nov 2019","11-15 Sept. 2019","11-15 Sept. 2019","IEEE","IEEE Conferences"
"Enhanced Last-Touch Interaction Attribution Model in Online Advertising","C. B. Yuvaraj; B. R. Chandavarkar; V. S. Kumar; B. S. Sandeep","Department of Computer Science and Engineering, NITK Surathkal, Mangalore, India 575025; Department of Computer Science and Engineering, NITK Surathkal, Mangalore, India 575025; Department of Computer Science and Engineering, NITK Surathkal, Mangalore, India 575025; Department of Computer Science and Engineering, NITK Surathkal, Mangalore, India 575025","2018 IEEE Distributed Computing, VLSI, Electrical Circuits and Robotics (DISCOVER)","28 Mar 2019","2018","","","110","114","The increased popularity of an internet opened a new way for e-business in terms of digital advertisement. In order to get back and improve the “return of investment”, how to allocate the revenue distribution to different marketing channels comes out to be the key problem in digital advertising. However, last interaction model, first interaction model, last click, last ad words' click, linear attribution, time-decay attribution, position based attribution models are some of the attribution models developed to attribute and assign contribution to each marketing channel. These existing models consider the contributions of the other channels and some don't consider the synergistic effects in revenue calculation from different marketing channels. This paper proposes Enhanced Last Touch Interaction (ELTI) model to allocate the revenue distribution to different marketing channels using game theory and synergistic effects. Additionally, the paper also implements and adopts the probabilistic approaches to prevent the simple intuitions made by many other attribution models. Prediction accuracy of above 75% of the ELTI model out performance the state-of-the art models.","","978-1-5386-5323-4","10.1109/DISCOVER.2018.8674079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8674079","Multi-touch attribution;Game theory;Synergistic effects","Advertising;Data models;Analytical models;Media;Real-time systems;Game theory;Investment","","4","","8","IEEE","28 Mar 2019","13-14 Aug. 2018","13-14 Aug. 2018","IEEE","IEEE Conferences"
"Hardware-Assisted Virtualization for Heterogeneous Automotive Applications","M. Mounir; M. AbdelSalam; M. Safar; A. Salem","Mentor A Siemens Business, Cairo, Egypt; Mentor A Siemens Business, Cairo, Egypt; Mentor A Siemens Business, Cairo, Egypt; Mentor A Siemens Business, Cairo, Egypt",2019 14th International Conference on Computer Engineering and Systems (ICCES),"16 Apr 2020","2019","","","195","200","Today's car manufacturers are racing in deploying new innovative functionalities in modern cars like human-machine interface (HMI) technologies, cloud-based services, vehicle ad-hoc networks (V ANET) and autonomous driving. Such new technologies increase the complexity of vehicle's E/E architecture and adds new requirements on automotive software systems. This can specially be seen in cockpit domain units like Advanced Driver Assistance Systems (ADAS), Infotainment Head Units (IHU) and Telematics (TEM). The software applications of such units now exhibit large variations in requirements in terms of safety, security and connectivity as they are involved in both in-Vehicle network communication and cellular vehicle communication (V2X). In addition to that, Original Equipment Manufacturers (OEMs) are heading towards consolidating multiple units into single high computing platform. Although this simplifies the networking model of the vehicle, it adds more challenges on the architecture of automotive software systems. This paper focuses on utilizing hardware-assisted virtualization techniques to allow consolidating these heterogeneous applications on the same hardware. The performance of the proposed approach is evaluated to proof meeting the requirements of such applications.","","978-1-7281-5260-8","10.1109/ICCES48960.2019.9068143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9068143","","Virtual machine monitors;Hardware;Virtualization;Automotive engineering;Computer architecture;Software;Real-time systems","","2","","21","IEEE","16 Apr 2020","17-17 Dec. 2019","17-17 Dec. 2019","IEEE","IEEE Conferences"
"Implementing Distributed Lamda-Calculus Interpreter","A. Basov; D. de Carvalho; M. Mazzara","Innopolis University, Russia; Innopolis University, Russia; Innopolis University, Russia",2018 32nd International Conference on Advanced Information Networking and Applications Workshops (WAINA),"23 Jul 2018","2018","","","34","39","This paper describes how one can implement distributed λ-calculus interpreter from scratch. At first, we describe how to implement a monadic parser, than the Krivine Machine is introduced for the interpretation part and as for distribution, the actor model is used. In this work we are not providing general solution for parallelism, but we consider particular patterns, which always can be parallelized. As a result, the basic extensible implementation of call-by-name distributed machine is introduced and prototype is presented. We achieved computation speed improvement in some cases, but efficient distributed version is not achieved, problems are discussed in evaluation section. This work provides a foundation for further research, completing the implementation it is possible to add concurrency for non-determinism, improve the interpreter using call-by-need semantic or study optimal auto parallelization to generalize what could be done efficiently in parallel.","","978-1-5386-5395-1","10.1109/WAINA.2018.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418045","lambda calculus;parallelism;interpreter;Krivine machine","Calculus;Computational modeling;Syntactics;Parallel processing;Grammar;Mathematical model","","","","15","IEEE","23 Jul 2018","16-18 May 2018","16-18 May 2018","IEEE","IEEE Conferences"
"Dynamic Collaboration of Centralized & Edge Processing for Coordinated Data Management in an IoT Paradigm","R. Young; S. Fallon; P. Jacob","Software Research Institute, Athlone Institute of Technology, Athlone, Co, Westmeath; Software Research Institute, Athlone Institute of Technology, Athlone, Co, Westmeath; Software Research Institute, Athlone Institute of Technology, Athlone, Co, Westmeath",2018 IEEE 32nd International Conference on Advanced Information Networking and Applications (AINA),"13 Aug 2018","2018","","","694","701","Over the past decade, much focus in the area of Technology has deviated towards two relatively new areas; ""The Internet of Things"" and ""Machine Learning"". Although completely separate technologies, they have one major factor in common, Data. The IoT paradigm relies on sensor devices to ingest data and gain valuable insight on their surrounding environment. Data is often considered the newest natural resource. Analysing data instantaneously can give companies a leading edge in their market. Machine learning algorithms are helping companies achieve this feat in the most efficient way possible. In this paper, we propose a governance architecture for dynamic distributed data mining, utilizing a flow based programming inspired model. We illustrate a collaborative protocol between edge devices and central controllers where computation and distribution may be driven by factors including hardware limitations, latency, or energy consumption. Our proposed architecture is evaluated in a connected vehicle use case. To demonstrate the feasibility of our work, we present two scenarios; local real-time prediction of driver alertness, and task/computation offloading based on CPU usage of the edge device.","2332-5658","978-1-5386-2195-0","10.1109/AINA.2018.00105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8432307","Distributed Data Processing;Edge Computing;Apache Nifi;Apache Minifi;Internet of Things","Containers;Computer architecture;Real-time systems;Vehicles;Data mining;Data models;Program processors","","5","","22","IEEE","13 Aug 2018","16-18 May 2018","16-18 May 2018","IEEE","IEEE Conferences"
"Design and Implementation of Multi-Protocol Gateway for Internet of Things","D. Hanggoro; L. Rosyidi; R. F. Sari","Department of Electrical Engineering, Universitas Indonesia, Depok, Indonesia; Department of Electrical Engineering, Universitas Indonesia, Depok, Indonesia; Department of Electrical Engineering, Universitas Indonesia, Depok, Indonesia","2019 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)","5 Aug 2019","2019","","","64","69","Heterogeneity is one of the top challenges for Internet of Things. One of the cases is the diversity of communication protocol used in IoT devices. This paper discusses the design and implementation of a multi-protocol gateway that can receive several protocols at once, i.e. WiFi, Bluetooth Low Energy and ZigBee from IoT devices. The gateway is powered by a single board computer which is equipped by required transceiver module. A python script is used to control the process in the backend, along with MySQL for data storage and a frontend user interface built by Lazarus. A dashboard that displays the collected data and the network topology is provided to validate the work of the gateway. As the result, the gateway is able to accept all of the three communication protocols at the same time and display the data in real time in the dashboard. The result also shows that each protocol has different delay and packet delivery ratio. The WiFi protocols is found to have the largest delay which is 362 ms, and also the lowest packet delivery ratio which is 97%.","","978-1-7281-3745-2","10.1109/ICIAICT.2019.8784849","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8784849","multi-protocol gateway;Internet of Things;WiFi;Bluetooth Low Energy;ZigBee","Logic gates;Protocols;Wireless fidelity;Bluetooth;Zigbee;Hardware;Liquid crystal displays","","6","","15","IEEE","5 Aug 2019","1-3 July 2019","1-3 July 2019","IEEE","IEEE Conferences"
"Towards Overhead-Free Interface Theory for Compositional Hierarchical Real-Time Systems","J. H. Kim; K. H. Kim; A. Easwaran; I. Lee","Department of Computer and Information Science, University of Pennsylvania, Philadelphia, PA, USA; Department of Informatics, Gyeongsang National University, Jinju, South Korea; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Department of Computer and Information Science, University of Pennsylvania, Philadelphia, PA, USA",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,"18 Oct 2018","2018","37","11","2869","2880","A significant amount of research has been conducted in the past on compositional real-time scheduling as it has become a useful foundational theory for real-time operating systems and hypervisors. However, compositional frameworks suffer from abstraction overhead in composing components. In this paper, we decompose the abstraction overhead into: 1) supply abstraction overhead associated with the supply from a resource provider and 2) demand abstraction overhead associated with the component workload. Then, we provide sufficient conditions for each abstraction overhead to be eliminated. In addition, this paper provides a heuristic technique that transforms a component to satisfy the sufficient conditions so that the abstraction overhead can be minimized. In experiments, we show that our technique outperforms two prior overhead-reducing techniques. The reduction in overhead is about 10% on average when compared to a technique that uses a single global period and about 8% on average when compared to a technique based on harmonicity.","1937-4151","","10.1109/TCAD.2018.2858465","ONR(grant numbers:N00014-16-1-2195); Global Research Laboratory Program through NRF and the DGIST Research and Development Program (CPS Global Center); Ministry of Science, ICT and Future Planning(grant numbers:2013K1A1A2A02078326); Korea Institute of Energy Technology Evaluation and Planning(grant numbers:20174030201440); Ministry of Education, Singapore(grant numbers:ARC9/14); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493505","Compositional framework (CF);harmonic tasks;hierarchical real-time systems;overhead reduction","Task analysis;Harmonic analysis;Real-time systems;Computational modeling;Analytical models;Open systems;Virtual machine monitors;Embedded systems","","3","","27","IEEE","16 Oct 2018","Nov. 2018","","IEEE","IEEE Journals"
"Next Generation Antivirus Applied to Jar Malware Detection based on Runtime Behaviors using Neural Networks","R. Pinheiro; S. Lima; S. Fernandes; E. Albuquerque; S. Medeiros; D. Souza; T. Monteiro; P. Lopes; R. Lima; J. Oliveira; S. Silva","POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; DEL-POLI UFRJ, Rio de Janeiro, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil; POLI/UPE University of Pernambuco, Recife, Brazil",2019 IEEE 23rd International Conference on Computer Supported Cooperative Work in Design (CSCWD),"8 Aug 2019","2019","","","28","32","Java vulnerabilities correspond to 91% of all exploits monitored on the world wide web. Then, the present paper aims to create a NGAV (Next Generation Antivirus), endowed with machine learning and artificial intelligence, specialist in Java malwares detection. In the proposed methodology, the suspect Jar file is executed in order to infect, intentionally, Windows 7 audited in a controlled environment. In all, our NGAV monitors and ponders, statistically, 6824 actions that the suspected Jar file can do when executed. Our NGAV achieves an average performance of 95.61% in the distinction between benign and malwares Jar files. Different initial conditions, learning functions and architectures of our NGAV are investigated in order to maximize their accuracy. Then, the limitations of commercial antiviruses can be supplied by NGAVs. Instead of models based on blacklists, our NGAV allows the detection of Jar malwares in a preventive way and not in a reactive manner as modus operandi of Oracle Java's and others commercial antiviruses.","","978-1-7281-0350-1","10.1109/CSCWD.2019.8791864","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8791864","NGAV;Jar Files;Malwares;Artificial neural networks;Real-time malware detection;Computer Forensics","Handheld computers;Collaborative work;Malware;Conferences;Artificial neural networks;Real-time systems;Forensics","","3","","18","IEEE","8 Aug 2019","6-8 May 2019","6-8 May 2019","IEEE","IEEE Conferences"
