"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automatic RT-Java Code Generation from AADL Models for ARINC653-Based Avionics Software","Y. Wang; D. Ma; Y. Zhao; L. Zou; X. Zhao","National Laboratory of Software Development Environment, Institute of Advanced Computing Technology, School of Computer Science and Engineering, Beihang University, Beijing, China; National Laboratory of Software Development Environment, Institute of Advanced Computing Technology, School of Computer Science and Engineering, Beihang University, Beijing, China; National Laboratory of Software Development Environment, Institute of Advanced Computing Technology, School of Computer Science and Engineering, Beihang University, Beijing, China; National Laboratory of Software Development Environment, Institute of Advanced Computing Technology, School of Computer Science and Engineering, Beihang University, Beijing, China; National Laboratory of Software Development Environment, Institute of Advanced Computing Technology, School of Computer Science and Engineering, Beihang University, Beijing, China",2012 IEEE 36th Annual Computer Software and Applications Conference,"10 Nov 2012","2012","","","670","679","Modern avionics architecture is evolving from traditional federated architecture to Integrated Modular Avionics (IMA) architecture. ARINC653 standard, which is employed in the avionics industry, supports partitioning core concept in IMA. Furthermore, avionic software has very high safety and reliability requirements in safety- critical domains. Therefore, how to develop high-integrity avionics software constructed on ARINC653 architecture becomes a very significant problem nowadays. In this paper we propose an automatic RT-Java code generation approach based on the AADL model for ARINC653 (AADL653) to enable the development of RT-Java ARINC653-based avionics software more productive and trustworthy. Our main contribution in this paper includes: (1) a mapping from the AADL653 model to a high-integrity RT-Java programming model for ARINC653 (RT-Java653); (2) an ARINC653-compliant RT-Java code generation algorithm suitable for complex multi-task collaboration interaction situation. Accordingly, we implement this RT-Java class library and corresponding code generator. Moreover, a simplified multi-task flight application as a case study is given to illustrate our approach and the preliminary experiment results show the validity of our approach.","0730-3157","978-0-7695-4736-7","10.1109/COMPSAC.2012.94","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340226","IMA;avionics software;safety-critical;high-integrity;ARINC653;AADL653;RT-Java653;code generation","Aerospace electronics;Software;Computational modeling;Computer architecture;Message systems;Collaboration","","1","","22","IEEE","10 Nov 2012","16-20 July 2012","16-20 July 2012","IEEE","IEEE Conferences"
"Delay-Adaptive Causal Markov Decision Processes Achieve Exponential Speedup in Real-Time Safety-Critical Control","Y. Rumanto; R. F. Sari","Department of Electrical Engineering, University of Indonesia, Depok, Indonesia; Department of Electrical Engineering, University of Indonesia, Depok, Indonesia",2025 2nd Beyond Technology Summit on Informatics International Conference (BTS-I2C),"25 Feb 2026","2025","","","329","334","Traditional Markov Decision Process (MDP) formulations have exponential computational complexity that limits their use in real-time safety-critical systems. This paper introduces Causal Structure-Informed MDPs with Delay Adaptation (C-MDP-DA), a framework that uses sparse causal relationships in physical systems to achieve exponential state space reduction and polynomial parameter reduction. The key idea is to factorize the transition function according to the system’s causal structure so that each state variable depends only on its direct causal parents rather than all system variables. This reduces both parameters and computational operations from exponential to linear in the number of causal edges. Our theoretical analysis shows that optimality is preserved and that explicit delay modeling maintains linear complexity without state space augmentation. Validation across six diverse domains (chemical process, drone swarm, autonomous vehicle, robotics, smart grid, biomedical) shows 20-225 times complexity reduction with microsecond decision latencies. A critical innovation is real-time delay adaptation that handles time-varying delays without state space explosion, validated in autonomous driving and chemical process control scenarios with 77-86% performance improvement over fixed-delay assumptions, preventing safety violations and emergency shutdowns.","","979-8-3315-7521-2","10.1109/BTS-I2C67944.2025.11399517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11399517","Markov decision processes;causal inference;delay-adaptive control;real-time systems;computational complexity","Markov decision processes;Optimal control;Aerospace electronics;Real-time systems;Delays;Chemical processes;Smart grids;Safety;Time complexity;Autonomous vehicles","","","","27","IEEE","25 Feb 2026","18-18 Dec. 2025","18-18 Dec. 2025","IEEE","IEEE Conferences"
"Modular verification of synchronization with reentrant locks","T. Bultan; F. Yu; A. B. Can","Department of Computer Science, University of California, Santa Barbara, CA, USA; Department of Computer Science, University of California, Santa Barbara, CA, USA; Informatics Institute, Middle East Technical University, Ankara, Turkey",Eighth ACM/IEEE International Conference on Formal Methods and Models for Codesign (MEMOCODE 2010),"26 Aug 2010","2010","","","59","68","We present a modular approach for verification of synchronization behavior in concurrent programs that use reentrant locks. Our approach decouples the verification of the lock implementation from the verification of the threads that use the lock. This decoupling is achieved using lock interfaces that characterize the allowable execution order for the lock operations. We use a thread modular verification approach to check that each thread obeys the lock interface. We verify the lock implementation assuming that the threads behave according to the lock interface. We demonstrate that this approach can be used to verify synchronization behavior in Java programs that use reentrant lock implementations for synchronization.","","978-1-4244-7886-6","10.1109/MEMCOD.2010.5558623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5558623","","Java;Synchronization;Semantics;Programming;Automation;USA Councils","","2","","23","IEEE","26 Aug 2010","26-28 July 2010","26-28 July 2010","IEEE","IEEE Conferences"
"An Empirical Study of the Effectiveness of ""Forcing"" Diversity Based on a Large Population of Diverse Programs","P. Popov; V. Stankovic; L. Strigini","Centre for Software Reliability, City University London, London, UK; Centre for Software Reliability, City University London, London, UK; Centre for Software Reliability, City University London, London, UK",2012 IEEE 23rd International Symposium on Software Reliability Engineering,"4 Apr 2013","2012","","","41","50","Use of diverse software components is a viable defence against common-mode failures in redundant software-based systems. Various forms of ""Diversity-Seeking Decisions"" (""DSDs"") can be applied to the process of developing, or procuring, redundant components, to improve the chances of the resulting components not failing on the same demands. An open question is how effective these decisions, and their combinations, are for achieving large enough reliability gains. Using a large population of software programs, we studied experimentally the effectiveness of specific ""DSDs"" (and their combinations) mandating differences between redundant components. Some of these combinations produced much better improvements in system probability of failure per demand (PFD) than ""uncontrolled"" diversity did. Yet, our findings suggest that the gains from such ""DSDs"" vary significantly between them and between the application problems studied. The relationship between DSDs and system PFD is complex and does not allow for simple universal rules (e.g. ""the more diversity the better"") to apply.","2332-6549","978-1-4673-4638-2","10.1109/ISSRE.2012.27","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405403","design diversity;multiple version software;software fault tolerance;diversity-seeking decisions;reliability improvement;experimental study","Diversity reception;Software;Phase frequency detector;Java;Software reliability","","7","","24","IEEE","4 Apr 2013","27-30 Nov. 2012","27-30 Nov. 2012","IEEE","IEEE Conferences"
"Implementation of Dynamic Semantic Evolution of Embedded Systems","J. S. Bhanu; V. Babu; P. Trimurthu","NA; Department of Computer Science and Engineering, JNTUH; NA",2015 9th Asia Modelling Symposium (AMS),"31 Oct 2016","2015","","","43","51","Embedded systems which are used for monitoring and controlling safety and mission critical systems cannot be shut down for want of making changes to the ES software for the reasons of updating, adding and deleting tasks. ES software must evolve dynamically while the software is up and running due to the criticality reasons. Many architectures have been presented related to loaded systems and few related to embedded systems for effecting semantic evolution of the embedded software. Dynamic evolution of embedded software is quite complicated due to the availability of fewer resources and especially when the evolution has to be carried under the influence of a real time operating system (RTOS). In this paper the implementation of dynamic semantic evolution of embedded software which runs under an RTOS has been presented.","2376-1172","978-1-4673-8323-3","10.1109/AMS.2015.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7725297","ES architectures;Dynamic semantic evolution;monitoring and controlling safety critical systems;Software evolution","Java;C++ languages;Semantics;Safety;Embedded systems;Computer architecture","","","","26","IEEE","31 Oct 2016","7-9 Sept. 2015","7-9 Sept. 2015","IEEE","IEEE Conferences"
"VSC Track Report","A. Calvagna; E. Tramontana","Dipartimento di Matematica e Informatica, University of Catania, Italy; Dipartimento di Matematica e Informatica, University of Catania, Italy",2013 Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises,"29 Jul 2013","2013","","","346","346","This report provides an introduction to the papers accepted for the VSC track at IEEE WETICE 2013.","1524-4547","978-1-4799-0405-1","10.1109/WETICE.2013.69","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6570640","","Educational institutions;Java;Safety;Testing;Distributed algorithms;Wireless sensor networks;Software","","","","","IEEE","29 Jul 2013","17-20 June 2013","17-20 June 2013","IEEE","IEEE Conferences"
"An environment for training computer science students on software testing","J. Collofello; K. Vehathiri","Department of Computer Science and Engineering, Arizona State University, Tempe, AZ, USA; Department of Computer Science and Engineering, Arizona State University, Tempe, AZ, USA",Proceedings Frontiers in Education 35th Annual Conference,"3 Apr 2006","2005","","","T3E","6","Software testing is essential to ensure software quality. On most software projects testing activities consume at least 30 percent of the project effort. On safety critical applications, software testing can consume between 50 to 80 percent of project effort. There is a vast amount of information available on software testing techniques and tools and some universities offer software testing courses at the advanced undergraduate and graduate level. Software testing must also be stressed in beginning courses and even in the high schools when students are first learning to program. It is also important in these early years to instill a respect for software testing and some interest in possible testing careers. This paper describes a project to develop a learning and training environment that enables students to develop the knowledge and skills to perform requirement based testing. The target audience for the environment are beginning programming students at either the high school or university level. The software training environment consists of Web-based instructional materials as well as a testing simulator which enables students to actually test software programs. This paper describes the educational objectives of the test training environment, its implementation and results from utilizing the environment with beginning programming students.","2377-634X","0-7803-9077-6","10.1109/FIE.2005.1611937","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1611937","software testing;training simulator;web-based training","Computer science;Software testing;Educational institutions;Programming profession;Materials testing;Software quality;Software safety;Application software;Engineering profession;Performance evaluation","","11","","11","IEEE","3 Apr 2006","19-22 Oct. 2005","19-22 Oct. 2005","IEEE","IEEE Conferences"
"Requirements-Aided Automatic Test Case Generation for Industrial Cyber-physical Systems","R. Sinha; C. Pang; G. S. Martínez; J. Kuronen; V. Vyatkin","Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand; Department of Electrical Engineerineg and Automation, Aalto University, Helsinki, Finland; Department of Electrical Engineerineg and Automation, Aalto University, Helsinki, Finland; Fortum Oyj, Helsinki, Finland; Department of Computer Science, Luleå University of Technology, Sweden",2015 20th International Conference on Engineering of Complex Computer Systems (ICECCS),"18 Jan 2016","2015","","","198","201","Industrial cyber-physical systems require complex distributed software to orchestrate many heterogeneous mechatronic components and control multiple physical processes. Industrial automation software is typically developed in a model-driven fashion where abstractions of physical processes called plant models are co-developed and iteratively refined along with the control code. Testing such multi-dimensional systems is extremely difficult because often models might not be accurate, do not correspond accurately with subsequent refinements, and the software must eventually be tested on the real plant, especially in safety-critical systems like nuclear plants. This paper proposes a framework wherein high-level functional requirements are used to automatically generate test cases for designs at all abstraction levels in the model-driven engineering process. Requirements are initially specified in natural language and then analyzed and specified using a formalized ontology. The requirements ontology is then refined along with controller and plant models during design and development stages such that test cases can be generated automatically at any stage. A representative industrial water process system case study illustrates the strengths of the proposed formalism. The requirements meta-model proposed by the CESAR European project is used for requirements engineering while IEC 61131-3 and model-driven concepts are used in the design and development phases. A tool resulting from the proposed framework called REBATE (Requirements Based Automatic Testing Engine) is used to generate and execute test cases for increasingly concrete controller and plant models.","","978-1-4673-8581-7","10.1109/ICECCS.2015.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7384248","test case generation;requirements;model-driven engineering;ontologies;CESAR;model-based testing","Ontologies;Testing;Software;Automation;Unified modeling language;Process control;Safety","","11","","16","IEEE","18 Jan 2016","9-12 Dec. 2015","9-12 Dec. 2015","IEEE","IEEE Conferences"
"Reliability Analysis Using Bayesian Belief Network on Drone System: A Case Study","M. Das; B. R. Mohan; R. M. R. G; E. Chhaparwal; K. K. K; S. Chowdhury; S. Sharma","Dept. of Information Technology, NIT Karnataka, Mangalore; Dept. of Information Technology, NIT Karnataka, Mangalore; Dept. of Information Technology, NIT Karnataka, Mangalore; Dept. of Information Technology, NIT Karnataka, Mangalore; Dept. of Information Technology, NIT Karnataka, Mangalore; Dept. of Information Technology, NIT Karnataka, Mangalore; Dept. of Information Technology, NIT Karnataka, Mangalore",2024 IEEE Silchar Subsection Conference (SILCON 2024),"13 Mar 2025","2024","","","1","6","Ensuring the reliability of software components is of paramount importance in safety-critical systems. Grave consequences might occur if software failures in such systems. Hence, predicting software reliability is important in these systems. This research uses Bayesian Belief Network(BBN) and leverages historical failure data to find fault interdependencies, giving much more insights than methodologies like Fault Tree Analysis (FTA) and Reliability Block Diagrams (RBD). By comparing BBNs with these traditional methods, the research shows the dynamic capabilities of BBNs. BBN also shows the capability of using real-time data and machine learning together to increase the software reliability of the software components, making this system much safer.","","979-8-3315-4082-1","10.1109/SILCON63976.2024.10910879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10910879","Bayesian Belief Network;Fault Tree Analysis;Reliability Block Diagram;Failure rate;software reliability;Open Markov;Conditional Probability Table (CPT)","Machine learning;Software;Real-time systems;Software reliability;Bayes methods;Fault trees;Drones","","1","","11","IEEE","13 Mar 2025","15-17 Nov. 2024","15-17 Nov. 2024","IEEE","IEEE Conferences"
"Quantitative Regular Expressions for Arrhythmia Detection","H. Abbas; A. Rodionova; K. Mamouras; E. Bartocci; S. A. Smolka; R. Grosu","Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, PA, USA; Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, PA, USA; Department of Computer and Information Science, University of Pennsylvania, Philadelphia, PA, USA; Faculty of Informatics, Technical University of Vienna, Vienna, Austria; Computer Science Department, Stony Brook University, Stony Brook, NY, USA; Faculty of Informatics, Technical University of Vienna, Vienna, Austria",IEEE/ACM Transactions on Computational Biology and Bioinformatics,"11 Oct 2019","2019","16","5","1586","1597","Implantable medical devices are safety-critical systems whose incorrect operation can jeopardize a patient's health, and whose algorithms must meet tight platform constraints like memory consumption and runtime. In particular, we consider here the case of implantable cardioverter defibrillators, where peak detection algorithms and various others discrimination algorithms serve to distinguish fatal from non-fatal arrhythmias in a cardiac signal. Motivated by the need for powerful formal methods to reason about the performance of arrhythmia detection algorithms, we show how to specify all these algorithms using Quantitative Regular Expressions (QREs). QRE is a formal language to express complex numerical queries over data streams, with provable runtime and memory consumption guarantees. We show that QREs are more suitable than classical temporal logics to express in a concise and easy way a range of peak detectors (in both the time and wavelet domains) and various discriminators at the heart of today's arrhythmia detection devices. The proposed formalization also opens the way to formal analysis and rigorous testing of these detectors' correctness and performance, alleviating the regulatory burden on device developers when modifying their algorithms. We demonstrate the effectiveness of our approach by executing QRE-based monitors on real patient data on which they yield results on par with the results reported in the medical literature.","1557-9964","","10.1109/TCBB.2018.2885274","Air Force Office of Scientific Research(grant numbers:FA9550-14-1-0261); NSF(grant numbers:IIS-1447549,CNS-1446832,CNS-1446664,CNS-1445770,CNS-1445770); Austrian National Research Network(grant numbers:S 11405-N23,S 11412-N23 (RiSE/SHiNE)); Austrian Science Fund; ICT COST Action IC1402 Runtime Verification beyond Monitoring; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8570818","Peak detection;electrocardiograms;arrythmia discrimination;ICDs;quantitative regular expressions","Wavelet domain;Signal processing algorithms;Detectors;Continuous wavelet transforms;Spectrogram;Task analysis","Algorithms;Arrhythmias, Cardiac;Electrocardiography;Humans;Signal Processing, Computer-Assisted","10","","35","IEEE","9 Dec 2018","1 Sept.-Oct. 2019","","IEEE","IEEE Journals"
"Component-based software engineering for resource-constraint systems: what are the needs?","D. K. Hammer; M. R. V. Chaudron","Department of Computing Science, Eindhovan University of Technology, Eindhoven, Netherlands; Department of Computing Science, Eindhovan University of Technology, Eindhoven, Netherlands",Proceedings Sixth International Workshop on Object-Oriented Real-Time Dependable Systems,"7 Aug 2002","2001","","","91","94","The article summarizes the most important problems that must be solved in order to establish a component-based software engineering (CBSE) discipline for resource-constraint systems. Resource-constraints are especially relevant for embedded systems (e.g. telecommunication systems and many modern consumer products), real-time systems and dependable safety-critical systems, but can be encountered in virtually all types of systems. The authors define a number of research challenges in the form of requirements that are not yet met by contemporary component models. For each requirement, we explain its relevance and suggest directions for possible solutions. We concentrate on the architectural level, since it is here that CBSE has the highest benefits in terms of adaptability arid reuse. We also do not consider non functional constraints in general, but only dependability constraints (timeliness, performances, reliability, availability and security). The reason is that the latter directly affect the feasibility of a given component configuration, while this is less obvious for general constraints like scalability, maintainability and interoperability.","1530-1443","0-7695-1068-X","10.1109/WORDS.2001.945118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=945118","","Software engineering;Real time systems;Java;Peer to peer computing;Embedded system;Telecommunications;Consumer products;Security;Timing;Filters","","11","","9","IEEE","7 Aug 2002","8-10 Jan. 2001","8-10 Jan. 2001","IEEE","IEEE Conferences"
"Time Predictable CPU and DMA Shared Memory Access","C. Pitter; M. Schoeberl","Institute of Computer Engineering, University of Technology, Vienna, Austria; Institute of Computer Engineering, University of Technology, Vienna, Austria",2007 International Conference on Field Programmable Logic and Applications,"12 Nov 2007","2007","","","317","322","In this paper, we propose a first step towards a time predictable computer architecture for single-chip multiprocessing (CMP). CMP is the actual trend in server and desktop systems. CMP is even considered for embedded realtime systems, where worst-case execution time (WCET) estimates are of primary importance. We attack the problem of WCET analysis for several processing units accesing a shared resource (the main memory) by support from the hardware. In this paper, we combine a time predictable Java processor and a direct memory access (DMA) unit with a regular access pattern (VGA controller). We analyze and evaluate different arbitration schemes with respect to schedulability analysis and WCET analysis. We also implement the various combinations in an FPGA. An FPGA is the ideal platform to verify the different concepts and evaluate the results by running applications with industrial background in real hardware.","1946-1488","978-1-4244-1059-0","10.1109/FPL.2007.4380666","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4380666","","Real time systems;Communication system control;Central Processing Unit;Job shop scheduling;Processor scheduling;Displays;Testing;Size control;Hardware;Java","","3","1","12","IEEE","12 Nov 2007","27-29 Aug. 2007","27-29 Aug. 2007","IEEE","IEEE Conferences"
"Two alternative RMI models for real-time distributed applications","D. Tejera; R. Tolosa; M. A. de Miguel; A. Alonso","Departamento de Ingeniería de Sistemas Telemáticos, ETSI Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain; Departamento de Ingeniería de Sistemas Telemáticos, ETSI Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain; Departamento de Ingeniería de Sistemas Telemáticos, ETSI Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain; Departamento de Ingeniería de Sistemas Telemáticos, ETSI Telecomunicación, Universidad Politécnica de Madrid, Madrid, Spain",Eighth IEEE International Symposium on Object-Oriented Real-Time Distributed Computing (ISORC'05),"6 Jun 2005","2005","","","390","397","Java's popularity, facilities and platform independence have made it an interesting language for the real time community. The RTSJ (real-time specification for Java) is a Java extension to allow the development of real-time systems. RTSJ does not supply any support for the development of real-time distributed systems. The goal of this work is to define support for this type of systems, based on RMI (remote method invocation). However, the high diversity of real-time systems implies that there is not a single RT-RMI definition that satisfies their requirements. This article presents the basics of two real-time RMI approaches: safety critical RMI, to support hard real-time and high integrity requirements, and quality of service RMI for soft real-time systems, which is based on resource reservation to provide some minimal required quality.","2375-5261","0-7695-2356-0","10.1109/ISORC.2005.62","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1420996","","Real time systems;Java;Object oriented modeling;Computational modeling;Safety;Yarn;Telecommunication standards;Quality of service;Context modeling;Humans","","11","","14","IEEE","6 Jun 2005","18-20 May 2005","18-20 May 2005","IEEE","IEEE Conferences"
"Component behavior prediction and monitoring through built-in test","F. Barbier; N. Belloir","LIUPPA, Université de Pau, Pau, France; LIUPPA, Université de Pau, Pau, France","10th IEEE International Conference and Workshop on the Engineering of Computer-Based Systems, 2003. Proceedings.","22 Apr 2003","2003","","","17","22","Real-time systems or safety-critical applications require high-confidence software components. Component behavior prediction refers to the ability to check, even certify, component specification conformance at development time. Complementarily, odd and varied execution contexts linked to the idea of deployment impose extra checking when components are deployed. This paper proposes incorporation of the test into components. Component states and complex dependencies between these states are methodically specified using UML statechart diagrams. Code is next derived in order to verify at development time component functioning in relation to specification. At deployment time, facilities are offered for (re-)configuring components to carefully fit specific runtime environments. Built-in test (BIT) material may thus be optionally generated in components to capture execution conditions and to make possible component behavior adjustments. All of these principles are powered by means of the BIT/J dedicated Java library that is presented and illustrated in the paper.","","0-7695-1917-2","10.1109/ECBS.2003.1194778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1194778","","Monitoring;Built-in self-test;Real time systems;Application software;Software safety;Testing;Unified modeling language;Runtime environment;Java;Libraries","","8","","16","IEEE","22 Apr 2003","7-10 April 2003","7-10 April 2003","IEEE","IEEE Conferences"
"Development of a Unified Software Quality Platform in the Szeged InfoPólus Cluster","Á. Beszédes; L. Schrettner; T. Gyimóthy","Department of Software Engineering, University of Szeged, Szeged, Hungary; InfoPólus 2009 Ltd., Szeged, Hungary; Department of Software Engineering, University of Szeged, Szeged, Hungary",2012 16th European Conference on Software Maintenance and Reengineering,"5 Apr 2012","2012","","","495","498","In Software Quality Assurance, system status reports are key to the stakeholders for controlling software quality. Although we may rely on a large number of low level measurements to this end, their interpretation and the way of connecting them to high level quality attributes is always a challenge. In this paper we report on a complex project involving industrial partners whose aim is the development of a unified software quality platform that deals with and bridges these low and high level quality aspects, and provides a basis for the industrial applications of the approach. The project is implemented by a consortium of software industry members of the Szeged Software Innovation Pole Cluster and associated researchers with the support from the EU co-financed national grant promoting innovation clusters of small and middle-sized enterprises. The approach to the unified quality platform is based on the Goal-Question-Metric paradigm and a supporting software infrastructure, and its novelty lies in a unified representation of the low level metrics and the high level questions that evaluate them to address software quality assurance goals. It allows the definition of various complex questions involving different types of metrics, while the supporting framework enables the automatic collection of the metrics and the calculation of the answers to the questions. We present details about the design and development of the quality platform and its relation to the applications that are being developed by the industrial members of the consortium.","1534-5351","978-0-7695-4666-7","10.1109/CSMR.2012.65","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6178929","Software quality assurance;Metrics;Goal Question Metric;Quality model;Modeling","Measurement;Unified modeling language;Software quality;Data models;Monitoring;Servers","","","","10","IEEE","5 Apr 2012","27-30 March 2012","27-30 March 2012","IEEE","IEEE Conferences"
"Using Semantic Component Interfaces in Software Engineering Training","E. Kantorowitz; A. Lyakas","Computer Science Department, Technion-Israel Institute of Technology, Haifa, Israel; Computer Science Department, Technion-Israel Institute of Technology, Haifa, Israel",2006 International Conference on Information Technology: Research and Education,"2 Jul 2007","2006","","","201","205","Laboratories for training students in software development involve a considerable coding effort, reducing the complexity of the exercises that are possible in the available lab time. In order to reduce this coding effort our laboratory employed the component framework WebSI. An application developed with WebSI is composed of application logic (AL) component and an interaction style (IS) component, containing code for producing and managing the graphical user interface (GUI). In the laboratory the students wrote only the AL component, while the instructor provided a number of ready-made different IS components. If the student didn't like the produced GUI, she could simply exchange the IS component with one that produces a GUI that is more to her liking. The exchange of an IS component is possible since all IS components employ the same abstract semantic interface, which does not specify the geometric and other properties of the GUI to be produced. Changing components is fast, as no compilation is required. The time the students saved by using ready-made IS components was invested in requirement elicitation and specifications, which had a beneficial effect on the usability of the student projects.","","1-4244-0858-X","10.1109/ITRE.2006.381565","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4266326","Component;Component-Oriented Programming","Software engineering;Graphical user interfaces;Computer science;Laboratories;Costs;Safety;Programming;Application software;Information technology;Computer science education","","","","14","IEEE","2 Jul 2007","16-19 Oct. 2006","16-19 Oct. 2006","IEEE","IEEE Conferences"
"Robust Real-Time Applications in Timber","P. Lindgren; J. Nordlander; M. Kero; J. Eriksson","EISLAB, Luleå University of Technology, Lulea, Sweden; EISLAB, Luleå University of Technology, Lulea, Sweden; EISLAB, Luleå University of Technology, Lulea, Sweden; EISLAB, Luleå University of Technology, Lulea, Sweden",2006 IEEE International Conference on Electro/Information Technology,"4 Dec 2006","2006","","","191","196","Embedded systems are often operating under hard real-time constraints, for example in automotive applications. For such systems, robustness and reliability are crucial, which calls for rigorous system design and methodologies for validation. In this paper we advocate a design methodology for robust, real-time systems, based on Timber; a pure reactive system model that allows for formal reasoning about various system properties. We outline how system specifications in Timber can be ""compiled"" into efficient standalone executables for general light-weight microcontroller platforms. Methods for resource analysis and implications to system dimensioning and validation are further discussed","2154-0373","0-7803-9592-1","10.1109/EIT.2006.252112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4017690","","Robustness;Real time systems;Embedded system;Yarn;Safety;Automotive applications;Memory management;Operating systems;Java;Timing","","6","","23","IEEE","4 Dec 2006","7-10 May 2006","7-10 May 2006","IEEE","IEEE Conferences"
"Validating quality attribute requirements via execution-based model checking","D. Drusinsky; M. -T. Shing","Department of Computer Science, Naval Postgraduate School, Monterrey, CA, USA; Department of Computer Science, Naval Postgraduate School, Monterrey, CA, USA",Proceedings of 2010 21st IEEE International Symposium on Rapid System Protyping,"3 Dec 2010","2010","","","1","7","This paper is concerned with correct specification and validation of quality attribute requirements (QAR's) that cross-cut through a diverse set of complex system functions. These requirements act as modifiers of the systems level functional requirements thereby having substantial influence on the eventual architectural selection. Because system designers traditionally address these requirements one quality attribute at a time, the process frequently results in QAR's that contain subtle conflicting behaviors. This paper presents an approach to QAR-induced behavior validation and conflict detection via execution-based model checking early in the software development process.","2150-5519","978-1-4244-7074-7","10.1109/RSP.2010.5656438","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5656438","Quality attribute requirements;Execution-based model checking;Statechart assertions;Runtime execution monitoring;Automatic white-box testing;Validation;Verification","Availability;Generators;Security;Communication channels;Monitoring;Runtime;Java","","3","","12","IEEE","3 Dec 2010","8-11 June 2010","8-11 June 2010","IEEE","IEEE Conferences"
"FOZCIL: A framework for converting formal specifications in Object-Z to design contracts in OO programming languages","N. S. George; C. Zhang; A. -L. Radimsky","Department of Computer Science California State University, Sacramento, USA; Department of Computer Science California State University, Sacramento, USA; Department of Computer Science California State University, Sacramento, USA",2011 IEEE International Conference on Information Reuse & Integration,"5 Sep 2011","2011","","","218","221","FOZCIL (Framework for Object Z Conversion to Implementation Language) captures and implements language-independent features as the fixed part of a framework, and language-dependent properties as the extensible part of a framework. Once the framework has accepted the language-dependent features of a target OO language, it generates a FOZCIL tool instance. The tool instance is capable of accepting Object-Z specifications and of converting those specifications to skeletal code with dynamically-checkable design contracts written in that target language. This provides a significant improvement over existing tools that are custom built to provide automatic conversion from Object-Z only to a specific implementation language. FOZCIL streamlines the process of developing both the reusual language-independent portions and the language dependent portions of such tools.","","978-1-4577-0966-1","10.1109/IRI.2011.6009549","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6009549","Software quality;Design by Contract;Automatic conversion;Software framework","Contracts;XML;Graphical user interfaces;Java;Software;Formal specifications","","1","","10","IEEE","5 Sep 2011","3-5 Aug. 2011","3-5 Aug. 2011","IEEE","IEEE Conferences"
"Teaching Students Property-Based Testing","C. B. Earle; L. -Å. Fredlund; J. Mariño; T. Arts","Babel Group, Universidad Politécnica de Madrid, Spain; Babel Group, Universidad Politécnica de Madrid, Spain; Babel Group, Universidad Politécnica de Madrid, Spain; QuviQ, Gothenburg, Sweden",2014 40th EUROMICRO Conference on Software Engineering and Advanced Applications,"20 Nov 2014","2014","","","437","442","Testing is a crucial aspect of the development of dependable embedded systems, and therefore a significant effort is put into researching and developing efficient testing techniques. However, testing is not normally taught in specific courses at many universities, but rather as a peripheral activity to programming. In this paper, we report on three separate experiences at teaching an advanced testing technique, property-based testing, and a supporting tool, QuviQ Quick Check, to both undergraduate and master students.","2376-9505","978-1-4799-5795-8","10.1109/SEAA.2014.74","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6928850","Testing and debugging;Computer science education","Testing;Software;Java;Programming;Libraries;Educational institutions","","","","12","IEEE","20 Nov 2014","27-29 Aug. 2014","27-29 Aug. 2014","IEEE","IEEE Conferences"
