"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Alcan G.; Abu-Dakka F.J.; Kyrki V.","Alcan, Gokhan (57092691600); Abu-Dakka, Fares J. (54882427200); Kyrki, Ville (6603653623)","57092691600; 54882427200; 6603653623","Constrained Trajectory Optimization on Matrix Lie Groups via Lie-Algebraic Differential Dynamic Programming","2025","Systems and Control Letters","204","","106220","","","3","10.1016/j.sysconle.2025.106220","https://www.scopus.com/pages/publications/105013794140?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105013794140"
"Meier P.; Müller M.; Balke S.","Meier, Peter (58787744000); Müller, Meinard (7404689873); Balke, Stefan (56940401000)","58787744000; 7404689873; 56940401000","ANALYZING PITCH ESTIMATION ACCURACY IN CROSS-TALK SCENARIOS: A STUDY WITH WIND INSTRUMENTS","2025","Proceedings of the Sound and Music Computing Conferences","","","","3","10","0","","https://www.scopus.com/pages/publications/105019940558?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105019940558"
"Gentinetta G.; Metz F.; Carleo G.","Gentinetta, Gian (57546005800); Metz, Friederike (57204966121); Carleo, Giuseppe (35092029300)","57546005800; 57204966121; 35092029300","Correcting and Extending Trotterized Quantum Many-Body Dynamics","2025","PRX Quantum","6","3","","030361","1","0","10.1103/1nqt-x5xh","https://www.scopus.com/pages/publications/105026566571?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105026566571"
"Katona G.; Dávid A.; Slézia A.; Kaszás A.","Katona, Gergely (7006021091); Dávid, András (60636584000); Slézia, Andrea (8284487100); Kaszás, Attila (23469794800)","7006021091; 60636584000; 8284487100; 23469794800","Pluvianus: Interactive GUI for Exploration and Quality Control of CaImAn Calcium Imaging Analysis Results","2026","Journal of Open Research Software","14","1","28","","","0","10.5334/JORS.623","https://www.scopus.com/pages/publications/105038963793?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105038963793"
"Pecev P.; Markoski B.","Pecev, Predrag (54380705300); Markoski, Branko (26531624000)","54380705300; 26531624000","MZAP—Mobile Application for Basketball Match Tracking and Digitalization of Endgame Reports","2025","Applied Sciences (Switzerland)","15","13","7339","","","0","10.3390/app15137339","https://www.scopus.com/pages/publications/105010234618?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105010234618"
"Zhang J.; Zhang D.; Long T.; Chen W.; Ren J.; Liu Y.; Zhao Y.; Zhang Y.; Lee Y.","Zhang, Jinrui (57220752064); Zhang, Deyu (57201567461); Long, Tingting (59495908500); Chen, Wenxin (59418589100); Ren, Ju (57211853336); Liu, Yunxin (57203674247); Zhao, Yudong (59341459600); Zhang, Yaoxue (7601311414); Lee, Youngki (55814312300)","57220752064; 57201567461; 59495908500; 59418589100; 57211853336; 57203674247; 59341459600; 7601311414; 55814312300","MobiFuse: A High-Precision On-Device Depth Perception System With Multi-Data Fusion","2026","IEEE Transactions on Mobile Computing","25","1","","1469","1482","1","10.1109/TMC.2025.3601357","https://www.scopus.com/pages/publications/105013844616?origin=resultslist","Article","Final","","Scopus","2-s2.0-105013844616"
"Itani A.; Mager D.; Rabe K.S.; Niemeyer C.M.","Itani, Ahmad (57833115100); Mager, Dario (23095115700); Rabe, Kersten S. (24462532300); Niemeyer, Christof M. (7101974278)","57833115100; 23095115700; 24462532300; 7101974278","Low-Cost Temperature Sensing Reveals Thermal Signatures of Microbial Activity in Winogradsky Columns","2025","Sensors","25","23","7146","","","0","10.3390/s25237146","https://www.scopus.com/pages/publications/105024634041?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105024634041"
"He H.; Gu Y.; Hu Y.; Fang F.; Ning X.; Chen X.; Cheng L.","He, Haoyang (59443476800); Gu, Yan (58834849700); Hu, Yang (55907420200); Fang, Fang (55624485445); Ning, Xin (56202657900); Chen, Xiaomin (57195413728); Cheng, Long (55600148100)","59443476800; 58834849700; 55907420200; 55624485445; 56202657900; 57195413728; 55600148100","Real-time workflow scheduling in hybrid clouds with privacy and security constraints: A deep reinforcement learning approach","2025","Expert Systems with Applications","278","","127376","","","12","10.1016/j.eswa.2025.127376","https://www.scopus.com/pages/publications/105001321652?origin=resultslist","Article","Final","","Scopus","2-s2.0-105001321652"
"Chrszon P.; Maurer P.; Saleip G.; Müller S.; Fischer P.M.; Gerndt A.; Felderer M.","Chrszon, Philipp (57188568105); Maurer, Paulina (57606841500); Saleip, George (58558817900); Müller, Sascha (57202037499); Fischer, Philipp M. (57199809334); Gerndt, Andreas (6507002255); Felderer, Michael (24832720900)","57188568105; 57606841500; 58558817900; 57202037499; 57199809334; 6507002255; 24832720900","Model checking of spacecraft operational designs: a scalability analysis","2025","Software and Systems Modeling","24","6","","1825","1846","5","10.1007/s10270-025-01281-6","https://www.scopus.com/pages/publications/105003191029?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105003191029"
"Liu T.; Luo J.","Liu, Tianwei (59771530000); Luo, Jingwen (57201339517)","59771530000; 57201339517","Semantic-aware dynamic scene tracking and reconstruction for mobile robots leveraging visual SLAM","2025","Journal of Supercomputing","81","7","830","","","1","10.1007/s11227-025-07343-2","https://www.scopus.com/pages/publications/105004264142?origin=resultslist","Article","Final","","Scopus","2-s2.0-105004264142"
"Lee S.-H.; English L.H.; Bartlett S.D.","Lee, Seok-Hyung (57221453551); English, Lucas H. (58554098300); Bartlett, Stephen D. (7202248319)","57221453551; 58554098300; 7202248319","Efficient post-selection for general quantum LDPC Codes","2026","npj Quantum Information","12","1","96","","","1","10.1038/s41534-026-01242-x","https://www.scopus.com/pages/publications/105043431341?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105043431341"
"Rompis L.; Santoso A.J.; Pranowo P.","Rompis, Lianly (53264907000); Santoso, Albertus Joko (57110097600); Pranowo, Pranowo (59506740200)","53264907000; 57110097600; 59506740200","The Inspection of Packaged Food Product Expiration Date using Comparison Method of RGB Color Model and Real-time","2026","ICCSIT 2025 - Proceedings of the 2025 18th International Conference on Computer Science and Information Technology","","","","212","219","0","10.1145/3783862.3783890","https://www.scopus.com/pages/publications/105035775169?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105035775169"
"Nota A.; Maile L.; Saidi S.","Nota, Andrea (57713329400); Maile, Lisa (57203679636); Saidi, Selma (56405309000)","57713329400; 57203679636; 56405309000","Toward a Time-Bounded Solution for Real-Time Latency Prediction in Dynamic 5G Communication","2025","IEEE Open Journal of the Communications Society","6","","","3853","3867","2","10.1109/OJCOMS.2025.3562726","https://www.scopus.com/pages/publications/105003544186?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105003544186"
"Xiong B.; Chang Y.; Zhang Y.; Zhang J.; Zhao B.; Li K.","Xiong, Bing (55277111600); Chang, Yu (60026173400); Zhang, Yuhang (59292554200); Zhang, Jin (59929822700); Zhao, Baokang (23399164100); Li, Keqin (7404989623)","55277111600; 60026173400; 59292554200; 59929822700; 23399164100; 7404989623","AF-Detector: An accurate low-overhead method for detecting active flows in network traffic","2025","Computer Networks","270","","111562","","","1","10.1016/j.comnet.2025.111562","https://www.scopus.com/pages/publications/105012380776?origin=resultslist","Article","Final","","Scopus","2-s2.0-105012380776"
"Frąszczak D.; Frąszczak E.","Frąszczak, Damian (57195677526); Frąszczak, Edyta (58965124600)","57195677526; 58965124600","Web2Vec: A python library for website-to-vector transformation","2025","SoftwareX","29","","102070","","","2","10.1016/j.softx.2025.102070","https://www.scopus.com/pages/publications/85216600264?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216600264"
"Khanal A.; Tarabih O.M.; Arias M.E.; Zhang Q.; Charkhgard H.","Khanal, Ashim (58664321100); Tarabih, Osama M. (57223126224); Arias, Mauricio E. (23011471800); Zhang, Qiong (37035558800); Charkhgard, Hadi (54392796500)","58664321100; 57223126224; 23011471800; 37035558800; 54392796500","AquaNutriOpt II: A multi-period bi-objective nutrient optimization python tool for controlling harmful algal blooms — A case study of Lake Okeechobee","2025","Environmental Modelling and Software","188","","106428","","","2","10.1016/j.envsoft.2025.106428","https://www.scopus.com/pages/publications/105000077756?origin=resultslist","Article","Final","","Scopus","2-s2.0-105000077756"
"Beg R.; Pateriya R.K.; Tomar D.S.; Solanki S.","Beg, Rijvan (57944339900); Pateriya, R.K. (48761729000); Tomar, Deepak Singh (55916517200); Solanki, Surendra (57202904550)","57944339900; 48761729000; 55916517200; 57202904550","Detecting malware evidences through static and dynamic information using extreme machine learning for forensic analysis","2025","Discover Computing","28","1","329","","","3","10.1007/s10791-025-09842-5","https://www.scopus.com/pages/publications/105026025389?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105026025389"
"Arriaga C.; Pozo A.; Conde J.; Alonso A.","Arriaga, Carlos (59358118700); Pozo, Alejandro (57202983461); Conde, Javier (57221949992); Alonso, Alvaro (57198784705)","59358118700; 57202983461; 57221949992; 57198784705","Assessing Latency in ASR Systems: A Methodological Perspective for Real-Time Use","2025","IEEE Internet Computing","29","5","","17","24","1","10.1109/MIC.2025.3614363","https://www.scopus.com/pages/publications/105017906427?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105017906427"
"Wang L.; Yurechko K.; Dani P.; Chen Q.Z.; Zhang A.X.","Wang, Leijie (58572288500); Yurechko, Kathryn (58257615400); Dani, Pranati (59338254800); Chen, Quan Ze (57209397417); Zhang, Amy X. (55892530500)","58572288500; 58257615400; 59338254800; 57209397417; 55892530500","End User Authoring of Personalized Content Classifiers: Comparing Example Labeling, Rule Writing, and LLM Prompting","2025","Conference on Human Factors in Computing Systems - Proceedings ","","","1214","","","8","10.1145/3706598.3713691","https://www.scopus.com/pages/publications/105005760386?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105005760386"
"Cuevas M.; Sengupta A.R.; Chambouleyron V.; Jensen-Clem R.; Dillon D.; Cetre S.; Salama M.; Dobias C.; Crowe T.; Eikenberry S.S.; Amezcua-Correa R.; Yerolatsitis S.","Cuevas, Maria (60119323600); Sengupta, Aditya R. (57916891300); Chambouleyron, Vincent (57203908583); Jensen-Clem, Rebecca (36571888500); Dillon, Daren (7005454408); Cetre, Sylvain (56515234800); Salama, Maïssa (57201542107); Dobias, Caleb (57225092061); Crowe, Tara (59353503700); Eikenberry, Stephen S. (7003383979); Amezcua-Correa, Rodrigo (14123120000); Yerolatsitis, Stephanos (55926166100)","60119323600; 57916891300; 57203908583; 36571888500; 7005454408; 56515234800; 57201542107; 57225092061; 59353503700; 7003383979; 14123120000; 55926166100","Exploring the Capabilities of Astrophotonics for the Precise Alignment of Segmented Telescopes","2025","Proceedings of SPIE - The International Society for Optical Engineering","13627","","136271V","","","0","10.1117/12.3064649","https://www.scopus.com/pages/publications/105040966244?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105040966244"
"Guarnera D.T.; Behler J.A.C.; Sharif B.; Maletic J.I.","Guarnera, Drew T. (57195638486); Behler, Joshua A.C. (57897133400); Sharif, Bonita (22235542400); Maletic, Jonathan I. (6603107019)","57195638486; 57897133400; 22235542400; 6603107019","Automated Fixation Error Correction to Support Eye Tracking Studies on Source Code","2025","Proceedings of the ACM on Human-Computer Interaction","9","3","ARTETRA04","","","2","10.1145/3725829","https://www.scopus.com/pages/publications/105006525226?origin=resultslist","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105006525226"
"Tomar A.; Rathee G.","Tomar, Abhinav (57200938435); Rathee, Geetanjali (56357928400)","57200938435; 56357928400","Optimized Framework for Composite Cloud Service Selection: A Computational Intelligence-Driven Approach","2025","Concurrency and Computation: Practice and Experience","37","3","e8373","","","2","10.1002/cpe.8373","https://www.scopus.com/pages/publications/85215501299?origin=resultslist","Article","Final","","Scopus","2-s2.0-85215501299"
"Tan H.; Golab W.; Alamuri V.","Tan, Hao (57218293002); Golab, Wojciech (6701330220); Alamuri, Vivek (60254742300)","57218293002; 6701330220; 60254742300","Revisiting shared registers and leaderless consensus in WAN environments","2026","Distributed and Parallel Databases","44","1","2","","","0","10.1007/s10619-025-07455-x","https://www.scopus.com/pages/publications/105025760500?origin=resultslist","Article","Final","","Scopus","2-s2.0-105025760500"
"Bosse S.","Bosse, Stefan (6603212412)","6603212412","A Distributed Virtual Machine for Mesh-Grid Sensor Networks Supporting In-Sensor Data Processing and Distributed Machine Learning with Strictly Resource-Constrained Microcontrollers","2026","Algorithms","19","6","445","","","0","10.3390/a19060445","https://www.scopus.com/pages/publications/105042920307?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105042920307"
"GhorbanniaDelavar A.","GhorbanniaDelavar, Arash (59383774100)","59383774100","TPMCD: A method to optimizing cost and throughput for clustering tasks and hybrid containers in the cloud data center","2025","Journal of Network and Computer Applications","237","","104132","","","2","10.1016/j.jnca.2025.104132","https://www.scopus.com/pages/publications/85217191054?origin=resultslist","Article","Final","","Scopus","2-s2.0-85217191054"
