"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Harsita S.S.; Jamuna Devi S.; Sathyapriya S.; Jeniba S.; Sitara N.S.","Harsita, S.S. (60766818900); Jamuna Devi, S. (60768281100); Sathyapriya, S. (60767868300); Jeniba, S. (60602364800); Sitara, N. Sheerin (60768076700)","60766818900; 60768281100; 60767868300; 60602364800; 60768076700","PracAPR: A Test-Free, Execution Trace-Driven Automated Program Repair Framework","2026","Proceedings of the 2026 4th International Conference on Secure Cyber Computing and Communications, ICSCCC 2026","","","","267","272","0","10.1109/ICSCCC69031.2026.11600180","https://www.scopus.com/pages/publications/105046231614?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105046231614"
"Zokirjon A.; Shokhruza E.; Aggarwal G.; Ather D.; Chaudhary N.; Shukla B.","Zokirjon, Aziza (60154074400); Shokhruza, Eshnazarova (60154269800); Aggarwal, Gaurav (7004312925); Ather, Danish (55783082700); Chaudhary, Naina (57189040673); Shukla, Balvinder (35732356800)","60154074400; 60154269800; 7004312925; 55783082700; 57189040673; 35732356800","Evaluating the Efficacy of Machine Learning and Neural Networks in Cross-Language Translation and Security Applications","2026","Lecture Notes in Networks and Systems","1386 LNNS","","","105","121","0","10.1007/978-981-96-6053-7_8","https://www.scopus.com/pages/publications/105019649167?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105019649167"
"Li M.; Li D.; Liu J.; Cao J.; Tian Y.; Cheung S.-C.","Li, Meiziniu (57221632114); Li, Dongze (59195320800); Liu, Jianmeng (58775388100); Cao, Jialun (57203572215); Tian, Yongqiang (57210932766); Cheung, Shing-Chi (7202472792)","57221632114; 59195320800; 58775388100; 57203572215; 57210932766; 7202472792","Enhancing Differential Testing with LLMs for Testing Deep Learning Libraries","2026","ACM Transactions on Software Engineering and Methodology","35","4","88","","","3","10.1145/3735637","https://www.scopus.com/pages/publications/105035913005?origin=resultslist","Article","Final","","Scopus","2-s2.0-105035913005"
"Imran H.M.; Hauenstein J.","Imran, Hasan Md (57338890500); Hauenstein, Jacob (54976347200)","57338890500; 54976347200","HalluGuard: A Multi-Signal Detection Framework for Hallucinations in LLM-Generated Code","2026","2026 IEEE World AI IoT Congress, AIIoT 2026","","","","746","752","0","10.1109/AIIoT68874.2026.11569641","https://www.scopus.com/pages/publications/105044105439?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105044105439"
"Meijer W.; Sandahl K.; Varró D.","Meijer, Willem (59305161600); Sandahl, Kristian (6602608546); Varró, Dániel (57203069783)","59305161600; 6602608546; 57203069783","Data-aware Static Analysis: Improving Semantic Fault Detection in Machine Learning Code Using Data Characteristics","2026","Proceedings - 2026 IEEE/ACM 48th International Conference on Software Engineering: New Ideas and Emerging Results, ICSE-NIER 2026","","","","31","35","0","10.1145/3786582.3786805","https://www.scopus.com/pages/publications/105044886500?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105044886500"
"Du J.; Ai B.; Lu Y.; Li J.; Liang J.; Liu S.; Wu H.","Du, Jiewei (57690259100); Ai, Bo (7005327119); Lu, Yunlong (56166136300); Li, Jiarui (60735297800); Liang, Jianying (60735200000); Liu, Shaoqing (57205285980); Wu, Hao (56429999400)","57690259100; 7005327119; 56166136300; 60735297800; 60735200000; 57205285980; 56429999400","LLM-Driven Semantic Consistency Analysis for TRDP Implementations in Train Networks","2026","IEEE Transactions on Cognitive Communications and Networking","12","","","10671","10685","0","10.1109/TCCN.2026.3710539","https://www.scopus.com/pages/publications/105044487704?origin=resultslist","Article","Final","","Scopus","2-s2.0-105044487704"
"Jepkurui Kangogo D.; Zoltan Peter B.; Klenik A.; Kocsis I.","Jepkurui Kangogo, Damaris (60803950300); Zoltan Peter, Bertalan (60803472400); Klenik, Attila (57190131864); Kocsis, Imre (55682654930)","60803950300; 60803472400; 57190131864; 55682654930","Practical Runtime Verification of Cross-Organizational Smart Contracts","2026","IEEE Access","14","","","120269","120293","0","10.1109/ACCESS.2026.3718770","https://www.scopus.com/pages/publications/105046309315?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105046309315"
"Chen J.; Ding B.; Zhang Y.; Li Q.; Tang F.","Chen, Jinbao (58293973000); Ding, Boyao (58293716600); Zhang, Yu (7601314622); Li, Qingwei (58293716700); Tang, Fugen (59387431900)","58293973000; 58293716600; 7601314622; 58293716700; 59387431900","An empirical study of CGO usage in Go projects — Distribution, purposes, patterns and critical issues","2026","Journal of Systems and Software","231","","112601","","","1","10.1016/j.jss.2025.112601","https://www.scopus.com/pages/publications/105015599331?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105015599331"
"Kita K.; Gempei Y.; Mimoto T.; Isohara T.; Kiyomoto S.; Tanaka T.","Kita, Kentaro (59309454300); Gempei, Yuta (59308768900); Mimoto, Tomoaki (57192313133); Isohara, Takamasa (15922619500); Kiyomoto, Shinsaku (6506842514); Tanaka, Toshiaki (58688227100)","59309454300; 59308768900; 57192313133; 15922619500; 6506842514; 58688227100","Detecting Fake Proof-of-Concept Codes on GitHub Using Static Code Analysis","2026","Lecture Notes in Computer Science","16208 LNCS","","","391","406","0","10.1007/978-981-95-4674-9_20","https://www.scopus.com/pages/publications/105023495211?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105023495211"
"Muzammil S.; Rehman M.U.; Kotti Z.; Spinellis D.","Muzammil, Saleha (60277960500); Rehman, Mughees Ur (60102563200); Kotti, Zoe (57211032842); Spinellis, Diomidis (35566637400)","60277960500; 60102563200; 57211032842; 35566637400","Source Code Hotspots: A Diagnostic Method for Quality Issues","2026","Proceedings - 2026 IEEE/ACM 23rd International Conference on Mining Software Repositories, MSR 2026","","","","1","13","0","10.1145/3793302.3793334","https://www.scopus.com/pages/publications/105047097683?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105047097683"
"Salzano F.; Antenucci C.K.; Scalabrino S.; Rosa G.; Oliveto R.; Pareschi R.","Salzano, Francesco (57807031100); Antenucci, Cosmo Kevin (59796598200); Scalabrino, Simone (57190400149); Rosa, Giovanni (57215602620); Oliveto, Rocco (15136561900); Pareschi, Remo (56147716700)","57807031100; 59796598200; 57190400149; 57215602620; 15136561900; 56147716700","An empirical analysis of vulnerability detection tools for solidity smart contracts","2026","Empirical Software Engineering","31","5","143","","","0","10.1007/s10664-026-10867-7","https://www.scopus.com/pages/publications/105039417699?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105039417699"
"Venkatarao J.; Harshitha M.; Manvitha J.; Kumari K.; Deekshitha G.","Venkatarao, Javvaji (54973809800); Harshitha, Muthyala (60560490700); Manvitha, Javvaji (60560646700); Kumari, Khushbu (60560344300); Deekshitha, Gooty (60135796000)","54973809800; 60560490700; 60560646700; 60560344300; 60135796000","Automated Code Review and Quality Assurance System Using Static Analysis and Complexity Evaluation in Flask-Based Web Application","2026","7th International Conference on Mobile Computing and Sustainable Informatics, ICMCSI 2026","","","","1521","1526","0","10.1109/ICMCSI67283.2026.11412940","https://www.scopus.com/pages/publications/105034839386?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105034839386"
"Morelli T.","Morelli, Tony (8906516400)","8906516400","Evaluating Accessibility in Open Source Electronic Medical Records Using Static Code Analysis","2026","Lecture Notes in Computer Science","16711 LNCS","","","540","553","0","10.1007/978-3-032-29656-6_33","https://www.scopus.com/pages/publications/105045454674?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105045454674"
"Zhao Y.; Han Q.; Shu H.; Guang Y.","Zhao, Yaxin (60234320600); Han, Qi (59567148900); Shu, Hui (57214147027); Guang, Yan (55574847200)","60234320600; 59567148900; 57214147027; 55574847200","Beyond Accuracy: Evaluating and Explaining the Capability Boundaries of Large Language Models in Syntax-Preserving Code Translation","2026","Computers, Materials and Continua","86","2","","","","0","10.32604/cmc.2025.070511","https://www.scopus.com/pages/publications/105024561945?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105024561945"
"Hasan S.M.M.; Rabbi M.F.; Zibran M.","Hasan, S. M. Mahedy (60379665500); Rabbi, Md Fazle (59662812400); Zibran, Minhaz (36643166200)","60379665500; 59662812400; 36643166200","The Quiet Contributions: Insights into AI-Generated Silent Pull Requests","2026","Proceedings - 2026 IEEE/ACM 23rd International Conference on Mining Software Repositories, MSR 2026","","","","782","786","0","10.1145/3793302.3793574","https://www.scopus.com/pages/publications/105047018973?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105047018973"
"Dozono K.; Gasiba T.E.; Stocco A.","Dozono, Kohei (57285534400); Gasiba, Tiago Espinha (56628624600); Stocco, Andrea (36882807000)","57285534400; 56628624600; 36882807000","Large Language Models for Secure Code Assessment: A Multi-Language Empirical Study","2026","Proceedings - 2026 IEEE/ACM International Workshop on Deep Learning for Testing and Testing for Deep Learning, DeepTest 2026","","","","6","13","2","10.1145/3786154.3788584","https://www.scopus.com/pages/publications/105042190524?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105042190524"
"Popescu L.; Gouveia F.; Preto H.; Silveira J.; Hrybenko D.; Santos J.F.; Lopes N.P.","Popescu, Lucian (59949113700); Gouveia, Francisco (60686346000); Preto, Henrique (60686117800); Silveira, João (60686661000); Hrybenko, Dmytro (60686661100); Santos, José Fragoso (56584741100); Lopes, Nuno P. (35078959800)","59949113700; 60686346000; 60686117800; 60686661000; 60686661100; 56584741100; 35078959800","Cpp2Rust: Automatic Translation of C++ to Safe Rust","2026","Proceedings of the ACM on Programming Languages","10","","188","","","0","10.1145/3808266","https://www.scopus.com/pages/publications/105041529927?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105041529927"
"Chen Z.; Li A.; Zhang N.; Chen J.; Huang Y.; Zheng Z.","Chen, Zhixiang (7409485867); Li, Anji (58908228200); Zhang, Neng (55558118400); Chen, Jianguo (57190416449); Huang, Yuan (57015731800); Zheng, Zibin (59968454700)","7409485867; 58908228200; 55558118400; 57190416449; 57015731800; 59968454700","iJTyper: An effective type inference framework for incomplete java codes by integrating constraint- and statistics-based methods","2026","Expert Systems with Applications","299","","129972","","","0","10.1016/j.eswa.2025.129972","https://www.scopus.com/pages/publications/105020594296?origin=resultslist","Article","Final","","Scopus","2-s2.0-105020594296"
"Abbasi B.K.E.; Shameli-Sendi A.","Abbasi, Behzad Khalaji Emamzadeh (57957257500); Shameli-Sendi, Alireza (55308191100)","57957257500; 55308191100","Leveraging Key Source Code Metrics for Predicting Software Vulnerabilities With Machine Learning","2026","IEEE Access","14","","","52610","52625","0","10.1109/ACCESS.2026.3679930","https://www.scopus.com/pages/publications/105034764858?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034764858"
"Sun J.; Song X.; Liu X.; Guo S.; Hu C.","Sun, Jingge (60401534100); Song, Xiangpu (58815358300); Liu, Xiaofeng (57783642600); Guo, Shanqing (24482911000); Hu, Chengyu (56008280400)","60401534100; 58815358300; 57783642600; 24482911000; 56008280400","SGAFuzzer: Stateful GraphQL API fuzzing","2026","Software Quality Journal","34","2","28","","","0","10.1007/s11219-026-09763-6","https://www.scopus.com/pages/publications/105040697807?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105040697807"
"Naik A.; Garg C.; Akshay S.; Gupta A.; Meel K.S.","Naik, Ajinkya (60753599100); Garg, Chaitanya (60674912100); Akshay, S. (57203244801); Gupta, Ashutosh (56688835600); Meel, Kuldeep S. (55813479500)","60753599100; 60674912100; 57203244801; 56688835600; 55813479500","Quantifying Sensitivity for Tree Ensembles: A Symbolic and Compositional Approach","2026","Lecture Notes in Computer Science","16683 LNCS","","","551","575","0","10.1007/978-3-032-32526-6_26","https://www.scopus.com/pages/publications/105047003496?origin=resultslist","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105047003496"
"Beg R.; Pateriya R.K.; Tomar D.S.; Solanki S.","Beg, Rijvan (57944339900); Pateriya, R.K. (48761729000); Tomar, Deepak Singh (55916517200); Solanki, Surendra (57202904550)","57944339900; 48761729000; 55916517200; 57202904550","Detecting malware evidences through static and dynamic information using extreme machine learning for forensic analysis","2025","Discover Computing","28","1","329","","","3","10.1007/s10791-025-09842-5","https://www.scopus.com/pages/publications/105026025389?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105026025389"
"Liu L.; Kötter T.; Franklin R.; Wang F.","Liu, Lingbo (57200790041); Kötter, Tobias (23980358600); Franklin, Rachel (7201428289); Wang, Fahui (57203340330)","57200790041; 23980358600; 7201428289; 57203340330","Open visual programming extensions in KNIME for reproducible earth observation analytics: Integrating google earth engine with geospatial analytics","2026","Environmental Modelling and Software","203","","107013","","","0","10.1016/j.envsoft.2026.107013","https://www.scopus.com/pages/publications/105038013303?origin=resultslist","Article","Final","","Scopus","2-s2.0-105038013303"
"Zhang Y.; Liu W.; Jiang F.; Ma J.; Cao J.","Zhang, Yiwen (60258208800); Liu, Wei (60257984400); Jiang, Fazhong (60257911900); Ma, Jiquan (36078806400); Cao, Jingtai (36140994700)","60258208800; 60257984400; 60257911900; 36078806400; 36140994700","Fusing Semantic and Structural Features for Code Error Detection","2025","Entropy","27","12","1229","","","0","10.3390/e27121229","https://www.scopus.com/pages/publications/105025952695?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105025952695"
"Khati D.; Rodriguez-Cardenas D.; Pantzer P.; Poshyvanyk D.","Khati, Dipin (58576629500); Rodriguez-Cardenas, Daniel (57215224368); Pantzer, Paul (60364376000); Poshyvanyk, Denys (13613571900)","58576629500; 57215224368; 60364376000; 13613571900","Detecting and Correcting Hallucinations in LLM-Generated Code via Deterministic AST Analysis","2026","Proceedings - 2026 IEEE/ACM 3rd International Conference on AI Foundation Models and Software Engineering, Forge 2026","","","","72","76","0","10.1145/3793655.3793725","https://www.scopus.com/pages/publications/105046182234?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105046182234"
"Prokić I.; Prokić S.; Ghilezan S.; Scalas A.; Yoshida N.","Prokić, Ivan (57195280242); Prokić, Simona (57417181300); Ghilezan, Silvia (6603280186); Scalas, Alceste (6505743123); Yoshida, Nobuko (35773922100)","57195280242; 57417181300; 6603280186; 6505743123; 35773922100","On Asynchronous Multiparty Session Types for Federated Learning","2026","Lecture Notes in Computer Science","16237 LNCS","","","164","182","1","10.1007/978-3-032-11176-0_11","https://www.scopus.com/pages/publications/105023474878?origin=resultslist","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105023474878"
"Alhindawi N.; Bani-Hani M.","Alhindawi, Nouh (55943468000); Bani-Hani, Mohammad (59465106700)","55943468000; 59465106700","Multi-Model Text Classification for Predicting Security Vulnerabilities in Python Source Code","2026","2026 International Conference on Smart Multidomain Integrated Learning Environments, ICSMILE 2026","","","","","","0","10.1109/ICSMILE69273.2026.11519287","https://www.scopus.com/pages/publications/105041538751?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105041538751"
"Shen Y.; Wang W.; Wen S.; Fu Y.; Jia Y.; Lin J.","Shen, Yuxiang (60346400300); Wang, Wei (60169049200); Wen, Shushang (57963249100); Fu, Yu (57275390600); Jia, Yunhao (60346400400); Lin, Jingqiang (8205570100)","60346400300; 60169049200; 57963249100; 57275390600; 60346400400; 8205570100","Exploring the Root Store Usage in TLS-Based Applications","2026","Lecture Notes in Computer Science","16409 LNCS","","","390","409","0","10.1007/978-981-95-6203-9_21","https://www.scopus.com/pages/publications/105028314851?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105028314851"
"Jin Y.; Ren Z.; Zhou Z.","Jin, Ying (57219523205); Ren, Zhimei (57218718506); Zhou, Zhengyuan (55971412900)","57219523205; 57218718506; 55971412900","Sensitivity Analysis Under the f-Sensitivity Model: A Distributional Robustness Perspective","2026","Operations Research","74","2","","860","878","0","10.1287/opre.2023.0001","https://www.scopus.com/pages/publications/105034247403?origin=resultslist","Article","Final","","Scopus","2-s2.0-105034247403"
"da Silveira Neto M.V.; Malucelli A.; Reinehr S.","da Silveira Neto, Manoel Valerio (59139133900); Malucelli, Andreia (11739223600); Reinehr, Sheila (6507488309)","59139133900; 11739223600; 6507488309","From Commits to Code Smells: A Developer-Centric Visualization of Technical Debt","2026","International Conference on Enterprise Information Systems, ICEIS - Proceedings","1","","","176","187","0","10.5220/0014673100004018","https://www.scopus.com/pages/publications/105044802214?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044802214"
"Martínez G.; Köpcke B.; Fiala J.; Ebner G.; Ramananandro T.; Steuwer M.; Sorensen T.; Swamy N.","Martínez, Guido (57193624919); Köpcke, Bastian (56594993900); Fiala, Jonáš (57721841400); Ebner, Gabriel (57190032827); Ramananandro, Tahina (23028657400); Steuwer, Michel (54783556100); Sorensen, Tyler (55786177600); Swamy, Nikhil (9044262900)","57193624919; 56594993900; 57721841400; 57190032827; 23028657400; 54783556100; 55786177600; 9044262900","Kuiper: Correct and Efficient GPU Programming with Dependent Types and Separation Logic","2026","Proceedings of the ACM on Programming Languages","10","","202","","","2","10.1145/3808280","https://www.scopus.com/pages/publications/105041572488?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105041572488"
"Sihler F.; Pfrenger L.; Gerstl O.; Tichy M.","Sihler, Florian (57288845100); Pfrenger, Lars (60613074100); Gerstl, Oliver (60613002600); Tichy, Matthias (7202357873)","57288845100; 60613074100; 60613002600; 7202357873","Towards Automatically Inferring Constraints to Identify Implicit Assumptions in Data Analysis","2026","Proceedings - 2026 IEEE/ACM 48th International Conference on Software Engineering: New Ideas and Emerging Results, ICSE-NIER 2026","","","","36","40","0","10.1145/3786582.3786806","https://www.scopus.com/pages/publications/105045177238?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105045177238"
"Wu J.; Clause J.","Wu, Jianwei (57216844032); Clause, James (12645779800)","57216844032; 12645779800","An empirical assessment of go linters on real-world issues","2026","Journal of Systems and Software","236","","112797","","","0","10.1016/j.jss.2026.112797","https://www.scopus.com/pages/publications/105028518560?origin=resultslist","Article","Final","","Scopus","2-s2.0-105028518560"
"Guo W.; Song S.; Guo J.; Xu Z.; Liu C.; Ou H.; Ge M.; Liu Y.","Guo, Wenbo (57267203800); Song, Shiwen (60173407400); Guo, Jiaxun (60371527200); Xu, Zhengzi (57190973090); Liu, Chengwei (57423363300); Ou, Haoran (59141842000); Ge, Mengmeng (57211811075); Liu, Yang (57881803100)","57267203800; 60173407400; 60371527200; 57190973090; 57423363300; 59141842000; 57211811075; 57881803100","Bridging Expert Reasoning and LLM Detection: A Knowledge-Driven Framework for Malicious Packages","2026","WWW 2026 - Proceedings of the ACM Web Conference 2026","","","","3554","3565","0","10.1145/3774904.3792083","https://www.scopus.com/pages/publications/105038562660?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105038562660"
"Hickman H.; Bell T.","Hickman, Henry (57810775900); Bell, Tim (7402501556)","57810775900; 7402501556","Assessing Introductory Programmers' Use of Conditions and Control Structures","2025","Proceedings of 25th International Conference on Computing Education Research, Koli Calling 2025","","","6","","","1","10.1145/3769994.3770010","https://www.scopus.com/pages/publications/105022935379?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105022935379"
"Kharma M.F.; Choi S.; Alkhanafseh M.; Mohaisen D.","Kharma, Mohammed F. (58161051300); Choi, Soohyeon (57409756400); Alkhanafseh, Mohammad (57296058500); Mohaisen, David (60435922600)","58161051300; 57409756400; 57296058500; 60435922600","Security and Quality in LLM-Generated Code: A Multi-Language, Multi-Model Analysis","2026","IEEE Transactions on Dependable and Secure Computing","23","3","","7300","7314","1","10.1109/TDSC.2026.3672745","https://www.scopus.com/pages/publications/105032806008?origin=resultslist","Article","Final","","Scopus","2-s2.0-105032806008"
"Hasan M.A.","Hasan, Md Anwarul (60194765700)","60194765700","Secure Code Generation with Parameter-Efficient Fine-Tuning of LLMs","2026","Lecture Notes in Networks and Systems","1678 LNNS","","","290","309","0","10.1007/978-3-032-07992-3_19","https://www.scopus.com/pages/publications/105021819553?origin=resultslist","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105021819553"
"Belenchia M.; Corradini F.; Quadrini M.; Loreti M.","Belenchia, Matteo (57223656162); Corradini, Flavio (55679592700); Quadrini, Michela (57191036469); Loreti, Michele (56274825200)","57223656162; 55679592700; 57191036469; 56274825200","The (Formula presented) language for programming graph neural networks","2026","Journal of Logical and Algebraic Methods in Programming","151","","101143","","","0","10.1016/j.jlamp.2026.101143","https://www.scopus.com/pages/publications/105042220152?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105042220152"
"Gokhale A.B.; Jayaprakash V.; Singaravelu N.","Gokhale, Anshuman B. (60731506100); Jayaprakash, Vaishnavi (60731506200); Singaravelu, Nagasundari (60731199100)","60731506100; 60731506200; 60731199100","Comparative Analysis of Infrastructure-as-Code Misconfiguration Detection Through Policy Driven Evaluation and Taint-Aware Static Reasoning","2026","Lecture Notes in Networks and Systems","1994 LNNS","","","400","413","0","10.1007/978-3-032-27160-0_37","https://www.scopus.com/pages/publications/105044221866?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105044221866"
