"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Xu D.; Xu W.; Wang X.; Cui S.","Xu, Dinggen (36070226700); Xu, Wenqiang (55775832400); Wang, Xiaoyu (56532158300); Cui, Shuai (60652905500)","36070226700; 55775832400; 56532158300; 60652905500","Construction of Non-Commissioned Officer Post Competency Atlas Based on Factor Analysis and Random Forest Algorithm","2026","Proceedings of 2025 3rd International Conference on Information Education and Artificial Intelligence, ICIEAI 2025","","","","669","674","0","10.1145/3799457.3799567","https://www.scopus.com/pages/publications/105040265316?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105040265316"
"Silva R.R.D.; Santos W.S.D.; Rocha P.S.D.; Bento R.B.F.; Murilo A.; Teixeira E.L.S.; Rondineau S.R.M.J.","Silva, Rafael Rodrigues da (57213824176); Santos, Wanderson Silva dos (60193879600); Rocha, Pedro Sampaio Dias (60194059400); Bento, Raul Breno Fiuza (60194790100); Murilo, André (23569901100); Teixeira, Evandro Leonardo Silva (25628997000); Rondineau, Sébastien Roland Marie Joseph (7801640387)","57213824176; 60193879600; 60194059400; 60194790100; 23569901100; 25628997000; 7801640387","Camera-in-the-loop for lane keeping assistance: From segmentation methods to closed-loop control","2026","Control Engineering Practice","167","","106631","","","2","10.1016/j.conengprac.2025.106631","https://www.scopus.com/pages/publications/105021881090?origin=resultslist","Article","Final","","Scopus","2-s2.0-105021881090"
"Da Silva E.S.; Santos A.B.; Calado R.D.","Da Silva, Edmilson Suassuna (60382000200); Santos, Alexandre Beraldi (57265023000); Calado, Robisom Damasceno (55887235200)","60382000200; 57265023000; 55887235200","A Lean-Guided Micro-Credential Framework for Optimizing Decision Support and Process Efficiency in Public Governance","2026","12th 2026 International Conference on Control, Decision and Information Technologies, CoDIT 2026","","","","2909","2914","0","10.1109/CoDIT70676.2026.11630737","https://www.scopus.com/pages/publications/105047833229?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105047833229"
"Lee S.U.; Perera H.; Liu Y.; Xia B.; Lu Q.; Zhu L.; Salvado O.; Whittle J.","Lee, Sung Une (57203227787); Perera, Harsha (57210651422); Liu, Yue (57202010999); Xia, Boming (57218580288); Lu, Qinghua (56431802100); Zhu, Liming (7404202229); Salvado, Olivier (6508030900); Whittle, Jon (23006933800)","57203227787; 57210651422; 57202010999; 57218580288; 56431802100; 7404202229; 6508030900; 23006933800","Responsible AI Question Bank for Risk Assessment","2026","ACM Computing Surveys","58","9","233","","","1","10.1145/3790096","https://www.scopus.com/pages/publications/105034159354?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105034159354"
"Wang W.; Gu X.","Wang, Wenchao (57219965607); Gu, Xinyu (60344837700)","57219965607; 60344837700","Fatigue and Human-Machine Teaming Performance in Regional Civil Aviation: Moderating Mechanisms Revealed by Latent Profile Analysis","2026","Lecture Notes in Computer Science","16708 LNAI","","","300","319","0","10.1007/978-3-032-29459-3_20","https://www.scopus.com/pages/publications/105043054761?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105043054761"
"Fan W.; Sun J.; Hu C.; Lu X.; Miao K.; Zeng Q.","Fan, Weiqun (60331817400); Sun, Jiaxian (58080585300); Hu, Chunyan (57145386400); Lu, Xingen (59939737800); Miao, Keqiang (57204719585); Zeng, Qingwen (58080585200)","60331817400; 58080585300; 57145386400; 59939737800; 57204719585; 58080585200","Data-Driven Safety-Aware Reinforcement Learning for Transient Scheduling of Turbofan Engines","2026","IEEE Access","14","","","35029","35046","0","10.1109/ACCESS.2026.3667916","https://www.scopus.com/pages/publications/105031497315?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105031497315"
"Saif-Alyousfi A.Y.H.","Saif-Alyousfi, Abdulazeez Y. H. (57201904034)","57201904034","A Hybrid Mathematical and Deep Learning Framework for Forecasting Volatility Spillovers in Green Finance and Renewable Energy Markets","2026","Mathematics","14","14","2497","","","0","10.3390/math14142497","https://www.scopus.com/pages/publications/105045750396?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045750396"
"Durkin A.; Stolte J.; Jones M.; Pitchumani R.; Li B.; Michler C.; Mercangöz M.","Durkin, Alex (57207733913); Stolte, Jasper (60088927200); Jones, Matthew (57689165100); Pitchumani, Raghuraman (57220205715); Li, Bei (60089144400); Michler, Christian (58078478200); Mercangöz, Mehmet (12802842700)","57207733913; 60088927200; 57689165100; 57220205715; 60089144400; 58078478200; 12802842700","Safe deployment of offline reinforcement learning via input convex action correction","2026","Computers and Chemical Engineering","206","","109535","","","3","10.1016/j.compchemeng.2025.109535","https://www.scopus.com/pages/publications/105026162558?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105026162558"
"Shen Y.; Liu B.; Sheng Z.","Shen, Yuting (60789366600); Liu, Bo (60789469900); Sheng, Zhengguo (57203183353)","60789366600; 60789469900; 57203183353","GoSchedITS: A High Concurrency and Adaptive Offloading Framework for Intelligent Transport Systems (ITS)","2026","IEEE Vehicular Networking Conference, VNC","","","","","","0","10.1109/VNC69225.2026.11629119","https://www.scopus.com/pages/publications/105047252998?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105047252998"
"Akkus Y.; Annighöfer B.","Akkus, Yusuf (60503426200); Annighöfer, Björn (59785040100)","60503426200; 59785040100","A Synoptic Comparative Analysis of Aviation and Automotive Software Development Processes Along the V-Model to Deduct Transfer Proposals for Autonomous Driving","2026","Journal of Autonomous Vehicles and Systems","6","4","041002","","","0","10.1115/1.4071897","https://www.scopus.com/pages/publications/105043727184?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105043727184"
"Paik S.; Kim D.; Hwang C.; Kim S.; Seo J.H.","Paik, Seunghun (58017055500); Kim, Dongsoo (59461790400); Hwang, Chanwoo (59460929900); Kim, Sunpill (57223820532); Seo, Jae Hong (55712046100)","58017055500; 59461790400; 59460929900; 57223820532; 55712046100","Toward Certifiably Robust Face Recognition: Analyses and Improvements","2026","IEEE Transactions on Biometrics, Behavior, and Identity Science","8","2","","255","269","1","10.1109/TBIOM.2025.3644396","https://www.scopus.com/pages/publications/105025451017?origin=resultslist","Article","Final","","Scopus","2-s2.0-105025451017"
"Su Q.; Li X.; Ren Y.; Fu B.; Hu C.; Yin Y.","Su, Qingran (57211423776); Li, Xingze (59517803200); Ren, Yuming (59487496700); Fu, Bing (60214866500); Hu, Chunming (36091049100); Yin, Yongfeng (35195149400)","57211423776; 59517803200; 59487496700; 60214866500; 36091049100; 35195149400","Thinking Like an Expert: Aligning LLM Thought Processes for Automated Safety Modeling of High-Altitude Solar Drones","2025","Drones","9","11","780","","","0","10.3390/drones9110780","https://www.scopus.com/pages/publications/105023208391?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023208391"
"Medrano-Sánchez E.J.; Jara J.","Medrano-Sánchez, Emilio J. (59360762600); Jara, Jadira (58929167000)","59360762600; 58929167000","Artificial intelligence agents as advanced decision support systems in public decision-making: evidence from Peru","2026","Frontiers in Artificial Intelligence","9","","1805539","","","0","10.3389/frai.2026.1805539","https://www.scopus.com/pages/publications/105041043793?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041043793"
"Tanaka T.; Uezono T.; Suenaga K.; Hashimoto M.","Tanaka, Tomonari (57216818211); Uezono, Takumi (8432959900); Suenaga, Kohei (14029404100); Hashimoto, Masanori (35373507100)","57216818211; 8432959900; 14029404100; 35373507100","In-Situ Hardware Error Detection Using Specification-Derived Petri Net Models and Behavior-Derived State Sequences","2026","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","","","","","0","10.1109/TCAD.2026.3691284","https://www.scopus.com/pages/publications/105038854066?origin=resultslist","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-105038854066"
"Belluano P.L.L.; Patmanthara S.; Ashar M.; Kurniawan F.; Kurubacak G.","Belluano, Poetri Lestari Lokapitasari (57211713475); Patmanthara, Syaad (57193692072); Ashar, Muhammad (57552461500); Kurniawan, Fachrul (58846336800); Kurubacak, Gulsun (8675840900)","57211713475; 57193692072; 57552461500; 58846336800; 8675840900","Clustering-Based Adaptive UX in E-Learning Systems: Aligning Microservices with the 4C Framework","2025","Journal of Applied Data Sciences","6","4","","2436","2448","0","10.47738/jads.v6i4.884","https://www.scopus.com/pages/publications/105015381067?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105015381067"
"Cameli Manzo R.; Földi Z.J.; Jáka-Sövegjártó S.; Etter M.","Cameli Manzo, Riccardo (60209754000); Földi, Zsombor J. (57202587031); Jáka-Sövegjártó, Szilvia (57907090400); Etter, Martin (56021952000)","60209754000; 57202587031; 57907090400; 56021952000","A synchrotron X-ray powder diffraction study of cuneiform clay artefacts","2025","npj Heritage Science","13","1","605","","","0","10.1038/s40494-025-02182-z","https://www.scopus.com/pages/publications/105022803052?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105022803052"
"Valdoria J.M.A.; Caballero A.; Medina A.F.","Valdoria, John Matthew A. (57212476268); Caballero, Arlene (57191613111); Medina, Agather F. (60745217500)","57212476268; 57191613111; 60745217500","KONSTRAKT-An AI-Powered Job and Project Networking Platform for the Philippine Construction Industry Using TF-IDF and Cosine Similarity Matching","2026","2026 11th International Conference on Business and Industrial Research, ICBIR 2026","","","","415","420","0","10.1109/ICBIR69932.2026.11584777","https://www.scopus.com/pages/publications/105044765746?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105044765746"
"Yucel S.U.; Isikci Y.E.; Peker M.E.; Evcil M.; Babir I.C.; Cevik Y.","Yucel, Selami Utku (60580822400); Isikci, Yigit Emir (59898064200); Peker, Mustafa Emir (60382063600); Evcil, Mustafa (59393052500); Babir, Isa Can (59461316900); Cevik, Yigit (60720697700)","60580822400; 59898064200; 60382063600; 59393052500; 59461316900; 60720697700","Detecting gPTP Timing Attacks in Avionic Time-Sensitive Networks","2026","Integrated Communications, Navigation and Surveillance Conference, ICNS","","","","","","0","10.1109/ICNS69853.2026.11570482","https://www.scopus.com/pages/publications/105043635350?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105043635350"
"Hu Y.; Chen C.; Bian S.","Hu, Yanfeng (55924806400); Chen, Cheng (57195052808); Bian, Shaofeng (56253752500)","55924806400; 57195052808; 56253752500","A Low-Cost Dual-Antenna Approach for GNSS Signal Authentication Against Constrained Distributed Spoofing","2026","IEEE Internet of Things Journal","13","15","","35332","35345","0","10.1109/JIOT.2026.3697730","https://www.scopus.com/pages/publications/105040348850?origin=resultslist","Article","Final","","Scopus","2-s2.0-105040348850"
"Tang Q.; Liu L.; Wei D.; Liao J.; Liu Z.; Jiao L.; Liu Y.; Wang K.; Wang R.; Dong D.","Tang, Qixing (57194684847); Liu, Longbao (58922549400); Wei, Dong (60214875200); Liao, Juan (35797271500); Liu, Zhongliang (60215014600); Jiao, Leizi (55603488300); Liu, Yachao (57207797526); Wang, Ke (59043498900); Wang, Runyu (57219549322); Dong, Daming (22984835900)","57194684847; 58922549400; 60214875200; 35797271500; 60215014600; 55603488300; 57207797526; 59043498900; 57219549322; 22984835900","A small sample crop seed quality detection system based on spectral-image bimodal fusion technology","2025","Engineering Applications of Artificial Intelligence","162","","112722","","","2","10.1016/j.engappai.2025.112722","https://www.scopus.com/pages/publications/105023173328?origin=resultslist","Article","Final","","Scopus","2-s2.0-105023173328"
"Nasir N.M.; Mohd Aris S.A.","Nasir, Nurfitri Muhamad (57219774508); Mohd Aris, Siti Armiza (57194606283)","57219774508; 57194606283","Two-Stage Fault Diagnosis Model for Railway Wheel Defects With Random Forest and KDE-Based Data Augmentation","2026","IEEE Access","14","","","96667","96676","0","10.1109/ACCESS.2026.3706850","https://www.scopus.com/pages/publications/105043448252?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105043448252"
"Zambrano-Vega C.; Chévez M.I.; Zhuma E.; Moncayo O.; Oviedo B.; Dorado A.V.","Zambrano-Vega, Cristian (57142509800); Chévez, María Isabel (60217736800); Zhuma, Emilio (59158434100); Moncayo, Oscar (60217618100); Oviedo, Byron (57214142022); Dorado, Aldo Valadez (60217676800)","57142509800; 60217736800; 59158434100; 60217618100; 57214142022; 60217676800","Characterization of the Graduation Profile of the Software and Telematics Programs from UTEQ: Analyzing Educational Outcomes with Industry Demands","2026","Communications in Computer and Information Science","2393 CCIS","","","196","210","0","10.1007/978-3-031-98290-3_15","https://www.scopus.com/pages/publications/105023396860?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105023396860"
"Kossek M.; Trimboli M.S.","Kossek, Magdalena (59316361600); Trimboli, M. Scott (60370096800)","59316361600; 60370096800","Control Barrier Functions for State of Power Estimation in Lithium-Ion Battery Management","2026","Journal of Dynamic Systems, Measurement and Control ","148","5","051010","","","0","10.1115/1.4071370","https://www.scopus.com/pages/publications/105036267947?origin=resultslist","Article","Final","","Scopus","2-s2.0-105036267947"
"Bauer A.; Angermeir F.; Alégroth E.; Anglert S.","Bauer, Andreas (58360861000); Angermeir, Florian (57222239127); Alégroth, Emil (55843479600); Anglert, Seth (60158597300)","58360861000; 57222239127; 55843479600; 60158597300","The prevalence of code review guidelines for GUI-based testing in open-source","2026","Journal of Systems and Software","241","","113004","","","1","10.1016/j.jss.2026.113004","https://www.scopus.com/pages/publications/105043881643?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105043881643"
"Borgonovo F.; Guarino M.; Leone F.; Brandolese C.; Grotto M.; Canidio A.; Mazzi C.; Ferrante V.","Borgonovo, F. (26423460900); Guarino, M. (58897490700); Leone, F. (58519354300); Brandolese, C. (6603433071); Grotto, M. (57118007500); Canidio, A. (60511078200); Mazzi, C. (60510556800); Ferrante, V. (6701921136)","26423460900; 58897490700; 58519354300; 6603433071; 57118007500; 60511078200; 60510556800; 6701921136","A case study to test an early warning technology to detect enteric dysbiosis in broiler production and to reduce the use of antibiotics","2026","Smart Agricultural Technology","14","","102156","","","0","10.1016/j.atech.2026.102156","https://www.scopus.com/pages/publications/105037791927?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105037791927"
"Koshekov K.; Muratkhan B.; Kurbanov Y.; Koshekov A.; Levchenko N.; Togambayev R.; Pirmanov I.","Koshekov, Kayrat (56150300500); Muratkhan, Bibigul (60163616600); Kurbanov, Yakub (59740601200); Koshekov, Abay (57192438940); Levchenko, Nataliia (57258686100); Togambayev, Rustam (59521322800); Pirmanov, Ildar (57483954800)","56150300500; 60163616600; 59740601200; 57192438940; 57258686100; 59521322800; 57483954800","Vector Autoregression-Based Assessment of Communication Loss Risk in Urban eVTOL and UAV Operations","2026","IEEE Access","14","","","69222","69238","0","10.1109/ACCESS.2026.3690353","https://www.scopus.com/pages/publications/105038622055?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105038622055"
"Ghetau T.-G.; Bogdan I.; Chiriac V.M.; Sorescu T.G.; Comsa C.-R.","Ghetau, Tudor-Gabriel (60093521000); Bogdan, Ion (14631503400); Chiriac, Vlad Mihai (36162387100); Sorescu, Tiberius George (57223597914); Comsa, Ciprian-Romeo (14631567800)","60093521000; 14631503400; 36162387100; 57223597914; 14631567800","Context-Aware QoS Adaptation Framework for Vehicular Communications in 5G-MEC Networks","2026","2026 Advanced Topics on Measurement and Simulation, ATOMS 2026","","","","","","0","10.1109/ATOMS69836.2026.11583495","https://www.scopus.com/pages/publications/105044707318?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105044707318"
"Yang X.; Yue G.; Liu G.","Yang, Xuan (60738749800); Yue, Guanji (59161060800); Liu, Guitang (60738014600)","60738749800; 59161060800; 60738014600","MIPA: Multi-Agent Interval Analysis via Value-Flow and LLM-Solver Co-Reasoning","2026","2026 6th International Symposium on Computer Technology and Information Science, ISCTIS 2026","","","","114","123","0","10.1109/ISCTIS70043.2026.11571895","https://www.scopus.com/pages/publications/105044577415?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105044577415"
"Wu F.-L.; Liu J.-S.; Peng C.-M.; Kao L.-W.; Ko P.-H.; Chen I.-F.","Wu, Fei-Lung (60711395100); Liu, Jung-Sheng (58735655200); Peng, Chia-Mei (7401798027); Kao, Li-Wei (60712122900); Ko, Pei-Hsuan (60711395200); Chen, I-Fong (36187963000)","60711395100; 58735655200; 7401798027; 60712122900; 60711395200; 36187963000","3D Coverage Shaping of an On-Glass 5G NR N78 Monopole Using Open/Short-Circuited Stubs","2026","Electronics (Switzerland)","15","12","2543","","","0","10.3390/electronics15122543","https://www.scopus.com/pages/publications/105042965844?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105042965844"
"Kaushik S.; Lamba A.K.; Sharma R.K.; Sharma P.","Kaushik, Sarvagya (59940688300); Lamba, Amanjot Kaur (57195580180); Sharma, Rajeev Kamal (59227984100); Sharma, Preeti (57200312987)","59940688300; 57195580180; 59227984100; 57200312987","Review of AI-Enabled Intelligent Manufacturing: Present Situation and Prospects for the Future","2026","Communications in Computer and Information Science","2610 CCIS","","","359","371","0","10.1007/978-3-032-11488-4_29","https://www.scopus.com/pages/publications/105027531180?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105027531180"
"Enginkaya E.; Özer Çizer E.; Yurdakul K.","Enginkaya, Ebru (56588015700); Özer Çizer, Ece (60388617200); Yurdakul, Kameri (60388335300)","56588015700; 60388617200; 60388335300","Sustainability as Strategic Communication: Evidence from the Turkish Textile Industry","2026","Sustainability (Switzerland)","18","3","1548","","","0","10.3390/su18031548","https://www.scopus.com/pages/publications/105030056218?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105030056218"
"Szkopiński J.; Śmieszek M.; Kochan A.","Szkopiński, Janusz (57188747680); Śmieszek, Maciej (60239768800); Kochan, Andrzej (57203993135)","57188747680; 60239768800; 57203993135","The Problem of Resolving Train Movement Conflicts in a Traffic Management System †","2025","Applied Sciences (Switzerland)","15","23","12770","","","1","10.3390/app152312770","https://www.scopus.com/pages/publications/105024908358?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105024908358"
"González-Zamar M.-D.; Malíková K.; Abad-Segura E.","González-Zamar, Mariana-Daniela (57211312787); Malíková, Kristýna (60757921300); Abad-Segura, Emilio (57216920173)","57211312787; 60757921300; 57216920173","Validating an Updated Creative Personality Scale (CPS) for Future Teachers: The Human Factor Facing Artificial Intelligence","2026","Education Sciences","16","7","1022","","","0","10.3390/educsci16071022","https://www.scopus.com/pages/publications/105045787875?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045787875"
"Engelbart M.; Kosek M.; Eggert L.; Ott J.","Engelbart, Mathis (57200079158); Kosek, Mike (57216272610); Eggert, Lars (8888787100); Ott, Jörg (13205592600)","57200079158; 57216272610; 8888787100; 13205592600","From req/res to pub/sub: Exploring Media over QUIC Transport for DNS","2025","HotNets 2025 - Proceedings of the 2025 24th ACM Workshop on Hot Topics in Networks","","","","419","426","0","10.1145/3772356.3772416","https://www.scopus.com/pages/publications/105023682196?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023682196"
"Nithya N.; Lochanambal K.P.","Nithya, N. (60601643200); Lochanambal, K.P. (36093054100)","60601643200; 36093054100","Network-Aware Intelligent Transportation Systems Using Software-Defined Networking and Explainable Artificial Intelligence: A Comprehensive Survey","2026","International Journal of Computer Information Systems and Industrial Management Applications","18","4s","","789","804","0","10.70917/ijcisim-2026-2570","https://www.scopus.com/pages/publications/105044715298?origin=resultslist","Article","Final","","Scopus","2-s2.0-105044715298"
"Adnyana K.; Schwung A.","Adnyana, Ketut (59533696500); Schwung, Andreas (26536568000)","59533696500; 26536568000","Standard Conformant Prompting (SCP): A Reproducible Framework for Compiler-Ready PLC Code Generation with Large Language Models : om Post-Hoc Verification to Standard-Driven Code Synthesis in Industrial Automation","2026","12th 2026 International Conference on Control, Decision and Information Technologies, CoDIT 2026","","","","124","129","0","10.1109/CoDIT70676.2026.11630913","https://www.scopus.com/pages/publications/105047836956?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105047836956"
"Chakraborty S.; Rathore P.; Sarmah S.P.; Gupta M.; Saha E.","Chakraborty, Sayan (57204290027); Rathore, Pradeep (57224888054); Sarmah, S.P. (14825877000); Gupta, Mihir (57658544000); Saha, Esha (57191075531)","57204290027; 57224888054; 14825877000; 57658544000; 57191075531","Blockchain implementation in municipal solid waste circular supply chain: A stakeholder's analysis","2026","Computers and Industrial Engineering","211","","111653","","","1","10.1016/j.cie.2025.111653","https://www.scopus.com/pages/publications/105020981858?origin=resultslist","Article","Final","","Scopus","2-s2.0-105020981858"
"Guan H.; Li W.; Zhang C.","Guan, Hanting (57719390400); Li, Wensheng (57224537240); Zhang, Chao (55626078900)","57719390400; 57224537240; 55626078900","Dominant RGB channel coding: A simple and effective feature extraction method for moiré pattern detection","2025","Signal, Image and Video Processing","19","17","1386","","","0","10.1007/s11760-025-04951-6","https://www.scopus.com/pages/publications/105022920018?origin=resultslist","Article","Final","","Scopus","2-s2.0-105022920018"
"Faria P.; Finn P.D.; Marques T.N.","Faria, Pedro (59214290700); Finn, Peter D. (60191637100); Marques, Tiago Navarro (57949375100)","59214290700; 60191637100; 57949375100","Capacity of Learning - Measuring intelligence as a potential alternative for the exam measuring system","2025","Proceedings of 2025 3rd International Conference on Educational Knowledge and Informatization, EKI 2025","","","","29","38","0","10.1145/3765325.3765332","https://www.scopus.com/pages/publications/105022626071?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105022626071"
"Swetha P.B.; Gayathri A.; Renuka B.; Shirisha D.; Vennakandla C.S.R.; Sultana S.F.","Swetha, Pasuluri Bindu (57208226387); Gayathri, A. (60560209700); Renuka, B. (59700433600); Shirisha, D. (58418489800); Vennakandla, Charan Sai Raja (60503358100); Sultana, S. Fowzia (60559851800)","57208226387; 60560209700; 59700433600; 58418489800; 60503358100; 60559851800","Fault-Tolerant UART with CRC-Based Error Detection","2026","7th International Conference on Mobile Computing and Sustainable Informatics, ICMCSI 2026","","","","1684","1689","0","10.1109/ICMCSI67283.2026.11412734","https://www.scopus.com/pages/publications/105034832092?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105034832092"
"Wiputra R.; Hardjono T.","Wiputra, Richard (56638189100); Hardjono, Thomas (6701612512)","56638189100; 6701612512","A Policy-Driven Ecosystem for an Indonesian Rupiah Stablecoin","2026","IET Blockchain","6","1","e70049","","","0","10.1049/blc2.70049","https://www.scopus.com/pages/publications/105041849971?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105041849971"
"Hohentanner K.; Hertel L.; Föger M.; Auer L.; Horsch J.","Hohentanner, Konrad (57474750900); Hertel, Lukas (60702656700); Föger, Minu (60702325100); Auer, Lukas (58374663500); Horsch, Julian (56122163700)","57474750900; 60702656700; 60702325100; 58374663500; 56122163700","Memory Tagging with Intra-Object Detection: Bridging the Gap in Fine-Grained Memory Safety","2026","ASIA CCS 2026 - Proceedings of the 21st ACM ASIA Conference on Computer and Communications Security","","","","1000","1012","0","10.1145/3779208.3785284","https://www.scopus.com/pages/publications/105042429512?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105042429512"
"Zwede T.; Ehaus M.; Babel M.; Heeß P.; Schick L.; Körner M.-F.; Strüker J.","Zwede, Till (57221834873); Ehaus, Marvin (59898324300); Babel, Matthias (57768716200); Heeß, Paula (58479837800); Schick, Leo (59586736400); Körner, Marc-Fabian (57209688206); Strüker, Jens (6507170631)","57221834873; 59898324300; 57768716200; 58479837800; 59586736400; 57209688206; 6507170631","Designing and implementing the trust diamond for verifiable and privacy-preserving data sharing: engineering energy flexibility provision","2025","Energy Informatics","8","1","143","","","0","10.1186/s42162-025-00603-8","https://www.scopus.com/pages/publications/105023506812?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105023506812"
"Mikeska J.N.; Klebanov B.B.; Bhatia A.; Halder S.; Suhan M.","Mikeska, Jamie N. (24280762900); Klebanov, Beata Beigman (55954924100); Bhatia, Aakanksha (59655006200); Halder, Shreyashi (59935489700); Suhan, Michael (58655765100)","24280762900; 55954924100; 59655006200; 59935489700; 58655765100","Evaluating the Use of Generative Artificial Intelligence to Support Learning Opportunities for Teachers to Practice Engaging in Key Instructional Skills","2025","Lecture Notes in Computer Science","15878 LNAI","","","378","391","2","10.1007/978-3-031-98417-4_27","https://www.scopus.com/pages/publications/105011984620?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105011984620"
"Phologane S.A.; Valentine L.; Yan B.; Tambovceva T.","Phologane, Samantha A. (59490045400); Valentine, Lucrecia (57559756700); Yan, Bingwen (35749252000); Tambovceva, Tatjana (55359732200)","59490045400; 57559756700; 35749252000; 55359732200","Towards Effective Integrated Risk Management: Enhancing Compliance and Competitiveness for Sustainable Access to the EU Citrus Market","2024","Sustainability (Switzerland)","16","24","10891","","","2","10.3390/su162410891","https://www.scopus.com/pages/publications/85213259813?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85213259813"
"De Leon Siller S.; Awobusuyi T.; Wolodko J.; Wismer W.","De Leon Siller, Susana (59732183000); Awobusuyi, Temitope (56669819300); Wolodko, John (6506647248); Wismer, Wendy (6602654681)","59732183000; 56669819300; 6506647248; 6602654681","A Conjoint Analysis Evaluation of Consumer Perspectives on Cricket-Based Snacks: A Case Study for Alberta, Canada","2025","Sustainability (Switzerland)","17","7","2910","","","2","10.3390/su17072910","https://www.scopus.com/pages/publications/105002311133?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105002311133"
"Mahmood S.; Chadhar M.; Firmin S.","Mahmood, Samreen (57218707694); Chadhar, Mehmood (56242479100); Firmin, Selena (55360171600)","57218707694; 56242479100; 55360171600","Addressing Cybersecurity Challenges in Times of Crisis: Extending the Sociotechnical Systems Perspective","2024","Applied Sciences (Switzerland)","14","24","11610","","","6","10.3390/app142411610","https://www.scopus.com/pages/publications/85213210784?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85213210784"
"Alharbi S.O.","Alharbi, Sayer Obaid (57205022409)","57205022409","The analysis of electromagnetic maxwell nanofluid flow over an axisymmetric cylindrical surface using artificial neural networks for active and passive control","2025","International Journal of Modelling and Simulation","45","6","","1913","1931","4","10.1080/02286203.2024.2306080","https://www.scopus.com/pages/publications/85183866933?origin=resultslist","Article","Final","","Scopus","2-s2.0-85183866933"
"Umathe S.; Daigavane P.; Daigavane M.","Umathe, Shradha (57195263404); Daigavane, Prema (26325227200); Daigavane, Manoj (18133294200)","57195263404; 26325227200; 18133294200","Improving Fault Classification Accuracy Using Wavelet Transform And Random Forest With Statcom Integration","2025","EAI Endorsed Transactions on Energy Web","12","","","","","9","10.4108/EW.5950","https://www.scopus.com/pages/publications/85209744349?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85209744349"
