Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
MCaaS: Model Checking in the Cloud for Assurances of Adaptive Systems,Software Engineering for Self-Adaptive Systems III. Assurances,,,,10.1007/978-3-319-74183-3_5,Amir Molzam ShariflooAndreas Metzger,2017,https://link.springer.com/chapter/10.1007/978-3-319-74183-3_5,Conference paper
Evaluating Tools for Software Verification (Track Introduction),"Leveraging Applications of Formal Methods, Verification and Validation. Verification",,,,10.1007/978-3-030-03421-4_10,Markus SchordanDirk BeyerStephen F. Siegel,2018,https://link.springer.com/chapter/10.1007/978-3-030-03421-4_10,Conference paper
An Abstract Machine for Asynchronous Programs with Closures and Priority Queues,Reachability Problems,,,,10.1007/978-3-319-67089-8_5,Davide AnconaGiorgio DelzannoLuca FranceschiniMaurizio LeottaEnrico PrampoliniMarina RibaudoFilippo Ricca,2017,https://link.springer.com/chapter/10.1007/978-3-319-67089-8_5,Conference paper
Formal probabilistic analysis of a surgical robot control algorithm with different virtual fixtures,Innovations in Systems and Software Engineering,,,,10.1007/s11334-018-0315-8,Muhammad Saad AyubOsman Hasan,2018,https://link.springer.com/article/10.1007/s11334-018-0315-8,Article
Verifying a Copying Garbage Collector in GP 2,Software Technologies: Applications and Foundations,,,,10.1007/978-3-030-04771-9_34,Gia S. WulandariDetlef Plump,2018,https://link.springer.com/chapter/10.1007/978-3-030-04771-9_34,Conference paper
MGHyper: Checking Satisfiability of&#xa0;HyperLTL Formulas Beyond the $$\exists ^*\forall ^*$$ Fragment,Automated Technology for Verification and Analysis,,,,10.1007/978-3-030-01090-4_31,Bernd FinkbeinerChristopher HahnTobias Hans,2018,https://link.springer.com/chapter/10.1007/978-3-030-01090-4_31,Conference paper
Transformational Semantics on a Tree Bank,New Frontiers in Artificial Intelligence,,,,10.1007/978-3-319-93794-6_17,Oleg Kiselyov,2018,https://link.springer.com/chapter/10.1007/978-3-319-93794-6_17,Conference paper
"Online, library-based visual formal specification monitoring system for monitoring log-files with visible and hidden data",Innovations in Systems and Software Engineering,,,,10.1007/s11334-016-0286-6,Doron Drusinsky,2016,https://link.springer.com/article/10.1007/s11334-016-0286-6,Article
Revisiting Bounded Reachability Analysis of Timed Automata Based on MILP,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-030-00244-2_18,Iulian Ober,2018,https://link.springer.com/chapter/10.1007/978-3-030-00244-2_18,Conference paper
Lazy Self-composition for Security Verification,Computer Aided Verification,,,,10.1007/978-3-319-96142-2_11,Weikun YangYakir VizelPramod SubramanyanAarti GuptaSharad Malik,2018,https://link.springer.com/chapter/10.1007/978-3-319-96142-2_11,Conference paper
Software Architecture Measurement—Experiences from a Multinational Company,Software Architecture,,,,10.1007/978-3-030-00761-4_20,Wensheng WuYuanfang CaiRick KazmanRan MoZhipeng LiuRongbiao ChenYingan GeWeicai LiuJunhui Zhang,2018,https://link.springer.com/chapter/10.1007/978-3-030-00761-4_20,Conference paper
Modular Verification of Procedure Equivalence in the Presence of Memory Allocation,Programming Languages and Systems,,,,10.1007/978-3-662-54434-1_35,Tim WoodSophia DrossopolouShuvendu K. LahiriSusan Eisenbach,2017,https://link.springer.com/chapter/10.1007/978-3-662-54434-1_35,Conference paper
Combining Forward and Backward Abstract Interpretation of Horn Clauses,Static Analysis,,,,10.1007/978-3-319-66706-5_2,Alexey BakhirkinDavid Monniaux,2017,https://link.springer.com/chapter/10.1007/978-3-319-66706-5_2,Conference paper
Comprehensibility of system models during test design: a controlled experiment comparing UML activity diagrams and state machines,Software Quality Journal,,,,10.1007/s11219-018-9407-9,Michael FeldererAndrea Herrmann,2018,https://link.springer.com/article/10.1007/s11219-018-9407-9,Article
Clarification of Ambiguity for the Simple Authentication and Security Layer,"Abstract State Machines, Alloy, B, TLA, VDM, and Z",,,,10.1007/978-3-319-91271-4_13,Farah Al-ShareefiAlexei LisitsaClare Dixon,2018,https://link.springer.com/chapter/10.1007/978-3-319-91271-4_13,Conference paper
From Model Checking to Runtime Verification&#xa0;and Back,Runtime Verification,,,,10.1007/978-3-319-67531-2_14,Katarína KejstováPetr RočkaiJiří Barnat,2017,https://link.springer.com/chapter/10.1007/978-3-319-67531-2_14,Conference paper
Computing Exact Loop Bounds for Bounded Program Verification,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-3-319-69483-2_9,Tianhai LiuShmuel TyszberowiczBernhard BeckertMana Taghdiri,2017,https://link.springer.com/chapter/10.1007/978-3-319-69483-2_9,Conference paper
Enforcing Programming Guidelines with Region Types and Effects,Programming Languages and Systems,,,,10.1007/978-3-319-71237-6_5,Serdar ErbaturMartin HofmannEugen Zălinescu,2017,https://link.springer.com/chapter/10.1007/978-3-319-71237-6_5,Conference paper
Identifying Class Integration Test Order Using an Improved Genetic Algorithm-Based Approach,Software Technologies,,,,10.1007/978-3-319-93641-3_8,Istvan Gergely CzibulaGabriela CzibulaZsuzsanna Marian,2018,https://link.springer.com/chapter/10.1007/978-3-319-93641-3_8,Conference paper
Effective Test Suite Design for Detecting Concurrency Control Faults in Distributed Transaction Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Distributed Systems",,,,10.1007/978-3-030-03424-5_24,Simin CaiBarbara GallinaDag NyströmCristina Seceleanu,2018,https://link.springer.com/chapter/10.1007/978-3-030-03424-5_24,Conference paper
PSML: parallel system modeling and simulation language for electronic system level,The Journal of Supercomputing,,,,10.1007/s11227-018-2682-1,Alireza PoshtkohiM. B. Ghaznavi-GhoushchiKamyar Saghafi,2018,https://link.springer.com/article/10.1007/s11227-018-2682-1,Article
Test Suite Reduction in Idempotence Testing of Infrastructure as Code,Tests and Proofs,,,,10.1007/978-3-319-61467-0_6,Katsuhiko IkeshitaFuyuki IshikawaShinichi Honiden,2017,https://link.springer.com/chapter/10.1007/978-3-319-61467-0_6,Conference paper
Textual User Requirements Notation,"System Analysis and Modeling. Languages, Methods, and Tools for Systems Engineering",,,,10.1007/978-3-030-01042-3_10,Ruchika KumarGunter Mussbacher,2018,https://link.springer.com/chapter/10.1007/978-3-030-01042-3_10,Conference paper
Checkpoint/Rollback vs Causally-Consistent Reversibility,Reversible Computation,,,,10.1007/978-3-319-99498-7_20,Martin VassorJean-Bernard Stefani,2018,https://link.springer.com/chapter/10.1007/978-3-319-99498-7_20,Conference paper
A Description Logic Based Knowledge Representation Model for Concept Understanding,Agents and Artificial Intelligence,,,,10.1007/978-3-319-93581-2_1,Farshad Badie,2018,https://link.springer.com/chapter/10.1007/978-3-319-93581-2_1,Conference paper
A Proof Strategy Language and Proof Script Generation for Isabelle/HOL,Automated Deduction – CADE 26,,,,10.1007/978-3-319-63046-5_32,Yutaka NagashimaRamana Kumar,2017,https://link.springer.com/chapter/10.1007/978-3-319-63046-5_32,Conference paper
Inferring Safe Maude Programs with ÁTAME,Mathematical Software – ICMS 2018,,,,10.1007/978-3-319-96418-8_1,María AlpuenteDemis BallisJulia Sapiña,2018,https://link.springer.com/chapter/10.1007/978-3-319-96418-8_1,Conference paper
Efficient Model Construction for Horn Logic with VLog,Automated Reasoning,,,,10.1007/978-3-319-94205-6_44,Jacopo UrbaniMarkus KrötzschCeriel JacobsIrina DragosteDavid Carral,2018,https://link.springer.com/chapter/10.1007/978-3-319-94205-6_44,Conference paper
CABSL – C-Based Agent Behavior Specification Language,RoboCup 2017: Robot World Cup XXI,,,,10.1007/978-3-030-00308-1_11,Thomas Röfer,2018,https://link.springer.com/chapter/10.1007/978-3-030-00308-1_11,Conference paper
The VerCors Tool Set: Verification of Parallel and Concurrent Software,Integrated Formal Methods,,,,10.1007/978-3-319-66845-1_7,Stefan BlomSaeed DarabiMarieke HuismanWytse Oortwijn,2017,https://link.springer.com/chapter/10.1007/978-3-319-66845-1_7,Conference paper
Complementary test selection criteria for model-based testing of security components,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-018-0489-2,Julien BotellaJean-François CapuronFrédéric DadeauElizabeta FourneretBruno LegeardFlorence Schadle,2018,https://link.springer.com/article/10.1007/s10009-018-0489-2,Article
A Calculus of Virtually Timed Ambients,Recent Trends in Algebraic Development Techniques,,,,10.1007/978-3-319-72044-9_7,Einar Broch JohnsenMartin SteffenJohanna Beate Stumpf,2017,https://link.springer.com/chapter/10.1007/978-3-319-72044-9_7,Conference paper
Marlowe: Financial Contracts on Blockchain,"Leveraging Applications of Formal Methods, Verification and Validation. Industrial Practice",,,,10.1007/978-3-030-03427-6_27,Pablo Lamela SeijasSimon Thompson,2018,https://link.springer.com/chapter/10.1007/978-3-030-03427-6_27,Conference paper
"Advances in probabilistic model checking with PRISM: variable reordering, quantiles and weak deterministic Büchi automata",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-017-0456-3,Joachim KleinChristel BaierPhilipp ChrszonMarcus DaumClemens DubslaffSascha KlüppelholzSteffen MärckerDavid Müller,2017,https://link.springer.com/article/10.1007/s10009-017-0456-3,Article
Answer Set Programming for Declarative Content Specification: A Scalable Partitioning-Based Approach,AI*IA 2018 – Advances in Artificial Intelligence,,,,10.1007/978-3-030-03840-3_17,Francesco CalimeriStefano GermanoGiovambattista IanniFrancesco PacenzaArmando PezzimentiAndrea Tucci,2018,https://link.springer.com/chapter/10.1007/978-3-030-03840-3_17,Conference paper
Getting the Priorities Right: Saturation for Prioritised Petri Nets,Application and Theory of Petri Nets and Concurrency,,,,10.1007/978-3-319-57861-3_14,Kristóf MarussyVince MolnárAndrás VörösIstván Majzik,2017,https://link.springer.com/chapter/10.1007/978-3-319-57861-3_14,Conference paper
General Lessons from a Rely/Guarantee Development,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-3-319-69483-2_1,Cliff B. JonesAndrius VelykisNisansala Yatapanage,2017,https://link.springer.com/chapter/10.1007/978-3-319-69483-2_1,Conference paper
Fast deterministic parsers for transition networks,Acta Informatica,,,,10.1007/s00236-017-0308-3,Angelo BorsottiLuca BreveglieriStefano Crespi ReghizziAngelo Morzenti,2017,https://link.springer.com/article/10.1007/s00236-017-0308-3,Article
Sound Black-Box Checking in the LearnLib,NASA Formal Methods,,,,10.1007/978-3-319-77935-5_24,Jeroen MeijerJaco van de Pol,2018,https://link.springer.com/chapter/10.1007/978-3-319-77935-5_24,Conference paper
Rigorous development process of a safety-critical system: from ASM models to Java code,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-015-0394-x,Paolo ArcainiAngelo GargantiniElvinia Riccobene,2015,https://link.springer.com/article/10.1007/s10009-015-0394-x,Article
On the automated translational execution of the action language for foundational UML,Software & Systems Modeling,,,,10.1007/s10270-016-0556-7,Federico Ciccozzi,2016,https://link.springer.com/article/10.1007/s10270-016-0556-7,Article
A large-scale study of call graph-based impact prediction using mutation testing,Software Quality Journal,,,,10.1007/s11219-016-9332-8,Vincenzo MuscoMartin MonperrusPhilippe Preux,2016,https://link.springer.com/article/10.1007/s11219-016-9332-8,Article
Test-Data Generation for Testing Parallel Real-Time Systems,Testing Software and Systems,,,,10.1007/978-3-319-25945-1_13,Muhammad Waqar AzizSyed Abdul Baqi Shah,2015,https://link.springer.com/chapter/10.1007/978-3-319-25945-1_13,Conference paper
Test case selection using multi-criteria optimization for effective fault localization,Computing,,,,10.1007/s00607-018-0610-0,Ke-chao WangTian-tian WangXiao-hong Su,2018,https://link.springer.com/article/10.1007/s00607-018-0610-0,Article
Verifying Bounded Subset-Closed Hyperproperties,Static Analysis,,,,10.1007/978-3-319-99725-4_17,Isabella MastroeniMichele Pasqua,2018,https://link.springer.com/chapter/10.1007/978-3-319-99725-4_17,Conference paper
A Formal Framework for Specifying and Verifying Microservices Based Process Flows,Software Engineering and Formal Methods,,,,10.1007/978-3-319-74781-1_14,Matteo CamilliCarlo BellettiniLorenzo CapraMattia Monga,2018,https://link.springer.com/chapter/10.1007/978-3-319-74781-1_14,Conference paper
Programming and Proving with Classical Types,Programming Languages and Systems,,,,10.1007/978-3-319-71237-6_11,Cristina MatacheVictor B. F. GomesDominic P. Mulligan,2017,https://link.springer.com/chapter/10.1007/978-3-319-71237-6_11,Conference paper
Modular Verification of Information Flow Security in Component-Based Systems,Software Engineering and Formal Methods,,,,10.1007/978-3-319-66197-1_19,Simon GreinerMartin MohrBernhard Beckert,2017,https://link.springer.com/chapter/10.1007/978-3-319-66197-1_19,Conference paper
"A qualitative assessment of <span class=""mathjax-tex"">\(\alpha \)</span>Rby in the perspective of the supervisory control theory",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-017-0461-6,Maxime RouthierRichard St-Denis,2017,https://link.springer.com/article/10.1007/s10009-017-0461-6,Article
MiniZinc with Strings,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-63139-4_4,Roberto AmadiniPierre FlenerJustin PearsonJoseph D. ScottPeter J. StuckeyGuido Tack,2017,https://link.springer.com/chapter/10.1007/978-3-319-63139-4_4,Conference paper
Specifying and Incorporating Compliance Requirements into Software Development Using UML and OCL,Computational Science and Its Applications – ICCSA 2018,,,,10.1007/978-3-319-95171-3_40,Oluwasefunmi Tale ArogundadeTemitope Elizabeth AbioyeAbiodun Muyideen MustaphaAdeola Mary AdenijiAbiodun Motunrayo IkotunFranklin O. Asahiah,2018,https://link.springer.com/chapter/10.1007/978-3-319-95171-3_40,Conference paper
Cloud Certification Process Validation Using Formal Methods,Service-Oriented Computing,,,,10.1007/978-3-319-69035-3_5,Maria KrotsianiChristos KloukinasGeorge Spanoudakis,2017,https://link.springer.com/chapter/10.1007/978-3-319-69035-3_5,Conference paper
"Three Is a Crowd: SAT, SMT and CLP on a Chessboard",Practical Aspects of Declarative Languages,,,,10.1007/978-3-319-73305-0_5,Sebastian KringsMichael LeuschelPhilipp KörnerStefan HallerstedeMiran Hasanagić,2018,https://link.springer.com/chapter/10.1007/978-3-319-73305-0_5,Conference paper
Testing the IPC Protocol for a Real-Time Operating System,"Verified Software: Theories, Tools, and Experiments",,,,10.1007/978-3-319-29613-5_3,Achim D. BruckerOto HavleYakoub NemouchiBurkhart Wolff,2016,https://link.springer.com/chapter/10.1007/978-3-319-29613-5_3,Conference paper
On negative results when using sentiment analysis tools for software engineering research,Empirical Software Engineering,,,,10.1007/s10664-016-9493-x,Robbert JongelingProshanta SarkarSubhajit DattaAlexander Serebrenik,2017,https://link.springer.com/article/10.1007/s10664-016-9493-x,Article
Code Obfuscation Against Abstract Model Checking Attacks,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-319-73721-8_5,Roberto BruniRoberto GiacobazziRoberta Gori,2018,https://link.springer.com/chapter/10.1007/978-3-319-73721-8_5,Conference paper
Symbolic Reasoning Methods in Rewriting Logic and Maude,"Logic, Language, Information, and Computation",,,,10.1007/978-3-662-57669-4_2,José Meseguer,2018,https://link.springer.com/chapter/10.1007/978-3-662-57669-4_2,Conference paper
Proving Absence of Starvation by Means of&#xa0;Abstract Interpretation and Model Checking,Automated Technology for Verification and Analysis,,,,10.1007/978-3-319-68167-2_1,Helmut SeidlRalf Vogler,2017,https://link.springer.com/chapter/10.1007/978-3-319-68167-2_1,Conference paper
An Ontology-Driven Probabilistic Soft Logic Approach to Improve NLP Entity Annotations,The Semantic Web – ISWC 2018,,,,10.1007/978-3-030-00671-6_9,Marco Rospocher,2018,https://link.springer.com/chapter/10.1007/978-3-030-00671-6_9,Conference paper
EVE: A Tool for Temporal Equilibrium Analysis,Automated Technology for Verification and Analysis,,,,10.1007/978-3-030-01090-4_35,Julian GutierrezMuhammad NajibGiuseppe PerelliMichael Wooldridge,2018,https://link.springer.com/chapter/10.1007/978-3-030-01090-4_35,Conference paper
Formal Parameter Synthesis for Energy-Utility-Optimal Fault Tolerance,Computer Performance Engineering,,,,10.1007/978-3-030-02227-3_6,Linda HerrmannChristel BaierChristof FetzerSascha KlüppelholzMarkus Napierkowski,2018,https://link.springer.com/chapter/10.1007/978-3-030-02227-3_6,Conference paper
Making Whiley Boogie!,Integrated Formal Methods,,,,10.1007/978-3-319-66845-1_5,Mark UttingDavid J. PearceLindsay Groves,2017,https://link.springer.com/chapter/10.1007/978-3-319-66845-1_5,Conference paper
Experimental evaluation of a novel equivalence class partition testing strategy,Software & Systems Modeling,,,,10.1007/s10270-017-0595-8,Felix HübnerWen-ling HuangJan Peleska,2017,https://link.springer.com/article/10.1007/s10270-017-0595-8,Article
A Rule-Based Approach to Analyzing Database Schema Objects with Datalog,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-319-94460-9_2,Christiane EngelsAndreas BehrendStefan Brass,2018,https://link.springer.com/chapter/10.1007/978-3-319-94460-9_2,Conference paper
Compositional Verification of Compiler Optimisations on Relaxed Memory,Programming Languages and Systems,,,,10.1007/978-3-319-89884-1_36,Mike DoddsMark BattyAlexey Gotsman,2018,https://link.springer.com/chapter/10.1007/978-3-319-89884-1_36,Conference paper
Finding All Minimum-Size DFA Consistent with&#xa0;Given Examples: SAT-Based Approach,Software Engineering and Formal Methods,,,,10.1007/978-3-319-74781-1_9,Ilya ZakirzyanovAnatoly ShalytoVladimir Ulyantsev,2018,https://link.springer.com/chapter/10.1007/978-3-319-74781-1_9,Conference paper
Unit testing performance with Stochastic Performance Logic,Automated Software Engineering,,,,10.1007/s10515-015-0188-0,Lubomír BulejTomáš BurešVojtěch HorkýJaroslav KotrčLukáš MarekTomáš TrojánekPetr Tůma,2016,https://link.springer.com/article/10.1007/s10515-015-0188-0,Article
From SysML to Model Checkers via Model Transformation,Model Checking Software,,,,10.1007/978-3-319-94111-0_15,Martin KölblStefan LeueHargurbir Singh,2018,https://link.springer.com/chapter/10.1007/978-3-319-94111-0_15,Conference paper
Monitoring Hyperproperties by Combining Static Analysis and Runtime Verification,"Leveraging Applications of Formal Methods, Verification and Validation. Verification",,,,10.1007/978-3-030-03421-4_2,Borzoo BonakdarpourCesar SanchezGerardo Schneider,2018,https://link.springer.com/chapter/10.1007/978-3-030-03421-4_2,Conference paper
Using Abstract Interpretation to Correct Synchronization Faults,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-319-52234-0_11,Pietro FerraraOmer TrippPeng LiuEric Koskinen,2017,https://link.springer.com/chapter/10.1007/978-3-319-52234-0_11,Conference paper
Ultimate Automizer with an On-Demand Construction of Floyd-Hoare Automata,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-54580-5_30,Matthias HeizmannYu-Wen ChenDaniel DietschMarius GreitschusAlexander NutzBetim MusaClaus SchätzleChristian SchillingFrank SchüsseleAndreas Podelski,2017,https://link.springer.com/chapter/10.1007/978-3-662-54580-5_30,Conference paper
A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata,Implementation and Application of Automata,,,,10.1007/978-3-319-94812-6_9,Johanna BjörklundFrank DrewesAnna Jonsson,2018,https://link.springer.com/chapter/10.1007/978-3-319-94812-6_9,Conference paper
Formalised EMFTVM bytecode language for sound verification of model transformations,Software & Systems Modeling,,,,10.1007/s10270-016-0553-x,Zheng ChengRosemary MonahanJames F. Power,2016,https://link.springer.com/article/10.1007/s10270-016-0553-x,Article
Survey on the Applicability of Textual Notations for the Unified Modeling Language,Model-Driven Engineering and Software Development,,,,10.1007/978-3-319-66302-9_1,Stephan SeifermannHenning Groenda,2017,https://link.springer.com/chapter/10.1007/978-3-319-66302-9_1,Conference paper
RTD-Finder: A Tool for Compositional Verification of Real-Time Component-Based Systems,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-662-49674-9_23,Souha Ben-RayanaMarius BozgaSaddek BensalemJacques Combaz,2016,https://link.springer.com/chapter/10.1007/978-3-662-49674-9_23,Conference paper
Uncertainty-Wise Cyber-Physical System test modeling,Software & Systems Modeling,,,,10.1007/s10270-017-0609-6,Man ZhangShaukat AliTao YueRoland NorgrenOscar Okariz,2017,https://link.springer.com/article/10.1007/s10270-017-0609-6,Article
Mode-Aware Concolic Testing for PLC Software,Integrated Formal Methods,,,,10.1007/978-3-319-98938-9_21,Hendrik SimonStefan Kowalewski,2018,https://link.springer.com/chapter/10.1007/978-3-319-98938-9_21,Conference paper
C++11/14 Mutation Operators Based on Common Fault Patterns,Testing Software and Systems,,,,10.1007/978-3-319-99927-2_9,Ali ParsaiSerge DemeyerSeph De Busser,2018,https://link.springer.com/chapter/10.1007/978-3-319-99927-2_9,Conference paper
Extended Code Coverage for AspectJ-Based Runtime Verification Tools,Runtime Verification,,,,10.1007/978-3-319-46982-9_14,Omar JavedYudi ZhengAndrea RosàHaiyang SunWalter Binder,2016,https://link.springer.com/chapter/10.1007/978-3-319-46982-9_14,Conference paper
GoCo: planning expressive commitment protocols,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-018-9385-0,Felipe MeneguzziMauricio C. MagnaguagnoMunindar P. SinghPankaj R. TelangNeil Yorke-Smith,2018,https://link.springer.com/article/10.1007/s10458-018-9385-0,Article
Reverse engineering concurrent UML state machines using black box testing and genetic programming,Innovations in Systems and Software Engineering,,,,10.1007/s11334-017-0299-9,Doron Drusinsky,2017,https://link.springer.com/article/10.1007/s11334-017-0299-9,Article
Relational Equivalence Proofs Between Imperative and MapReduce Algorithms,"Verified Software. Theories, Tools, and Experiments",,,,10.1007/978-3-030-03592-1_14,Bernhard BeckertTimo BingmannMoritz KieferPeter SandersMattias UlbrichAlexander Weigl,2018,https://link.springer.com/chapter/10.1007/978-3-030-03592-1_14,Conference paper
Thread-Local Semantics and Its Efficient Sequential Abstractions for Race-Free Programs,Static Analysis,,,,10.1007/978-3-319-66706-5_13,Suvam MukherjeeOded PadonSharon ShohamDeepak D’SouzaNoam Rinetzky,2017,https://link.springer.com/chapter/10.1007/978-3-319-66706-5_13,Conference paper
Canonicalizing High-Level Constructs in Picat,Practical Aspects of Declarative Languages,,,,10.1007/978-3-319-51676-9_2,Neng-Fa ZhouJonathan Fruhman,2017,https://link.springer.com/chapter/10.1007/978-3-319-51676-9_2,Conference paper
Reversible Choreographies via Monitoring in Erlang,Distributed Applications and Interoperable Systems,,,,10.1007/978-3-319-93767-0_6,Adrian FrancalanzaClaudio Antares MezzinaEmilio Tuosto,2018,https://link.springer.com/chapter/10.1007/978-3-319-93767-0_6,Conference paper
Runtime Visualization and Verification in JIVE,Runtime Verification,,,,10.1007/978-3-319-46982-9_33,Lukasz ZiarekBharat JayaramanDemian LessaJ. Swaminathan,2016,https://link.springer.com/chapter/10.1007/978-3-319-46982-9_33,Conference paper
Dynamic Symbolic Verification of MPI Programs,Formal Methods,,,,10.1007/978-3-319-95582-7_28,Dhriti KhannaSubodh SharmaCésar RodríguezRahul Purandare,2018,https://link.springer.com/chapter/10.1007/978-3-319-95582-7_28,Conference paper
Template-based model generation,Software & Systems Modeling,,,,10.1007/s10270-017-0634-5,Xiao HeTian ZhangMinxue PanZhiyi MaChang-Jun Hu,2017,https://link.springer.com/article/10.1007/s10270-017-0634-5,Article
Signal Convolution Logic,Automated Technology for Verification and Analysis,,,,10.1007/978-3-030-01090-4_16,Simone SilvettiLaura NenziEzio BartocciLuca Bortolussi,2018,https://link.springer.com/chapter/10.1007/978-3-030-01090-4_16,Conference paper
Deadlock Analysis of Service-Oriented Systems with Recursion and Concurrency,Advances in Service-Oriented and Cloud Computing,,,,10.1007/978-3-319-72125-5_20,Mandy Weißbach,2018,https://link.springer.com/chapter/10.1007/978-3-319-72125-5_20,Conference paper
Deductive Verification in Decidable Fragments with Ivy,Static Analysis,,,,10.1007/978-3-319-99725-4_4,Kenneth L. McMillanOded Padon,2018,https://link.springer.com/chapter/10.1007/978-3-319-99725-4_4,Conference paper
"Locally Abstract, Globally Concrete Semantics of Concurrent Programming Languages",Automated Reasoning with Analytic Tableaux and Related Methods,,,,10.1007/978-3-319-66902-1_2,Crystal Chang DinReiner HähnleEinar Broch JohnsenKa I PunSilvia Lizeth Tapia Tarifa,2017,https://link.springer.com/chapter/10.1007/978-3-319-66902-1_2,Conference paper
Program Verification in the Presence of I/O,"Verified Software. Theories, Tools, and Experiments",,,,10.1007/978-3-030-03592-1_6,Hugo FéréeJohannes Åman PohjolaRamana KumarScott OwensMagnus O. MyreenSon Ho,2018,https://link.springer.com/chapter/10.1007/978-3-030-03592-1_6,Conference paper
Automatic Verification of RMA Programs via Abstraction Extrapolation,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-319-73721-8_3,Cedric BaumannAndrei Marian DanYuri MeshmanTorsten HoeflerMartin Vechev,2018,https://link.springer.com/chapter/10.1007/978-3-319-73721-8_3,Conference paper
Verifying Higher-Order Functions with Tree Automata,Foundations of Software Science and Computation Structures,,,,10.1007/978-3-319-89366-2_31,Thomas GenetTimothée HaudebourgThomas Jensen,2018,https://link.springer.com/chapter/10.1007/978-3-319-89366-2_31,Conference paper
Software defect prediction: do different classifiers find the same defects?,Software Quality Journal,,,,10.1007/s11219-016-9353-3,David BowesTracy HallJean Petrić,2017,https://link.springer.com/article/10.1007/s11219-016-9353-3,Article
Toward Compositional Verification of Interruptible OS Kernels and Device Drivers,Journal of Automated Reasoning,,,,10.1007/s10817-017-9446-0,Hao ChenXiongnan WuZhong ShaoJoshua LockermanRonghui Gu,2017,https://link.springer.com/article/10.1007/s10817-017-9446-0,Article
Checking Response-Time Properties of Web-Service Applications Under Stochastic User Profiles,Testing Software and Systems,,,,10.1007/978-3-319-67549-7_18,Richard SchumiPriska LangBernhard K. AichernigWillibald KrennRupert Schlick,2017,https://link.springer.com/chapter/10.1007/978-3-319-67549-7_18,Conference paper
Timing consistency checking for UML/MARTE behavioral models,Software Quality Journal,,,,10.1007/s11219-015-9290-6,Jinho ChoiEunkyoung JeeDoo-Hwan Bae,2015,https://link.springer.com/article/10.1007/s11219-015-9290-6,Article
Automated Recurrence Analysis for Almost-Linear Expected-Runtime Bounds,Computer Aided Verification,,,,10.1007/978-3-319-63387-9_6,Krishnendu ChatterjeeHongfei FuAniket Murhekar,2017,https://link.springer.com/chapter/10.1007/978-3-319-63387-9_6,Conference paper
Towards Verifying VDM Using SPIN,Formal Techniques for Safety-Critical Systems,,,,10.1007/978-3-319-29510-7_14,Hsin-Hung LinYoichi OmoriShigeru KusakabeKeijiro Araki,2016,https://link.springer.com/chapter/10.1007/978-3-319-29510-7_14,Conference paper
Automatic Detection of Synchronization Errors in Codes that Target the Open Community Runtime,Euro-Par 2018: Parallel Processing,,,,10.1007/978-3-319-96983-1_1,Jiri DokulilJana Katreniakova,2018,https://link.springer.com/chapter/10.1007/978-3-319-96983-1_1,Conference paper
Cheap Remarks About Concurrent Programs,Functional and Logic Programming,,,,10.1007/978-3-319-90686-7_17,Michael WalkerColin Runciman,2018,https://link.springer.com/chapter/10.1007/978-3-319-90686-7_17,Conference paper
"Qualitative and quantitative analysis of safety-critical systems with <InlineEquation ID=""IEq1"">
                
                  
                
              </InlineEquation>
        ",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-017-0464-3,Johannes LeupolzAlexander KnappAxel HabermaierWolfgang Reif,2017,https://link.springer.com/article/10.1007/s10009-017-0464-3,Article
Bit-Vector Model Counting Using Statistical Estimation,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-319-89960-2_8,Seonmo KimStephen McCamant,2018,https://link.springer.com/chapter/10.1007/978-3-319-89960-2_8,Conference paper
OpenSAW: Open Security Analysis Workbench,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-662-54494-5_18,Noomene Ben HendaBjörn JohanssonPatrik LantzKarl NorrmanPasi SaarinenOskar Segersvärd,2017,https://link.springer.com/chapter/10.1007/978-3-662-54494-5_18,Conference paper
Model Learning as a Satisfiability Modulo Theories Problem,Language and Automata Theory and Applications,,,,10.1007/978-3-319-77313-1_14,Rick SmetsersPaul Fiterău-BroşteanFrits Vaandrager,2018,https://link.springer.com/chapter/10.1007/978-3-319-77313-1_14,Conference paper
