Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Simplifying LTL Model Checking Given Prior Knowledge,Application and Theory of Petri Nets and Concurrency,,,,10.1007/978-3-031-94634-9_21,Alexandre Duret-LutzDenis PoitrenaudYann Thierry-Mieg,2025,https://link.springer.com/chapter/10.1007/978-3-031-94634-9_21,Conference paper
A Theorem Prover Based Approach for&#xa0;SAT-Based Model Checking Certification,Automated Deduction – CADE 30,,,,10.1007/978-3-031-99984-0_24,Giulia SindoniPaolo PasiniGianpiero CabodiPaolo E. CamuratiAlberto GriggioMarco PalenaMarco RoveriStefano Tonetta,2025,https://link.springer.com/chapter/10.1007/978-3-031-99984-0_24,Conference paper
Logika: the Sireum verification framework,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-025-00828-8,RobbyJohn HatcliffJason Belt,2025,https://link.springer.com/article/10.1007/s10009-025-00828-8,Article
Tensor Probabilistic Model Checking of&#xa0;Finite-Horizon Markov Chains,Computer Aided Verification,,,,10.1007/978-3-032-32537-2_24,Jianlin LiNick GuoPeter YeYizhou Zhang,2026,https://link.springer.com/chapter/10.1007/978-3-032-32537-2_24,Conference paper
Building a&#xa0;Modular Platform for&#xa0;Model Checking Glitch Attacks in&#xa0;RISC-V Programs,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-032-00942-5_15,Andreas Kjeldgaard BrandhøjTobias Worm BøgedalRené Rydhof HansenKim Guldstrand LarsenDanny Bøgsted Poulsen,2026,https://link.springer.com/chapter/10.1007/978-3-032-00942-5_15,Conference paper
Certifying rlive: A New Proof Strategy for&#xa0;Liveness Model Checking,Frontiers of Combining Systems,,,,10.1007/978-3-032-04167-8_21,Giulia SindoniAlberto GriggioStefano Tonetta,2026,https://link.springer.com/chapter/10.1007/978-3-032-04167-8_21,Conference paper
HHLPar: Automated Theorem Prover for&#xa0;Parallel Hybrid Communicating Sequential Processes,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-981-95-7826-9_7,Xiangyu JinBohua ZhanShuling WangNaijun Zhan,2026,https://link.springer.com/chapter/10.1007/978-981-95-7826-9_7,Conference paper
Fault localization in DSLTrans model transformations by combining symbolic execution and spectrum-based analysis,Software and Systems Modeling,,,,10.1007/s10270-023-01123-3,Bentley James OakesJavier TroyaJessie GalassoManuel Wimmer,2023,https://link.springer.com/article/10.1007/s10270-023-01123-3,Article
An Evaluation of Symbolic Execution for Test Generation in Open-Source C/C++ Software,Applied Computer Science,,,,10.1007/978-3-032-14816-2_1,Martín Nieto-PinteñoKevin J. Valle-GómezInmaculada Medina-Bulo,2026,https://link.springer.com/chapter/10.1007/978-3-032-14816-2_1,Conference paper
Verifying safety of synchronous fault-tolerant algorithms by bounded model checking,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-021-00637-9,Ilina StoilkovskaIgor KonnovJosef WidderFlorian Zuleger,2021,https://link.springer.com/article/10.1007/s10009-021-00637-9,Article
Formal Verification of&#xa0;Probabilistic Deep Reinforcement Learning Policies with&#xa0;Abstract Training,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-031-82700-6_6,Junfeng YangMin ZhangXin ChenQin Li,2025,https://link.springer.com/chapter/10.1007/978-3-031-82700-6_6,Conference paper
LTL Model Checking of&#xa0;Concurrent Self Modifying Code,Engineering of Complex Computer Systems,,,,10.1007/978-3-032-00828-2_17,Tayssir TouiliOlzhas Zhangeldinov,2026,https://link.springer.com/chapter/10.1007/978-3-032-00828-2_17,Conference paper
Model Checking Matrix Product States Against Linear Chain Logic,Computer Aided Verification,,,,10.1007/978-3-032-32537-2_17,Ming XuYihao ChenJi Guan,2026,https://link.springer.com/chapter/10.1007/978-3-032-32537-2_17,Conference paper
Formal Verification of Blockchain Based Tender Systems,Programming and Computer Software,,,,10.1134/S0361768822080096,René DávilaRocío Aldeco-PérezEverardo Bárcenas,2022,https://link.springer.com/article/10.1134/S0361768822080096,Article
CASTLE: Benchmarking Dataset for&#xa0;Static Code Analyzers and&#xa0;LLMs Towards CWE Detection,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-98208-8_15,Richard A. DubniczkyKrisztofer Zoltan HorvátTamás BisztrayMohamed Amine FerragLucas C. CordeiroNorbert Tihanyi,2026,https://link.springer.com/chapter/10.1007/978-3-031-98208-8_15,Conference paper
Efficient SMT-Based Model Checking for&#xa0;HyperTWTL,Formal Methods and Software Engineering,,,,10.1007/978-981-96-0617-7_19,Ernest BonnahLuan Viet NguyenKhaza Anuarul Hoque,2024,https://link.springer.com/chapter/10.1007/978-981-96-0617-7_19,Conference paper
Towards Integrating Copiloting and&#xa0;Formal Methods,"Leveraging Applications of Formal Methods, Verification and Validation. Specification and Verification",,,,10.1007/978-3-031-75380-0_9,George GranberryWolfgang AhrendtMoa Johansson,2025,https://link.springer.com/chapter/10.1007/978-3-031-75380-0_9,Conference paper
Symbiotic&#xa0;10: Lazy Memory Initialization and Compact Symbolic Execution,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-031-57256-2_29,Martin JonášKristián KumorJakub NovákJindřich SedláčekMarek TrtíkLukáš ZaoralPaulína AyaziováJan Strejček,2024,https://link.springer.com/chapter/10.1007/978-3-031-57256-2_29,Conference paper
Synthesizing POMDP Policies: Sampling Meets Model-Checking via&#xa0;Learning,Computer Aided Verification,,,,10.1007/978-3-032-32526-6_18,Debraj ChakrabortyAnirban MajumdarPrince MathewSayan MukherjeeJean-François Raskin,2026,https://link.springer.com/chapter/10.1007/978-3-032-32526-6_18,Conference paper
Is Machine Learning Model Checking Privacy Preserving?,"Leveraging Applications of Formal Methods, Verification and Validation. Rigorous Engineering of Collective Adaptive Systems",,,,10.1007/978-3-031-75107-3_9,Luca BortolussiLaura NenziGaia SaveriSimone Silvetti,2025,https://link.springer.com/chapter/10.1007/978-3-031-75107-3_9,Conference paper
Online Model Checking for&#xa0;Anomaly Detection in&#xa0;Industrial Control Systems,Integrated Formal Methods,,,,10.1007/978-3-032-10794-7_9,Douglas FraserAlice MillerMarco CookDimitrios Pezaros,2026,https://link.springer.com/chapter/10.1007/978-3-032-10794-7_9,Conference paper
An Overview of&#xa0;Sound and&#xa0;Modest Approaches to&#xa0;Quantitative Model Checking from&#xa0;Sea to&#xa0;Space,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-032-00942-5_2,Arnd Hartmanns,2026,https://link.springer.com/chapter/10.1007/978-3-032-00942-5_2,Conference paper
Lazy model checking for recursive state machines,Software and Systems Modeling,,,,10.1007/s10270-024-01159-z,Clemens DubslaffPatrick WienhöftAnsgar Fehnker,2024,https://link.springer.com/article/10.1007/s10270-024-01159-z,Article
Efficient Probabilistic Model Checking for&#xa0;Relational Reachability,Computer Aided Verification,,,,10.1007/978-3-031-98668-0_6,Lina GerlachTobias WinklerErika ÁbrahámBorzoo BonakdarpourSebastian Junges,2025,https://link.springer.com/chapter/10.1007/978-3-031-98668-0_6,Conference paper
Formal Verification Based Synthesis for Behavior Trees,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-981-99-8664-4_5,Weijiang HongZhenbang ChenMinglong LiYuhan LiPeishan HuangJi Wang,2024,https://link.springer.com/chapter/10.1007/978-981-99-8664-4_5,Conference paper
Proof Engineering in&#xa0;Logika: Synergistically Integrating Automated and&#xa0;Semi-automated Program Verification,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-032-00942-5_3,Stefan HallerstedeRobbyJohn HatcliffJason BeltDavid Hardin,2026,https://link.springer.com/chapter/10.1007/978-3-032-00942-5_3,Conference paper
Symbolic Model Checking of&#xa0;Hybrid CTL on&#xa0;Coloured Kripke Structures,Automated Technology for Verification and Analysis,,,,10.1007/978-3-031-78750-8_11,Nikola BenešLuboš BrimOndřej HuvarSamuel PastvaDavid Šafránek,2025,https://link.springer.com/chapter/10.1007/978-3-031-78750-8_11,Conference paper
FDSE: Enhance Symbolic Execution by Fuzzing-based Pre-Analysis (Competition Contribution),Fundamental Approaches to Software Engineering,,,,10.1007/978-3-031-57259-3_16,Guofeng ZhangZiqi ShuaiKelin MaKunlin LiuZhenbang ChenJi Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-57259-3_16,Conference paper
An empirical study of automated unit test generation for Python,Empirical Software Engineering,,,,10.1007/s10664-022-10248-w,Stephan LukasczykFlorian KroißGordon Fraser,2023,https://link.springer.com/article/10.1007/s10664-022-10248-w,Article
Optimization-Based Model Checking and&#xa0;Trace Synthesis for&#xa0;Complex STL Specifications,Computer Aided Verification,,,,10.1007/978-3-031-65633-0_13,Sota SatoJie AnZhenya ZhangIchiro Hasuo,2024,https://link.springer.com/chapter/10.1007/978-3-031-65633-0_13,Conference paper
Verification of&#xa0;Linear Temporal Properties over&#xa0;Timed Events,Software Engineering and Development,,,,10.1007/978-981-92-0202-7_17,Hosna Habibi BaghiAli JannatpourConstantinos Constantinides,2026,https://link.springer.com/chapter/10.1007/978-981-92-0202-7_17,Conference paper
Formal verification of OIL component specifications using mCRL2,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00658-y,Olav BunteLouis C. M. van GoolTim A. C. Willemse,2022,https://link.springer.com/article/10.1007/s10009-022-00658-y,Article
LLM-enhanced evolutionary test generation for untyped languages,Automated Software Engineering,,,,10.1007/s10515-025-00496-7,Ruofan YangXianghua XuRan Wang,2025,https://link.springer.com/article/10.1007/s10515-025-00496-7,Article
Towards Formal Verification of&#xa0;Neural Networks in&#xa0;Cyber-Physical Systems,NASA Formal Methods,,,,10.1007/978-3-031-60698-4_12,Federico RossiCinzia BernardeschiMarco CococcioniMaurizio Palmieri,2024,https://link.springer.com/chapter/10.1007/978-3-031-60698-4_12,Conference paper
SWAT: Modular Dynamic Symbolic Execution for Java Applications using Dynamic Instrumentation (Competition Contribution),Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-031-57256-2_28,Nils LooseFelix MächtleFlorian SieckThomas Eisenbarth,2024,https://link.springer.com/chapter/10.1007/978-3-031-57256-2_28,Conference paper
Securely Optimized (Ethereum) Smart Contracts Using Formal Methods,Software Engineering and Formal Methods,,,,10.1007/978-3-032-10444-1_1,Elvira AlbertSamir GenaimPablo GordilloAlejandro Hernández-CerezoEnrique Martin MartinAlbert Rubio,2026,https://link.springer.com/chapter/10.1007/978-3-032-10444-1_1,Conference paper
Fifteen Years of&#xa0;Viper,Computer Aided Verification,,,,10.1007/978-3-031-98668-0_5,Marco EilersMalte SchwerhoffAlexander J. SummersPeter Müller,2025,https://link.springer.com/chapter/10.1007/978-3-031-98668-0_5,Conference paper
Verifying Components of&#xa0;Arm® Confidential Computing Architecture with&#xa0;ESBMC,Static Analysis,,,,10.1007/978-3-031-74776-2_18,Tong WuShale XiongEdoardo ManinoGareth StockwellLucas C. Cordeiro,2025,https://link.springer.com/chapter/10.1007/978-3-031-74776-2_18,Conference paper
Formal Verification of the Ethereum 2.0 Beacon Chain,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-030-99524-9_9,Franck CassezJoanne FullerAditya Asgaonkar,2022,https://link.springer.com/chapter/10.1007/978-3-030-99524-9_9,Conference paper
Can Large Language Models Help Students Prove Software Correctness? An Experimental Study with&#xa0;Dafny,Software Engineering and Formal Methods,,,,10.1007/978-3-032-10444-1_13,Carolina CarreiraÁlvaro SilvaAlexandre AbreuAlexandra Mendes,2026,https://link.springer.com/chapter/10.1007/978-3-032-10444-1_13,Conference paper
Reconstructing the&#xa0;High-Level Structure of&#xa0;Legacy Code via&#xa0;Software Model Checking: An Experience Report,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-031-68150-9_10,Roberto CavadaAlessandro CimattiAlberto GriggioStefano TonettaFederico BonafiniMatteo CampidelliAndrea Zasa,2024,https://link.springer.com/chapter/10.1007/978-3-031-68150-9_10,Conference paper
Efficient Verification of Lingua Franca Programs,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-032-22749-2_2,Peter Csaba ÖlveczkyMario RejaMikheil RukhaiaKyungmin BaeMircea Marin,2026,https://link.springer.com/chapter/10.1007/978-3-032-22749-2_2,Conference paper
Uncertainty Problem in High-level Model Based Trace Analysis as Part of Runtime Verification,Programming and Computer Software,,,,10.1134/S0361768825700355,A. Karnov,2025,https://link.springer.com/article/10.1134/S0361768825700355,Article
DSLs for&#xa0;Runtime Verification,Runtime Verification,,,,10.1007/978-3-032-05435-7_2,Klaus HavelundMoran OmerDoron Peled,2026,https://link.springer.com/chapter/10.1007/978-3-032-05435-7_2,Conference paper
Specifying Fairness Constraints and&#xa0;Model Checking with&#xa0;Non-intensional Strategies,Rewriting Logic and Its Applications,,,,10.1007/978-3-031-65941-6_8,Rubén RubioNarciso Martí-OlietIsabel PitaAlberto Verdejo,2024,https://link.springer.com/chapter/10.1007/978-3-031-65941-6_8,Conference paper
"An Integrated Framework for&#xa0;Analysing, Simulating and&#xa0;Testing UML Models",Formal Methods: Foundations and Applications,,,,10.1007/978-3-031-78116-2_6,Gustavo CarvalhoJosé DihegoAugusto Sampaio,2025,https://link.springer.com/chapter/10.1007/978-3-031-78116-2_6,Conference paper
ProbTest: Unit Testing for&#xa0;Probabilistic Programs,Software Engineering and Formal Methods,,,,10.1007/978-3-032-10444-1_6,Katrine ChristensenMahsa VarshosazRaúl Pardo,2026,https://link.springer.com/chapter/10.1007/978-3-032-10444-1_6,Conference paper
On the&#xa0;Usability and&#xa0;Extensibility of&#xa0;VITAMIN,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Computational Social Science: The PAAMS Collection",,,,10.1007/978-3-032-07638-0_30,Angelo FerrandoVadim Malvone,2026,https://link.springer.com/chapter/10.1007/978-3-032-07638-0_30,Conference paper
Game-Theoretic and Formal Approaches to Securing Non-human Accounts in Identity and Access Management,"Computing Science, Communication and Security",,,,10.1007/978-3-032-16038-6_1,Kapil Chakravarthy SanubalaUday ChaturVishalkumar LangaliyaBhushan Bhimrao Chavan,2026,https://link.springer.com/chapter/10.1007/978-3-032-16038-6_1,Conference paper
Automatic Certification of&#xa0;the&#xa0;Active Corner Method for&#xa0;Collision Avoidance,NASA Formal Methods,,,,10.1007/978-3-032-28079-4_25,Nishant KheterpalJ. Tanner SlagelElanor TangSerra DaneJean-Baptiste Jeannin,2026,https://link.springer.com/chapter/10.1007/978-3-032-28079-4_25,Conference paper
Analyzing neural network behavior through deep statistical model checking,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00685-9,Timo P. GrosHolger HermannsJörg HoffmannMichaela KlauckMarcel Steinmetz,2022,https://link.springer.com/article/10.1007/s10009-022-00685-9,Article
Theorem Proving for&#xa0;Maude Specifications Using Lean,Formal Methods  and Software Engineering,,,,10.1007/978-3-031-17244-1_16,Rubén RubioAdrián Riesco,2022,https://link.springer.com/chapter/10.1007/978-3-031-17244-1_16,Conference paper
Combining rule- and SMT-based reasoning for verifying floating-point Java programs in KeY,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00691-x,Rosa AbbasiJonas SchifflEva DarulovaMattias UlbrichWolfgang Ahrendt,2023,https://link.springer.com/article/10.1007/s10009-022-00691-x,Article
Adventures in&#xa0;FRET and&#xa0;Specification,"Leveraging Applications of Formal Methods, Verification and Validation. Specification and Verification",,,,10.1007/978-3-031-75380-0_7,Marie FarrellMatt LuckcuckRosemary MonahanConor ReynoldsOisín Sheridan,2025,https://link.springer.com/chapter/10.1007/978-3-031-75380-0_7,Conference paper
CSAFuzzer: Fuzzing smart contracts combining with static analysis,Empirical Software Engineering,,,,10.1007/s10664-025-10623-3,Jiahui YangXiangfu ZhaoHanfeng ZhangLong HeShiji WangNaixiang Gou,2025,https://link.springer.com/article/10.1007/s10664-025-10623-3,Article
Mining Python fix patterns via analyzing fine-grained source code changes,Empirical Software Engineering,,,,10.1007/s10664-021-10087-1,Yilin YangTianxing HeYang FengShaoying LiuBaowen Xu,2022,https://link.springer.com/article/10.1007/s10664-021-10087-1,Article
mypyvy: A Research Platform for&#xa0;Verification of&#xa0;Transition Systems in&#xa0;First-Order Logic,Computer Aided Verification,,,,10.1007/978-3-031-65630-9_4,James R. WilcoxYotam M. Y. FeldmanOded PadonSharon Shoham,2024,https://link.springer.com/chapter/10.1007/978-3-031-65630-9_4,Conference paper
LLM4TDG: test-driven generation of large language models based on enhanced constraint reasoning,Cybersecurity,,,,10.1186/s42400-024-00335-4,Jingqiang LiuRuigang LiangXiaoxi ZhuYue ZhangYuling LiuQixu Liu,2025,https://link.springer.com/article/10.1186/s42400-024-00335-4,Article
The MoXI Model Exchange Tool Suite,Computer Aided Verification,,,,10.1007/978-3-031-65627-9_10,Chris JohannsenKarthik NukalaRohit DurejaAhmed IrfanNatarajan ShankarCesare TinelliMoshe Y. VardiKristin Yvonne Rozier,2024,https://link.springer.com/chapter/10.1007/978-3-031-65627-9_10,Conference paper
Hyperfuzzing: black-box security hypertesting with a grey-box fuzzer,Empirical Software Engineering,,,,10.1007/s10664-024-10556-3,Daniel BlackwellIngolf BeckerDavid Clark,2024,https://link.springer.com/article/10.1007/s10664-024-10556-3,Article
Foundational VeriFast: Pragmatic Certification of&#xa0;Verification Tool Results Through Hinted Mirroring,NASA Formal Methods,,,,10.1007/978-3-032-28079-4_22,Bart Jacobs,2026,https://link.springer.com/chapter/10.1007/978-3-032-28079-4_22,Conference paper
Formal verification of neural agents in non-deterministic environments,Autonomous Agents and Multi-Agent Systems,,,,10.1007/s10458-021-09529-3,Michael E. AkintundeElena BotoevaPanagiotis KouvarosAlessio Lomuscio,2021,https://link.springer.com/article/10.1007/s10458-021-09529-3,Article
PPTSP: patch presence test via semantic normalization and key path extraction,Software Quality Journal,,,,10.1007/s11219-026-09760-9,Chengke XuSenlin LuoXueming DuanLimin Pan,2026,https://link.springer.com/article/10.1007/s11219-026-09760-9,Article
Event-Based Semantics of UML 2.X Concurrent Sequence Diagrams for Formal Verification,Journal of Computer Science and Technology,,,,10.1007/s11390-021-1673-5,Inès MouakherFatma DhaouJ. Christian Attiogbé,2022,https://link.springer.com/article/10.1007/s11390-021-1673-5,Article
Amfuzz: a boundary-aware and multi-strategy adaptive mutation-based approach to smart contract security testing,Cybersecurity,,,,10.1186/s42400-025-00478-y,ShuFan LiHui Zhao JingHan Liu,2026,https://link.springer.com/article/10.1186/s42400-025-00478-y,Article
Synthesizing History and&#xa0;Prophecy Variables for&#xa0;Symbolic Model Checking,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-031-24950-1_15,Cole VickKenneth L. McMillan,2023,https://link.springer.com/chapter/10.1007/978-3-031-24950-1_15,Conference paper
Ultimate TestGen: Test-Case Generation with Automata-based Software Model Checking (Competition Contribution),Fundamental Approaches to Software Engineering,,,,10.1007/978-3-031-57259-3_20,Max BarthDaniel DietschMatthias HeizmannMarie-Christine Jakobs,2024,https://link.springer.com/chapter/10.1007/978-3-031-57259-3_20,Conference paper
Automated Parameterized Verification of&#xa0;a&#xa0;Railway Protection System with&#xa0;Dafny,Computer Aided Verification,,,,10.1007/978-3-031-98685-7_17,Roberto CavadaAlessandro CimattiAlberto GriggioChristian LidströmGianluca RedondiGiuseppe ScaglioneMatteo TessiDylan Trenti,2025,https://link.springer.com/chapter/10.1007/978-3-031-98685-7_17,Conference paper
Automatic Generation of&#xa0;Loop Invariants in&#xa0;Dafny with&#xa0;Large Language Models,Fundamentals of Software Engineering,,,,10.1007/978-3-031-87054-5_10,João Pascoal FariaEmanuel TrigoRui Abreu,2025,https://link.springer.com/chapter/10.1007/978-3-031-87054-5_10,Conference paper
Verification Algorithms for&#xa0;Automated Separation Logic Verifiers,Computer Aided Verification,,,,10.1007/978-3-031-65627-9_18,Marco EilersMalte SchwerhoffPeter Müller,2024,https://link.springer.com/chapter/10.1007/978-3-031-65627-9_18,Conference paper
A manifesto for applicable formal methods,Software and Systems Modeling,,,,10.1007/s10270-023-01124-2,Mario GleirscherJaco van de PolJim Woodcock,2023,https://link.springer.com/article/10.1007/s10270-023-01124-2,Article
"CommonUppRoad: A Framework of&#xa0;Formal Modelling, Verifying, Learning, and&#xa0;Visualisation of&#xa0;Autonomous Vehicles","Leveraging Applications of Formal Methods, Verification and Validation. Specification and Verification",,,,10.1007/978-3-031-75380-0_22,Rong GuKaige TanAndreas Holck Høeg-PetersenLei FengKim Guldstrand Larsen,2025,https://link.springer.com/chapter/10.1007/978-3-031-75380-0_22,Conference paper
ByteEye: A smart contract vulnerability detection framework at bytecode level with graph neural networks,Automated Software Engineering,,,,10.1007/s10515-025-00559-9,Jinni YangShuang LiuSurong DaiYaozheng FangKunpeng XieYe Lu,2025,https://link.springer.com/article/10.1007/s10515-025-00559-9,Article
Formal Verification of&#xa0;Arithmetic Masking in&#xa0;Hardware and&#xa0;Software,Applied Cryptography  and Network Security,,,,10.1007/978-3-031-33488-7_1,Barbara GigerlRobert PrimasStefan Mangard,2023,https://link.springer.com/chapter/10.1007/978-3-031-33488-7_1,Conference paper
Kratos2: An SMT-Based Model Checker for&#xa0;Imperative Programs,Computer Aided Verification,,,,10.1007/978-3-031-37709-9_20,Alberto GriggioMartin Jonáš,2023,https://link.springer.com/chapter/10.1007/978-3-031-37709-9_20,Conference paper
The VerifyThis Collaborative Long-Term Challenge Series,TOOLympics Challenge 2023,,,,10.1007/978-3-031-67695-6_6,Wolfgang AhrendtGidon ErnstPaula HerberMarieke HuismanRaúl E. MontiMattias UlbrichAlexander Weigl,2025,https://link.springer.com/chapter/10.1007/978-3-031-67695-6_6,Conference paper
Theory and Practice of Quantitative ATL,PRIMA 2024: Principles and Practice of Multi-Agent Systems,,,,10.1007/978-3-031-77367-9_18,Angelo FerrandoGiulia LuongoVadim MalvoneAniello Murano,2025,https://link.springer.com/chapter/10.1007/978-3-031-77367-9_18,Conference paper
Ethchecker: a context-guided fuzzing for smart contracts,The Journal of Supercomputing,,,,10.1007/s11227-024-05954-9,Qiang HanLu WangHaoyu ZhangLeyi ShiDanxin Wang,2024,https://link.springer.com/article/10.1007/s11227-024-05954-9,Article
CUTECat: Concolic Execution for Computational Law,Programming Languages and Systems,,,,10.1007/978-3-031-91121-7_2,Pierre GoutagnyAymeric FromherzRaphaël Monat,2025,https://link.springer.com/chapter/10.1007/978-3-031-91121-7_2,Conference paper
HyperPUT: generating synthetic faulty programs to challenge bug-finding tools,Empirical Software Engineering,,,,10.1007/s10664-023-10430-8,Riccardo FeliciLaura PozziCarlo A. Furia,2024,https://link.springer.com/article/10.1007/s10664-023-10430-8,Article
"Verifying OpenJDK’s <Emphasis FontCategory=""NonProportional"">LinkedList</Emphasis> using KeY (extended paper)",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00679-7,Hans-Dieter A. HiepOlaf MaathuisJinting BianFrank S. de BoerStijn de Gouw,2022,https://link.springer.com/article/10.1007/s10009-022-00679-7,Article
Formal Verification of Database Applications Using Predicate Abstraction,SN Computer Science,,,,10.1007/s42979-020-00426-2,Md Imran AlamRaju Halder,2021,https://link.springer.com/article/10.1007/s42979-020-00426-2,Article
An RPKI Certificate Validator for&#xa0;Formal Correctness,Information Security Practice and Experience,,,,10.1007/978-981-95-9284-5_14,Yajun TengWei WangJingqiang LinShijie JiaXiaoqi Jia,2026,https://link.springer.com/chapter/10.1007/978-981-95-9284-5_14,Conference paper
Modular Reasoning About Object Relations,Computer Aided Verification,,,,10.1007/978-3-032-32526-6_6,Micha GreutmannMarco EilersPeter Müller,2026,https://link.springer.com/chapter/10.1007/978-3-032-32526-6_6,Conference paper
ReviewTestFuse: Fusing review-guided and direct test generation for deployable regression testing,Automated Software Engineering,,,,10.1007/s10515-026-00669-y,Huixiang ZhenZhihan Zhang,2026,https://link.springer.com/article/10.1007/s10515-026-00669-y,Article
"Rotten green tests in Java, Pharo and Python",Empirical Software Engineering,,,,10.1007/s10664-021-10016-2,Vincent AranegaJulien DelplanqueMatias MartinezAndrew P. BlackStéphane DucasseAnne EtienChristopher FuhrmanGuillermo Polito,2021,https://link.springer.com/article/10.1007/s10664-021-10016-2,Article
