Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
An Extensible State Machine Pattern for Interactive Applications,ECOOP 2008 – Object-Oriented Programming,,,,10.1007/978-3-540-70592-5_24,Brian ChinTodd Millstein,2008,https://link.springer.com/chapter/10.1007/978-3-540-70592-5_24,Conference paper
SLR: Path-Sensitive Analysis through Infeasible-Path Detection and Syntactic Language Refinement,Static Analysis,,,,10.1007/978-3-540-69166-2_16,Gogul BalakrishnanSriram SankaranarayananFranjo IvančićOu WeiAarti Gupta,2008,https://link.springer.com/chapter/10.1007/978-3-540-69166-2_16,Conference paper
ReCrash: Making Software Failures Reproducible by Preserving Object States,ECOOP 2008 – Object-Oriented Programming,,,,10.1007/978-3-540-70592-5_23,Shay ArtziSunghun KimMichael D. Ernst,2008,https://link.springer.com/chapter/10.1007/978-3-540-70592-5_23,Conference paper
Language Extensions in Support of Compiler Parallelization,Languages and Compilers for Parallel Computing,,,,10.1007/978-3-540-85261-2_6,Jun ShirakoHironori KasaharaVivek Sarkar,2008,https://link.springer.com/chapter/10.1007/978-3-540-85261-2_6,Conference paper
Automated verification of access control policies using a SAT solver,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-008-0087-9,Graham HughesTevfik Bultan,2008,https://link.springer.com/article/10.1007/s10009-008-0087-9,Article
Provably Correct Runtime Monitoring,FM 2008: Formal Methods,,,,10.1007/978-3-540-68237-0_19,Irem AktugMads DamDilian Gurov,2008,https://link.springer.com/chapter/10.1007/978-3-540-68237-0_19,Conference paper
"A Flexible, (C)LP-Based Approach to the Analysis of Object-Oriented Programs",Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-540-78769-3_11,Mario Méndez-LojoJorge NavasManuel V. Hermenegildo,2008,https://link.springer.com/chapter/10.1007/978-3-540-78769-3_11,Conference paper
Trusted Theorem Proving: A Case Study in SLD-Resolution,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-540-88479-8_56,Konstantine ArkoudasOlin Shivers,2008,https://link.springer.com/chapter/10.1007/978-3-540-88479-8_56,Conference paper
Towards a Formal Account of a Foundational Subset for Executable UML Models,Model Driven Engineering Languages and Systems,,,,10.1007/978-3-540-87875-9_47,Michelle L. CraneJuergen Dingel,2008,https://link.springer.com/chapter/10.1007/978-3-540-87875-9_47,Conference paper
Symbolic Reachability for Process Algebras with Recursive Data Types,Theoretical Aspects of Computing - ICTAC 2008,,,,10.1007/978-3-540-85762-4_6,Stefan BlomJaco van de Pol,2008,https://link.springer.com/chapter/10.1007/978-3-540-85762-4_6,Conference paper
On State Classes and Their Dynamic Semantics,Software and Data Technologies,,,,10.1007/978-3-540-70621-2_8,Ferruccio DamianiElena GiachinoPaola GianniniEmanuele Cazzola,2008,https://link.springer.com/chapter/10.1007/978-3-540-70621-2_8,Conference paper
"
                     <span>ProB</span>: an automated analysis toolset for the B method",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-007-0063-9,Michael LeuschelMichael Butler,2008,https://link.springer.com/article/10.1007/s10009-007-0063-9,Article
Debugging and Testing Middleware with Aspect-Based Control-Flow and Causal Patterns,Middleware 2008,,,,10.1007/978-3-540-89856-6_10,Luis Daniel Benavides NavarroRémi DouenceMario Südholt,2008,https://link.springer.com/chapter/10.1007/978-3-540-89856-6_10,Conference paper
Language Strength Reduction,Static Analysis,,,,10.1007/978-3-540-69166-2_19,Nicholas KiddAkash LalThomas Reps,2008,https://link.springer.com/chapter/10.1007/978-3-540-69166-2_19,Conference paper
From algebraic semantics to denotational semantics for Verilog,Innovations in Systems and Software Engineering,,,,10.1007/s11334-008-0069-9,Huibiao ZhuJifeng HeJonathan P. Bowen,2008,https://link.springer.com/article/10.1007/s11334-008-0069-9,Article
Towards an Efficient Implementation of Tree Automata Completion,Algebraic Methodology and Software Technology,,,,10.1007/978-3-540-79980-1_6,Emilie BallandYohan BoichutThomas GenetPierre-Etienne Moreau,2008,https://link.springer.com/chapter/10.1007/978-3-540-79980-1_6,Conference paper
Model-driven analysis and synthesis of textual concrete syntax,Software & Systems Modeling,,,,10.1007/s10270-008-0088-x,Pierre-Alain MullerFrédéric FondementFranck FleureyMichel HassenforderRémi SchnekenburgerSébastien GérardJean-Marc Jézéquel,2008,https://link.springer.com/article/10.1007/s10270-008-0088-x,Article
A Generic Complete Dynamic Logic for Reasoning About Purity and Effects,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-540-78743-3_15,Till MossakowskiLutz SchröderSergey Goncharov,2008,https://link.springer.com/chapter/10.1007/978-3-540-78743-3_15,Conference paper
A systematic approach to generate B preconditions: application to the database domain,Software & Systems Modeling,,,,10.1007/s10270-008-0098-8,Amel Mammar,2008,https://link.springer.com/article/10.1007/s10270-008-0098-8,Article
State-transition machines for lambda-calculus expressions,Higher-Order and Symbolic Computation,,,,10.1007/s10990-007-9012-2,David A. Schmidt,2007,https://link.springer.com/article/10.1007/s10990-007-9012-2,Article
Probing the Depths of CSP-M: A New fdr-Compliant Validation Tool,Formal Methods and Software Engineering,,,,10.1007/978-3-540-88194-0_18,Michael LeuschelMarc Fontaine,2008,https://link.springer.com/chapter/10.1007/978-3-540-88194-0_18,Conference paper
Achieving and Assuring High Availability,Service Availability,,,,10.1007/978-3-540-68129-8_4,Kishor TrivediGianfranco CiardoBalakrishnan DasarathyMichael GrottkeRivalino MatiasAndy RindosBart Vashaw,2008,https://link.springer.com/chapter/10.1007/978-3-540-68129-8_4,Conference paper
Debugging Statecharts Via Model-Code Traceability,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-540-88479-8_21,Liang GuoAbhik Roychoudhury,2008,https://link.springer.com/chapter/10.1007/978-3-540-88479-8_21,Conference paper
Testing Concurrent Objects with Application-Specific Schedulers,Theoretical Aspects of Computing - ICTAC 2008,,,,10.1007/978-3-540-85762-4_22,Rudolf SchlatteBernhard AichernigFrank de BoerAndreas GriesmayerEinar Broch Johnsen,2008,https://link.springer.com/chapter/10.1007/978-3-540-85762-4_22,Conference paper
An approach to quality engineering of TTCN-3 test specifications,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-008-0075-0,Helmut NeukirchenBenjamin ZeissJens Grabowski,2008,https://link.springer.com/article/10.1007/s10009-008-0075-0,Article
FTSyn: a framework for automatic synthesis of fault-tolerance,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-008-0083-0,Ali EbnenasirSandeep S. KulkarniAnish Arora,2008,https://link.springer.com/article/10.1007/s10009-008-0083-0,Article
Integrating Verification and Testing of Object-Oriented Software,Tests and Proofs,,,,10.1007/978-3-540-79124-9_13,Christian EngelChristoph GladischVladimir KlebanovPhilipp Rümmer,2008,https://link.springer.com/chapter/10.1007/978-3-540-79124-9_13,Conference paper
Pex–White Box Test Generation for .NET,Tests and Proofs,,,,10.1007/978-3-540-79124-9_10,Nikolai TillmannJonathan de Halleux,2008,https://link.springer.com/chapter/10.1007/978-3-540-79124-9_10,Conference paper
Safety Guarantees from Explicit Resource Management,Formal Methods for Components and Objects,,,,10.1007/978-3-540-92188-2_3,David AspinallPatrick MaierIan Stark,2008,https://link.springer.com/chapter/10.1007/978-3-540-92188-2_3,Conference paper
"A Scalable, Sound, Eventually-Complete Algorithm for Deadlock Immunity",Runtime Verification,,,,10.1007/978-3-540-89247-2_8,Horatiu JulaGeorge Candea,2008,https://link.springer.com/chapter/10.1007/978-3-540-89247-2_8,Conference paper
AMOEBA-RT: Run-Time Verification of Adaptive Software,Models in Software Engineering,,,,10.1007/978-3-540-69073-3_23,Heather J. GoldsbyBetty H. C. ChengJi Zhang,2008,https://link.springer.com/chapter/10.1007/978-3-540-69073-3_23,Conference paper
Semantics of OCL specified with QVT,Software & Systems Modeling,,,,10.1007/s10270-008-0083-2,Slaviša MarkovićThomas Baar,2008,https://link.springer.com/article/10.1007/s10270-008-0083-2,Article
Language Constructs for Multi-agent Programming,Computational Logic in Multi-Agent Systems,,,,10.1007/978-3-540-88833-8_8,Louise DennisMichael FisherAnthony Hepple,2008,https://link.springer.com/chapter/10.1007/978-3-540-88833-8_8,Conference paper
Scalable satisfiability checking and test data generation from modeling diagrams,Automated Software Engineering,,,,10.1007/s10515-008-0044-6,Yannis SmaragdakisChristoph CsallnerRanjith Subramanian,2008,https://link.springer.com/article/10.1007/s10515-008-0044-6,Article
Bounded Verification of Voting Software,"Verified Software: Theories, Tools, Experiments",,,,10.1007/978-3-540-87873-5_13,Greg DennisKuat YessenovDaniel Jackson,2008,https://link.springer.com/chapter/10.1007/978-3-540-87873-5_13,Conference paper
Oracle Semantics for Concurrent Separation Logic,Programming Languages and Systems,,,,10.1007/978-3-540-78739-6_27,Aquinas HoborAndrew W. AppelFrancesco Zappa Nardelli,2008,https://link.springer.com/chapter/10.1007/978-3-540-78739-6_27,Conference paper
Composing requirements specifications from multiple prioritized sources,Requirements Engineering,,,,10.1007/s00766-008-0064-6,Ana Belén Barragáns MartínezJosé J. Pazos AriasAna Fernández VilasJorge García DuqueMartín López NoresRebeca P. Díaz RedondoYolanda Blanco Fernández,2008,https://link.springer.com/article/10.1007/s00766-008-0064-6,Article
Model-Based Performance Instrumentation of Distributed Applications,Distributed Applications and Interoperable Systems,,,,10.1007/978-3-540-68642-2_17,Jan SchaeferJeanne StynesReinhold Kroeger,2008,https://link.springer.com/chapter/10.1007/978-3-540-68642-2_17,Conference paper
Using Dynamic Symbolic Execution to Improve Deductive Verification,Model Checking Software,,,,10.1007/978-3-540-85114-1_4,Dries VanoverbergheNikolaj BjørnerJonathan de HalleuxWolfram SchulteNikolai Tillmann,2008,https://link.springer.com/chapter/10.1007/978-3-540-85114-1_4,Conference paper
Implementation of the Conformance Relation for Incremental Development of Behavioural Models,Model Driven Engineering Languages and Systems,,,,10.1007/978-3-540-87875-9_26,Hong-Viet LuongThomas LambolaisAnne-Lise Courbis,2008,https://link.springer.com/chapter/10.1007/978-3-540-87875-9_26,Conference paper
VCSTC: Virtual Cyber Security Testing Capability – An Application Oriented Paradigm for Network Infrastructure Protection,Testing of Software and Communicating Systems,,,,10.1007/978-3-540-68524-1_10,Guoqiang ShuDongluo ChenZhijun LiuNa LiLifeng SangDavid Lee,2008,https://link.springer.com/chapter/10.1007/978-3-540-68524-1_10,Conference paper
VeriCool: An Automatic Verifier for a Concurrent Object-Oriented Language,Formal Methods for Open Object-Based Distributed Systems,,,,10.1007/978-3-540-68863-1_14,Jan SmansBart JacobsFrank Piessens,2008,https://link.springer.com/chapter/10.1007/978-3-540-68863-1_14,Conference paper
ModHel’X: A Component-Oriented Approach to Multi-Formalism Modeling,Models in Software Engineering,,,,10.1007/978-3-540-69073-3_26,Cécile HardebolleFrédéric Boulanger,2008,https://link.springer.com/chapter/10.1007/978-3-540-69073-3_26,Conference paper
Sufficient Preconditions for Modular Assertion Checking,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-540-78163-9_18,Yannick Moy,2008,https://link.springer.com/chapter/10.1007/978-3-540-78163-9_18,Conference paper
A Sound Semantics for OCaml light,Programming Languages and Systems,,,,10.1007/978-3-540-78739-6_1,Scott Owens,2008,https://link.springer.com/chapter/10.1007/978-3-540-78739-6_1,Conference paper
Delayed Nondeterminism in Model Checking Embedded Systems Assembly Code,Hardware and Software: Verification and Testing,,,,10.1007/978-3-540-77966-7_16,Thomas NollBastian Schlich,2008,https://link.springer.com/chapter/10.1007/978-3-540-77966-7_16,Conference paper
Symbolic Step Encodings for Object Based Communicating State Machines,Formal Methods for Open Object-Based Distributed Systems,,,,10.1007/978-3-540-68863-1_7,Jori DubrovinTommi JunttilaKeijo Heljanko,2008,https://link.springer.com/chapter/10.1007/978-3-540-68863-1_7,Conference paper
Combining Scenario- and Model-Based Testing to Ensure POSIX Compliance,"Abstract State Machines, B and Z",,,,10.1007/978-3-540-87603-8_13,Frédéric DadeauAdrien De KermadecRégis Tissot,2008,https://link.springer.com/chapter/10.1007/978-3-540-87603-8_13,Conference paper
Efficient Model Checking of Networked Applications,"Objects, Components, Models and Patterns",,,,10.1007/978-3-540-69824-1_3,Cyrille ArthoWatcharin LeungwattanakitMasami HagiyaYoshinori Tanabe,2008,https://link.springer.com/chapter/10.1007/978-3-540-69824-1_3,Conference paper
A Framework for Contract-Policy Matching Based on Symbolic Simulations for Securing Mobile Device Application,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-540-88479-8_16,Paolo GreciFabio MartinelliIlaria Matteucci,2008,https://link.springer.com/chapter/10.1007/978-3-540-88479-8_16,Conference paper
Compiling GOAL Agent Programs into Jazzyk Behavioural State Machines,Multiagent System Technologies,,,,10.1007/978-3-540-87805-6_9,Koen HindriksPeter Novák,2008,https://link.springer.com/chapter/10.1007/978-3-540-87805-6_9,Conference paper
Towards Abstraction for DynAlloy Specifications,Formal Methods and Software Engineering,,,,10.1007/978-3-540-88194-0_14,Nazareno M. AguirreMarcelo F. FriasPablo PonzioBrian J. CardiffJuan P. GaleottiGermán Regis,2008,https://link.springer.com/chapter/10.1007/978-3-540-88194-0_14,Conference paper
A Trustable Brokerage Solution for Component and Service Markets,High Confidence Software Reuse in Large Systems,,,,10.1007/978-3-540-68073-4_6,Colin AtkinsonDaniel BrennerOliver HummelDietmar Stoll,2008,https://link.springer.com/chapter/10.1007/978-3-540-68073-4_6,Conference paper
Semantic Foundations and Inference of Non-null Annotations,Formal Methods for Open Object-Based Distributed Systems,,,,10.1007/978-3-540-68863-1_9,Laurent HubertThomas JensenDavid Pichardie,2008,https://link.springer.com/chapter/10.1007/978-3-540-68863-1_9,Conference paper
"The TASM Toolset: Specification, Simulation, and Formal Verification of Real-Time Systems",Computer Aided Verification,,,,10.1007/978-3-540-73368-3_15,Martin OuimetKristina Lundqvist,2007,https://link.springer.com/chapter/10.1007/978-3-540-73368-3_15,Conference paper
Snapshot Generation in a Constructive Object-Oriented Modeling Language,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-540-78769-3_12,Mauro FerrariCamillo FiorentiniAlberto MomiglianoMario Ornaghi,2008,https://link.springer.com/chapter/10.1007/978-3-540-78769-3_12,Conference paper
Modeling with the Timing Definition Language (TDL),Model-Driven Development of Reliable Automotive Services,,,,10.1007/978-3-540-70930-5_9,Wolfgang PreeJosef Templ,2008,https://link.springer.com/chapter/10.1007/978-3-540-70930-5_9,Conference paper
An AsmL Semantics for Dynamic Structures and Run Time Schedulability in UML-RT,"Objects, Components, Models and Patterns",,,,10.1007/978-3-540-69824-1_14,Stefan LeueAlin ŞtefănescuWei Wei,2008,https://link.springer.com/chapter/10.1007/978-3-540-69824-1_14,Conference paper
GOAL Extended: Towards a Research Tool for Omega Automata and Temporal Logic,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-540-78800-3_26,Yih-Kuen TsayYu-Fang ChenMing-Hsien TsaiWen-Chin ChanChi-Jian Luo,2008,https://link.springer.com/chapter/10.1007/978-3-540-78800-3_26,Conference paper
Application of Static Analyses for State Space Reduction to Microcontroller Assembly Code,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-540-79707-4_4,Bastian SchlichJann LöllStefan Kowalewski,2008,https://link.springer.com/chapter/10.1007/978-3-540-79707-4_4,Conference paper
A UML/SPT Model Analysis Methodology for Concurrent Systems Based on Genetic Algorithms,Model Driven Engineering Languages and Systems,,,,10.1007/978-3-540-87875-9_34,Marwa ShoushaLionel BriandYvan Labiche,2008,https://link.springer.com/chapter/10.1007/978-3-540-87875-9_34,Conference paper
M-nets: a survey,Acta Informatica,,,,10.1007/s00236-008-0077-0,Hanna KlaudelFranck Pommereau,2008,https://link.springer.com/article/10.1007/s00236-008-0077-0,Article
Using communication coverage criteria and partial model generation to assist software integration testing,Software Quality Journal,,,,10.1007/s11219-007-9036-1,Christopher Robinson-MallettRobert M. HieronsJesse PoorePeter Liggesmeyer,2008,https://link.springer.com/article/10.1007/s11219-007-9036-1,Article
Assume-Guarantee Verification for Interface Automata,FM 2008: Formal Methods,,,,10.1007/978-3-540-68237-0_10,Michael EmmiDimitra GiannakopoulouCorina S. Păsăreanu,2008,https://link.springer.com/chapter/10.1007/978-3-540-68237-0_10,Conference paper
Behavioural Theory at Work: Program Transformations in a Service-Centred Calculus,Formal Methods for Open Object-Based Distributed Systems,,,,10.1007/978-3-540-68863-1_5,Luís Cruz-FilipeIvan LaneseFrancisco MartinsAntónio RavaraVasco T. Vasconcelos,2008,https://link.springer.com/chapter/10.1007/978-3-540-68863-1_5,Conference paper
Worst-Case Execution Times for a Purely Functional Language,Implementation and Application of Functional Languages,,,,10.1007/978-3-540-74130-5_14,Armelle BonenfantChristian FerdinandKevin HammondReinhold Heckmann,2007,https://link.springer.com/chapter/10.1007/978-3-540-74130-5_14,Conference paper
FAST: acceleration from theory to practice,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-008-0064-3,Sébastien BardinAlain FinkelJérôme LerouxLaure Petrucci,2008,https://link.springer.com/article/10.1007/s10009-008-0064-3,Article
Maximising the information gained from a study of static analysis technologies for concurrent software,Empirical Software Engineering,,,,10.1007/s10664-007-9044-6,Margaret A. WojcickiPaul Strooper,2007,https://link.springer.com/article/10.1007/s10664-007-9044-6,Article
Tom: Piggybacking Rewriting on Java,Term Rewriting and Applications,,,,10.1007/978-3-540-73449-9_5,Emilie BallandPaul BraunerRadu KopetzPierre-Etienne MoreauAntoine Reilles,2007,https://link.springer.com/chapter/10.1007/978-3-540-73449-9_5,Conference paper
Techniques for evaluating fault prediction models,Empirical Software Engineering,,,,10.1007/s10664-008-9079-3,Yue JiangBojan CukicYan Ma,2008,https://link.springer.com/article/10.1007/s10664-008-9079-3,Article
An approach for experimentally evaluating effectiveness and efficiency of coverage criteria for software testing,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-007-0059-5,Atul GuptaPankaj Jalote,2008,https://link.springer.com/article/10.1007/s10009-007-0059-5,Article
Regional Logic for Local Reasoning about Global Invariants,ECOOP 2008 – Object-Oriented Programming,,,,10.1007/978-3-540-70592-5_17,Anindya BanerjeeDavid A. NaumannStan Rosenberg,2008,https://link.springer.com/chapter/10.1007/978-3-540-70592-5_17,Conference paper
Finer Is Better: Abstraction Refinement for Rewriting Approximations,Rewriting Techniques and Applications,,,,10.1007/978-3-540-70590-1_4,Yohan BoichutRoméo CourbisPierre-Cyrille HéamOlga Kouchnarenko,2008,https://link.springer.com/chapter/10.1007/978-3-540-70590-1_4,Conference paper
Formal Verification of a C-like Memory Model and Its Uses for Verifying Program Transformations,Journal of Automated Reasoning,,,,10.1007/s10817-008-9099-0,Xavier LeroySandrine Blazy,2008,https://link.springer.com/article/10.1007/s10817-008-9099-0,Article
Getting Formal Verification into Design Flow,FM 2008: Formal Methods,,,,10.1007/978-3-540-68237-0_2,ArvindNirav DaveMichael Katelman,2008,https://link.springer.com/chapter/10.1007/978-3-540-68237-0_2,Conference paper
