Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Intelligent automated code review and software quality evaluation: a survey of AutoML and large language model techniques,Automated Software Engineering,,,,10.1007/s10515-026-00668-z,Rohan Appasaheb BorgalliUma RajShwetha Shetty,2026,https://link.springer.com/article/10.1007/s10515-026-00668-z,Article
A manifesto for applicable formal methods,Software and Systems Modeling,,,,10.1007/s10270-023-01124-2,Mario GleirscherJaco van de PolJim Woodcock,2023,https://link.springer.com/article/10.1007/s10270-023-01124-2,Article
SafeFloatZone: Identify Safe Domains for&#xa0;Elementary Functions,"Embedded Computer Systems: Architectures, Modeling, and Simulation",,,,10.1007/978-3-031-78377-7_9,Markus KrahlMatthias GüdemannStefan Wallentowitz,2025,https://link.springer.com/chapter/10.1007/978-3-031-78377-7_9,Conference paper
Synthesizing POMDP Policies: Sampling Meets Model-Checking via&#xa0;Learning,Computer Aided Verification,,,,10.1007/978-3-032-32526-6_18,Debraj ChakrabortyAnirban MajumdarPrince MathewSayan MukherjeeJean-François Raskin,2026,https://link.springer.com/chapter/10.1007/978-3-032-32526-6_18,Conference paper
Use of&#xa0;Certified Industrial Tools for&#xa0;Formal Analysis and&#xa0;Monitoring of&#xa0;Communications-Based Train Control Systems,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-032-10762-6_24,Dalay Almeida,2026,https://link.springer.com/chapter/10.1007/978-3-032-10762-6_24,Conference paper
Validating Quantum State Preparation Programs,Programming Languages and Systems,,,,10.1007/978-3-032-22720-1_16,Liyi LiAnshu SharmaZoukarneini Difaizi TagbaSean FrettAlex Potanin,2026,https://link.springer.com/chapter/10.1007/978-3-032-22720-1_16,Conference paper
Automated Property-Based Testing from&#xa0;AADL Component Contracts,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-031-43681-9_8,John HatcliffJason BeltRobbyJacob LeggDanielle StewartTodd Carpenter,2023,https://link.springer.com/chapter/10.1007/978-3-031-43681-9_8,Conference paper
Robust Deep Reinforcement Learning Using Formal Verification,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-98208-8_11,Avraham RavivShaiel VistuchBoaz GurevichErel DekelHillel Kugler,2026,https://link.springer.com/chapter/10.1007/978-3-031-98208-8_11,Conference paper
Robust Spatio-Temporal Logic Semantics for&#xa0;Autonomous Driving Systems Falsification,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-032-00942-5_8,Tiago SequeiraAndré Matos Pedro,2026,https://link.springer.com/chapter/10.1007/978-3-032-00942-5_8,Conference paper
Towards the&#xa0;Formal Analysis of&#xa0;Algorithmic Requirements,"Leveraging Applications of Formal Methods, Verification and Validation. Specification and Verification",,,,10.1007/978-3-031-75380-0_4,Lorenzo CappellettiRoberto CavadaAlessandro CimattiMarco Keppel,2025,https://link.springer.com/chapter/10.1007/978-3-031-75380-0_4,Conference paper
Models for formal methods and tools: the case of railway systems,Software and Systems Modeling,,,,10.1007/s10270-025-01276-3,M. H. ter Beek,2025,https://link.springer.com/article/10.1007/s10270-025-01276-3,Article
Proof Semantics of&#xa0;Railway Interlocking,Rigorous State-Based Methods,,,,10.1007/978-3-031-94533-5_7,Linas LaibinisAlexei IliasovAlexander Romanovsky,2026,https://link.springer.com/chapter/10.1007/978-3-031-94533-5_7,Conference paper
hax: Verifying Security-Critical Rust Software Using Multiple Provers,"Verified Software. Theories, Tools and Experiments",,,,10.1007/978-3-031-86695-1_7,Karthikeyan BhargavanMaxime BuyseLucas FranceschinoLasse Letager HansenFranziskus KieferJonas Schneider-BenschBas Spitters,2025,https://link.springer.com/chapter/10.1007/978-3-031-86695-1_7,Conference paper
Composable models and guarantees for aggregate systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-026-00860-2,Giorgio AudritoFerruccio DamianiGianluca Torta,2026,https://link.springer.com/article/10.1007/s10009-026-00860-2,Article
Formal analysis of an AUTOSAR-based basic software module,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00759-w,Chiara BodeiMarco De VincenziIlaria Matteucci,2024,https://link.springer.com/article/10.1007/s10009-024-00759-w,Article
Alternating-Time Temporal Logic with&#xa0;Default Actions,Logics in Artificial Intelligence,,,,10.1007/978-3-032-04590-4_18,Jakub Michaliszyn,2026,https://link.springer.com/chapter/10.1007/978-3-032-04590-4_18,Conference paper
Verification of&#xa0;Configurable SRA Systems,Automated Reasoning,,,,10.1007/978-3-032-32592-1_17,Alessandro CimattiAlberto GriggioChristian LidströmGianluca RedondiDylan Trenti,2026,https://link.springer.com/chapter/10.1007/978-3-032-32592-1_17,Conference paper
Towards Automated Security Hardening Using Timed Path Conditions in&#xa0;Shared Bus Systems,"Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering Methodologies",,,,10.1007/978-3-031-75387-9_8,Jonas Becker-KupczokPaula Herber,2025,https://link.springer.com/chapter/10.1007/978-3-031-75387-9_8,Conference paper
Extending Timed Automata with&#xa0;Clock Derivatives,Integrated Formal Methods,,,,10.1007/978-3-032-10794-7_6,David CortésJean LeneutreVadim MalvoneJames OrtizPierre-Yves Schobbens,2026,https://link.springer.com/chapter/10.1007/978-3-032-10794-7_6,Conference paper
Logika: The Sireum Verification Framework,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-031-68150-9_6,RobbyJohn HatcliffJason Belt,2024,https://link.springer.com/chapter/10.1007/978-3-031-68150-9_6,Conference paper
Scaling GR(1) Synthesis via&#xa0;a&#xa0;Compositional Frameworkfor LTL Discrete Event Control,Computer Aided Verification,,,,10.1007/978-3-031-98685-7_10,Hernan GagliardiVictor BrabermanSebastian Uchitel,2025,https://link.springer.com/chapter/10.1007/978-3-031-98685-7_10,Conference paper
EVM-Vale: Formal Verification of&#xa0;EVM Bytecode Using Vale,Distributed Ledger Technology,,,,10.1007/978-981-97-0006-6_3,Daniel CummingMark UttingFranck CassezNaipeng DongSadra Bayat TorkMarten Risius,2024,https://link.springer.com/chapter/10.1007/978-981-97-0006-6_3,Conference paper
Modeling and verifying an arrival manager using the formal <span>Event-B</span> method,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-025-00813-1,Amel MammarMichael Leuschel,2025,https://link.springer.com/article/10.1007/s10009-025-00813-1,Article
Timed Contract Automata,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-032-22774-4_20,Bernhard BeckertAndreas BremerAlexander Weigl,2026,https://link.springer.com/chapter/10.1007/978-3-032-22774-4_20,Conference paper
A journey with ASMETA from requirements to code: application to an automotive system with adaptive features,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00751-4,Paolo ArcainiSilvia BonfantiAngelo GargantiniElvinia RiccobenePatrizia Scandurra,2024,https://link.springer.com/article/10.1007/s10009-024-00751-4,Article
PLACIDUS: Engineering Product Lines of&#xa0;Rigorous Assurance Cases,Integrated Formal Methods,,,,10.1007/978-3-031-76554-4_6,Logan MurphyTorin VigerAlessio Di SandroMarsha Chechik,2025,https://link.springer.com/chapter/10.1007/978-3-031-76554-4_6,Conference paper
Formal Verification of&#xa0;a&#xa0;Neural Network Based Prognostics System for&#xa0;Aircraft Equipment,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-46002-9_13,Dmitrii KirovSimone Fulvio RolliniLuigi Di GuglielmoDarren Cofer,2024,https://link.springer.com/chapter/10.1007/978-3-031-46002-9_13,Conference paper
A verified low-level implementation and visualization of the adaptive exterior light and speed control system,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00750-5,Sebastian KringsPhilipp KörnerJannik DunkelauKristin Rutenkolk,2024,https://link.springer.com/article/10.1007/s10009-024-00750-5,Article
On the&#xa0;Verification Problem of&#xa0;Remote Direct Memory Access Programs,Computer Aided Verification,,,,10.1007/978-3-032-32519-8_6,Parosh Aziz AbdullaMohamed Faouzi AtigGovind RajanbabuStephan Spengler,2026,https://link.springer.com/chapter/10.1007/978-3-032-32519-8_6,Conference paper
Formalizing x86-64 ISA in&#xa0;Isabelle/HOL:&#xa0;A Binary Semantics for&#xa0;eBPF JIT Correctness,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-981-96-0602-3_11,Jiayi LuShenghao YuanDavid SananYongwang Zhao,2025,https://link.springer.com/chapter/10.1007/978-981-96-0602-3_11,Conference paper
Contract-based specification of mode-dependent timing behavior,Innovations in Systems and Software Engineering,,,,10.1007/s11334-023-00531-4,Janis KrögerBjörn KoopmannIngo StierandMartin Fränzle,2023,https://link.springer.com/article/10.1007/s11334-023-00531-4,Article
A Mechanically Verified Garbage Collector for OCaml,Journal of Automated Reasoning,,,,10.1007/s10817-025-09721-0,Sheera ShamsuDipesh KafleDhruv MarooKartik NagarKarthikeyan BhargavanKC Sivaramakrishnan,2025,https://link.springer.com/article/10.1007/s10817-025-09721-0,Article
Towards Specification-Driven LLM-Based Generation of&#xa0;Embedded Automotive Software,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-75434-0_9,Minal Suresh PatilGustav UngMattias Nyberg,2025,https://link.springer.com/chapter/10.1007/978-3-031-75434-0_9,Conference paper
A fine-grained evaluation of mutation operators to boost mutation testing for deep learning systems,Empirical Software Engineering,,,,10.1007/s10664-025-10613-5,Zhiyi ZhangYichun WangYongming YaoZiyuan WangZhiqiu Huang,2025,https://link.springer.com/article/10.1007/s10664-025-10613-5,Article
CTL Model Checking Partially Specified Systems,Integrated Formal Methods,,,,10.1007/978-3-032-10794-7_5,Eshita ZamanChristopher JohannsenAndrew S. MinerGianfranco CiardoSamik Basu,2026,https://link.springer.com/chapter/10.1007/978-3-032-10794-7_5,Conference paper
Slang: The Sireum Programming Language,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-030-89159-6_17,RobbyJohn Hatcliff,2021,https://link.springer.com/chapter/10.1007/978-3-030-89159-6_17,Conference paper
Formal Analysis of&#xa0;a&#xa0;Railway Signaling Block Designed in&#xa0;AIDA,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-032-10762-6_23,Roberto CavadaAlessandro CimattiAlberto GriggioChristian LidströmGianluca RedondiMatteo TessiDylan Trenti,2026,https://link.springer.com/chapter/10.1007/978-3-032-10762-6_23,Conference paper
Certifying Phase Abstraction,Automated Reasoning,,,,10.1007/978-3-031-63498-7_17,Nils FroleyksEmily YuArmin BiereKeijo Heljanko,2024,https://link.springer.com/chapter/10.1007/978-3-031-63498-7_17,Conference paper
Answering Temporal Conjunctive Queries over Description Logic Ontologies for Situation Recognition in Complex Operational Domains,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-031-57246-3_10,Lukas WesthofenChristian NeurohrJean Christoph JungDaniel Neider,2024,https://link.springer.com/chapter/10.1007/978-3-031-57246-3_10,Conference paper
Deciding Subtyping for Asynchronous Multiparty Sessions,Programming Languages and Systems,,,,10.1007/978-3-031-57262-3_8,Elaine LiFelix StutzThomas Wies,2024,https://link.springer.com/chapter/10.1007/978-3-031-57262-3_8,Conference paper
Formal Verification of&#xa0;Neural Network Controllers for&#xa0;Collision-Free Flight,Software Verification,,,,10.1007/978-3-030-95561-8_9,Daniel GeninIvan PapushaJoshua BruléTyler YoungGalen MullinsYanni KouskoulasRosa WuAurora Schmidt,2022,https://link.springer.com/chapter/10.1007/978-3-030-95561-8_9,Conference paper
Reachability Analysis for&#xa0;Multiloop Programs Using Transition Power Abstraction,Formal Methods,,,,10.1007/978-3-031-71162-6_29,Konstantin BritikovMartin BlichaNatasha SharyginaGrigory Fedyukovich,2025,https://link.springer.com/chapter/10.1007/978-3-031-71162-6_29,Conference paper
Formal Verification of&#xa0;Quantum Ancilla Safety,Computer Aided Verification,,,,10.1007/978-3-032-32537-2_16,Jiqi LiJingyi MeiWang FangJi Guan,2026,https://link.springer.com/chapter/10.1007/978-3-032-32537-2_16,Conference paper
A General Approach for&#xa0;SMT Proof Skeletons,Automated Reasoning,,,,10.1007/978-3-032-32589-1_10,Joseph E. ReevesHaniel BarbosaAndrew ReynoldsMarijn J. H. Heule,2026,https://link.springer.com/chapter/10.1007/978-3-032-32589-1_10,Conference paper
Evaluating Software Quality Through User Reviews: The ISOftSentiment Tool,Product-Focused Software Process Improvement,,,,10.1007/978-3-031-78386-9_6,Fang HouLiang FengSiamak FarshidiSlinger Jansen,2025,https://link.springer.com/chapter/10.1007/978-3-031-78386-9_6,Conference paper
Gray-box runtime enforcement of hyperproperties,Acta Informatica,,,,10.1007/s00236-025-00502-1,Tzu-Han HsuAna Oliveira da CostaAndrew WintenbergEzio BartocciBorzoo Bonakdarpour,2025,https://link.springer.com/article/10.1007/s00236-025-00502-1,Article
Analyzing Safety and Security of Solidity Smart Contracts via Semantics-Preserving Transcompilation,Innovations in Systems and Software Engineering,,,,10.1007/s11334-025-00615-3,Kartik KaushikRaju HalderSamrat Mondal,2025,https://link.springer.com/article/10.1007/s11334-025-00615-3,Article
Fully Generalized Reactivity(1) Synthesis,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-031-57246-3_6,Rüdiger EhlersAyrat Khalimov,2024,https://link.springer.com/chapter/10.1007/978-3-031-57246-3_6,Conference paper
Formally verifying decompositions of stochastic specifications,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00742-5,Anton HampusMattias Nyberg,2024,https://link.springer.com/article/10.1007/s10009-024-00742-5,Article
A Conversational Framework for&#xa0;Faithful Multi-perspective Analysis of&#xa0;Production Systems,Advanced Information Systems Engineering,,,,10.1007/978-3-031-94569-4_10,Angelo CascianiLivia LestingiAndrea MarrellaAndrea Matta,2025,https://link.springer.com/chapter/10.1007/978-3-031-94569-4_10,Conference paper
Tarzan: A Region-Based Library for&#xa0;Forward and&#xa0;Backward Reachability of&#xa0;Timed Automata,"Formal Techniques for Distributed Objects, Components, and Systems",,,,10.1007/978-3-032-28187-6_10,Andrea ManiniMatteo RossiPierluigi San Pietro,2026,https://link.springer.com/chapter/10.1007/978-3-032-28187-6_10,Conference paper
Verifying First-Order Temporal Properties of Infinite-State Systems via Timers and Rankings,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-032-22749-2_18,Raz LotanNeta EladOded PadonSharon Shoham,2026,https://link.springer.com/chapter/10.1007/978-3-032-22749-2_18,Conference paper
Shifting fuzzing left in software workflows,Empirical Software Engineering,,,,10.1007/s10664-025-10702-5,Dylan J. WolffRidwan ShariffdeenYannic NollerAbhik Roychoudhury,2025,https://link.springer.com/article/10.1007/s10664-025-10702-5,Article
"Modelling, Visualisation and Proof of an ETCS Level 3 Moving Block System","Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-031-43366-5_12,Michael LeuschelNader Nayeri,2023,https://link.springer.com/chapter/10.1007/978-3-031-43366-5_12,Conference paper
Halfway Generic Verification of Railway Control Systems,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",,,,10.1007/978-3-031-43366-5_11,Gustav ZickertNikitas Stathatos,2023,https://link.springer.com/chapter/10.1007/978-3-031-43366-5_11,Conference paper
End-to-End Mechanized Proof of&#xa0;a&#xa0;JIT-Accelerated eBPF Virtual Machine for&#xa0;IoT,Computer Aided Verification,,,,10.1007/978-3-031-65627-9_16,Shenghao YuanFrédéric BessonJean-Pierre Talpin,2024,https://link.springer.com/chapter/10.1007/978-3-031-65627-9_16,Conference paper
A Deductive Refinement Calculus for&#xa0;Differential-Algebraic Programs,Automated Reasoning,,,,10.1007/978-3-032-32592-1_16,Jonathan HellwigLong QianAndré Platzer,2026,https://link.springer.com/chapter/10.1007/978-3-032-32592-1_16,Conference paper
Preliminary Results of&#xa0;LLM Vulnerability Testing in&#xa0;Less Common Languages,Applied Cognitive Computing and Artificial Intelligence,,,,10.1007/978-3-032-22205-3_17,Yulia KumarJames MardiGuohao YangDov KrugerJ. Jenny Li,2026,https://link.springer.com/chapter/10.1007/978-3-032-22205-3_17,Conference paper
HyperLasso: Bounded Model Checking of&#xa0; $$\forall ^+\exists ^+$$ -Liveness Hyperproperties,Computer Aided Verification,,,,10.1007/978-3-032-32519-8_24,Alcino CunhaHugo PachecoNuno Macedo,2026,https://link.springer.com/chapter/10.1007/978-3-032-32519-8_24,Conference paper
Deriving Liveness Properties of&#xa0;Hybrid Systems from&#xa0;Reachable Sets and&#xa0;Lyapunov-Like Certificates,Automated Technology for Verification and Analysis,,,,10.1007/978-3-032-08707-2_17,Ludovico BattistaStefano Tonetta,2026,https://link.springer.com/chapter/10.1007/978-3-032-08707-2_17,Conference paper
Conformance in the railway industry: Single-Input-Change testing a EULYNX controller,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-025-00790-5,Djurre van der WalMarcus GerholdMariëlle StoelingaArend Rensink,2025,https://link.springer.com/article/10.1007/s10009-025-00790-5,Article
Composing Clinical Activity Guidance for Multimorbidity via Bounded Relational Analysis,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-032-22774-4_18,Artur Boronat,2026,https://link.springer.com/chapter/10.1007/978-3-032-22774-4_18,Conference paper
Compositional Verification of&#xa0;Timed Automata via&#xa0;Violation Assumptions,Computer Aided Verification,,,,10.1007/978-3-032-32526-6_16,Mehran Moeini JamHamed KalantariEhsan KhamespanahMarjan SirjaniAli Movaghar,2026,https://link.springer.com/chapter/10.1007/978-3-032-32526-6_16,Conference paper
The TLA+ Model Checker Apalache,Computer Aided Verification,,,,10.1007/978-3-032-32519-8_8,Rodrigo OtoniShon FederJure KukovecAndrey KupriyanovGabriela MoreiraPhilip OfftermattThomas PaniThanh-Hai TranIgor Konnov,2026,https://link.springer.com/chapter/10.1007/978-3-032-32519-8_8,Conference paper
Modeling and&#xa0;Verification of&#xa0;Solidity Smart Contracts with&#xa0;the&#xa0;B Method,Engineering of Complex Computer Systems,,,,10.1007/978-3-031-66456-4_9,Fayçal BabaAmel MammarMarc FrappierRégine Laleau,2025,https://link.springer.com/chapter/10.1007/978-3-031-66456-4_9,Conference paper
Testing Stream Programs from Pre/Post-models,SN Computer Science,,,,10.1007/s42979-025-03824-6,Sylvain Hallé,2025,https://link.springer.com/article/10.1007/s42979-025-03824-6,Article
An Automatically Verified Prototype of the Tokeneer ID Station Specification,Journal of Automated Reasoning,,,,10.1007/s10817-021-09602-2,Maximiliano CristiáGianfranco Rossi,2021,https://link.springer.com/article/10.1007/s10817-021-09602-2,Article
Assessing Test Scenarios for&#xa0;Autonomous Driving Using Probabilistic Model Checking,Testing Software and Systems,,,,10.1007/978-3-032-05188-2_18,Jean-Baptiste HorelPhilippe LedentRadu MateescuWendelin SerweAline Uwimbabazi,2026,https://link.springer.com/chapter/10.1007/978-3-032-05188-2_18,Conference paper
An Event-B model of an automotive adaptive exterior light system,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00748-z,Amel MammarMarc FrappierRégine Laleau,2024,https://link.springer.com/article/10.1007/s10009-024-00748-z,Article
Safely Encoding B Proof Obligations in&#xa0;SMT-LIB,Rigorous State-Based Methods,,,,10.1007/978-3-031-94533-5_4,Vincent Trélat,2026,https://link.springer.com/chapter/10.1007/978-3-031-94533-5_4,Conference paper
Machine Learning Opportunities in Flight Test: Preflight Checks,SN Computer Science,,,,10.1007/s42979-024-02874-6,Joel R. WalkerDavid Claudio,2024,https://link.springer.com/article/10.1007/s42979-024-02874-6,Article
From Verified Scala to&#xa0;STIX File System Embedded Code Using Stainless,NASA Formal Methods,,,,10.1007/978-3-031-06773-0_21,Jad HamzaSimon FelixViktor KunčakIvo NussbaumerFilip Schramka,2022,https://link.springer.com/chapter/10.1007/978-3-031-06773-0_21,Conference paper
Formal Autograding in a Classroom,Programming Languages and Systems,,,,10.1007/978-3-031-91121-7_7,Dragana MilovančevićMario BucevMarcin WojnarowskiSamuel ChassotViktor Kunčak,2025,https://link.springer.com/chapter/10.1007/978-3-031-91121-7_7,Conference paper
Reliable execution of natural language test cases for GUI applications using LLM agents,Software Quality Journal,,,,10.1007/s11219-026-09767-2,Sébastien Salva,2026,https://link.springer.com/article/10.1007/s11219-026-09767-2,Article
VeriLHyS: a Framework for LTL Specification and Verification of Hybrid Systems,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-032-22752-2_32,Ludovico BattistaStefano TonettaGianni Zampedri,2026,https://link.springer.com/chapter/10.1007/978-3-032-22752-2_32,Conference paper
Verification of Programs with Pointers in SPARK,Formal Methods and Software Engineering,,,,10.1007/978-3-030-63406-3_4,Georges-Axel JaloyanClaire DrossMaroua MaalejYannick MoyAndrei Paskevich,2020,https://link.springer.com/chapter/10.1007/978-3-030-63406-3_4,Conference paper
DIR-SMOTE: a density-influence resampling framework for imbalanced code smell detection,Automated Software Engineering,,,,10.1007/s10515-026-00624-x,Ruchika MalhotraBhawna JainMarouane Kessentini,2026,https://link.springer.com/article/10.1007/s10515-026-00624-x,Article
Generation of&#xa0;Violation Witnesses by&#xa0;Under-Approximating Abstract Interpretation,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-031-50524-9_3,Marco MilaneseAntoine Miné,2024,https://link.springer.com/chapter/10.1007/978-3-031-50524-9_3,Conference paper
Auto-Active Verification of&#xa0;Floating-Point Programs via&#xa0;Nonlinear Real Provers,Software Engineering and Formal Methods,,,,10.1007/978-3-031-17108-6_2,Junaid RasheedMichal Konečný,2022,https://link.springer.com/chapter/10.1007/978-3-031-17108-6_2,Conference paper
Generative AI solutions for software quality: Assessing industrial readiness,Software Quality Journal,,,,10.1007/s11219-026-09754-7,Andre GheventerPatricia do Amaral GurgelCarlos Henrique BritoRafael Maiani de MelloSabrina RochaRodrigo FeitosaGuilherme Horta Travassos,2026,https://link.springer.com/article/10.1007/s11219-026-09754-7,Article
A Sequentialization Procedure for&#xa0;Fault-Tolerant Protocols,"Verified Software. Theories, Tools and Experiments.",,,,10.1007/978-3-031-25803-9_4,Cezara DrǎgoiPatricio Inzaghi Pronesti,2023,https://link.springer.com/chapter/10.1007/978-3-031-25803-9_4,Conference paper
